,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
307,307,980,56:47.2,58:03.2,0 days 00:01:16.069046,256,50000,0.004476531,0.006913788,0.99,0.000102254,5000,tiny,1,20000,128,COMPLETE
4165,4165,958,52:44.6,54:02.1,0 days 00:01:17.536759,128,1000000,0.018724509,0.037248462,0.995,0.000187197,10000,tiny,1,1000,256,COMPLETE
2219,2219,948,18:07.5,19:23.5,0 days 00:01:15.991396,128,1000000,0.005733681,0.00147976,0.995,0.000140013,1000,tiny,1,5000,256,COMPLETE
251,251,947,22:03.9,23:17.3,0 days 00:01:13.413539,64,1000000,0.002622146,0.004326995,0.99,1.73E-05,1000,medium,4,20000,8,COMPLETE
3812,3812,941,59:49.4,01:09.2,0 days 00:01:19.794282,128,50000,0.005381804,0.032743482,0.98,8.77E-05,5000,tiny,1,15000,8,COMPLETE
1723,1723,883,34:28.3,35:48.9,0 days 00:01:20.556195,128,10000,0.020596151,0.004316666,0.995,0.00011432,1000,tiny,1,1,128,COMPLETE
1743,1743,871,49:16.0,50:32.9,0 days 00:01:16.849659,128,10000,0.016955527,0.067677272,0.995,9.62E-05,10000,tiny,1,1,128,COMPLETE
3824,3824,868,08:21.6,09:40.9,0 days 00:01:19.347477,128,50000,0.005864492,0.030957215,0.98,7.03E-05,5000,tiny,1,15000,8,COMPLETE
3482,3482,803,15:22.1,16:41.9,0 days 00:01:19.814716,64,10000,0.026065712,0.006047879,0.9999,9.67E-05,10000,tiny,1,20000,1,COMPLETE
1182,1182,795,07:00.1,08:07.1,0 days 00:01:06.999089,32,50000,0.044435324,0.026551972,0.98,0.000202433,1000,tiny,4,20000,4,COMPLETE
1150,1150,789,48:39.0,49:41.6,0 days 00:01:02.579646,64,50000,0.025385531,0.027030755,0.9999,0.000344713,1000,tiny,4,20000,128,COMPLETE
1728,1728,768,38:17.7,39:35.9,0 days 00:01:18.151239,128,10000,0.015892331,0.047282512,0.995,0.000149885,10000,tiny,1,1,128,COMPLETE
3811,3811,741,58:31.4,59:49.4,0 days 00:01:17.991203,128,50000,0.004924397,0.033752902,0.99,9.26E-05,5000,tiny,1,15000,8,COMPLETE
1789,1789,731,22:49.3,24:05.2,0 days 00:01:15.859490,128,10000,0.003574206,0.063270306,0.995,0.00025584,10000,tiny,1,1,128,COMPLETE
624,624,709,12:39.5,13:56.4,0 days 00:01:16.885166,512,1000000,0.001098245,0.001395043,0.9999,1.29E-05,1000,medium,2,1000,128,COMPLETE
558,558,704,32:15.8,33:29.2,0 days 00:01:13.421629,128,50000,0.010414434,0.004816772,0.995,2.49E-05,1000,medium,4,20000,1000,COMPLETE
2513,2513,702,30:23.8,31:34.6,0 days 00:01:10.862397,32,1000000,0.001095619,0.004390339,0.9999,0.000126451,1000,tiny,1,5000,128,COMPLETE
37,37,695,59:45.9,01:02.3,0 days 00:01:16.347647,128,50000,0.004277108,0.07806483,0.9999,8.16E-05,10000,tiny,2,15000,1,COMPLETE
4389,4389,690,15:58.6,17:16.0,0 days 00:01:17.388748,128,1000000,0.021678861,0.001704011,0.995,0.000374484,10000,tiny,1,1,256,COMPLETE
266,266,684,32:38.1,33:48.8,0 days 00:01:10.647427,64,50000,0.003040115,0.00546701,0.99,2.74E-05,1000,medium,4,20000,8,COMPLETE
3684,3684,679,32:39.0,33:46.4,0 days 00:01:07.436369,16,50000,0.002987966,0.231947386,0.995,8.59E-05,5000,tiny,2,1,16,COMPLETE
1766,1766,655,06:28.1,07:48.6,0 days 00:01:20.488685,128,10000,0.018068679,0.041968498,0.995,0.000223431,10000,tiny,1,1,128,COMPLETE
4144,4144,638,39:00.0,40:16.5,0 days 00:01:16.476439,128,1000000,0.017699711,0.035909502,0.995,0.000236498,10000,tiny,1,1000,256,COMPLETE
2018,2018,630,05:37.8,06:54.8,0 days 00:01:16.966797,128,10000,0.004256325,0.003502386,0.995,4.14E-05,10000,tiny,2,1,4,COMPLETE
3703,3703,627,45:22.1,46:37.3,0 days 00:01:15.186660,128,50000,0.00440239,0.001015455,0.995,9.90E-05,5000,tiny,1,20000,16,COMPLETE
2158,2158,620,38:40.9,39:46.8,0 days 00:01:05.980673,128,1000000,0.021852443,0.031625688,0.995,0.000111775,10000,tiny,2,1,128,COMPLETE
1924,1924,603,58:48.8,00:03.6,0 days 00:01:14.771181,100,10000,0.003688031,0.003519824,0.995,0.000105373,10000,tiny,1,1,128,COMPLETE
4383,4383,603,11:30.5,12:42.9,0 days 00:01:12.371825,128,50000,0.039563629,0.060989939,0.995,0.000130106,10000,tiny,2,1,4,COMPLETE
571,571,599,41:05.1,42:19.4,0 days 00:01:14.282930,256,50000,0.031591726,0.003072869,0.98,2.48E-05,1000,medium,4,20000,1000,COMPLETE
2495,2495,594,16:49.1,17:58.8,0 days 00:01:09.650105,32,50000,0.011108139,0.004642634,0.9999,9.51E-05,1000,tiny,1,5000,128,COMPLETE
21,21,591,48:07.3,49:27.4,0 days 00:01:20.167327,256,50000,0.001055688,0.227437692,0.98,1.22E-05,5000,tiny,1,20000,128,COMPLETE
260,260,571,28:48.1,30:01.5,0 days 00:01:13.378510,64,50000,0.002221609,0.002715532,0.99,2.50E-05,1000,medium,4,20000,8,COMPLETE
2425,2425,561,31:00.0,32:02.5,0 days 00:01:02.472889,128,1000000,0.013172585,0.003335432,0.9999,7.45E-05,10000,tiny,2,1,128,COMPLETE
2774,2774,558,25:32.0,26:56.5,0 days 00:01:24.539766,64,10000,0.001942772,0.001836458,0.9999,0.002996787,1000,tiny,2,1,1,COMPLETE
4400,4400,553,23:50.0,24:35.7,0 days 00:00:45.713940,128,10000,0.017485069,0.001330284,0.95,0.000446353,1000,tiny,1,1,256,PRUNED
1699,1699,551,19:02.3,20:12.8,0 days 00:01:10.531775,128,10000,0.015600328,0.005011522,0.995,9.98E-05,10000,tiny,1,5000,128,COMPLETE
3874,3874,551,41:31.3,42:42.0,0 days 00:01:10.664720,128,50000,0.004912971,0.038801289,0.98,0.000106633,5000,tiny,1,15000,8,COMPLETE
4210,4210,551,20:28.0,21:08.4,0 days 00:00:40.335683,128,1000000,0.078615108,0.040582945,0.995,0.036245591,10000,tiny,1,1000,256,PRUNED
2008,2008,541,58:02.5,59:20.2,0 days 00:01:17.652974,128,10000,0.004332083,0.003567253,0.995,0.000103695,10000,tiny,1,1,4,COMPLETE
3847,3847,541,24:02.6,24:43.6,0 days 00:00:40.993034,128,50000,0.005100336,0.028732333,0.99,8.10E-05,5000,tiny,1,15000,8,PRUNED
1700,1700,539,20:12.8,21:18.9,0 days 00:01:06.055691,128,10000,0.016220302,0.005199231,0.995,0.00010583,10000,tiny,1,5000,128,COMPLETE
3022,3022,538,12:13.6,12:54.3,0 days 00:00:40.719611,128,10000,0.017992098,0.006660114,0.99,0.007820048,10000,tiny,1,5000,128,PRUNED
881,881,535,00:04.3,01:19.8,0 days 00:01:15.540853,64,50000,0.015889788,0.038785986,0.9999,1.20E-05,5000,medium,2,20000,1000,COMPLETE
3921,3921,534,13:46.8,14:27.4,0 days 00:00:40.586677,128,50000,0.006777565,0.007630909,0.99,0.000185427,5000,tiny,1,15000,8,PRUNED
3399,3399,532,20:43.0,21:21.2,0 days 00:00:38.214122,128,50000,0.004839401,0.240169751,0.9999,0.001746573,10000,tiny,4,1,128,PRUNED
1756,1756,531,58:40.7,00:00.6,0 days 00:01:19.952986,128,10000,0.003128968,0.00822672,0.995,0.000242059,10000,tiny,1,1,128,COMPLETE
2538,2538,527,48:31.5,49:16.2,0 days 00:00:44.744460,32,1000000,0.00539888,0.013396583,0.9999,0.000530578,1000,tiny,1,1,128,PRUNED
3029,3029,526,17:16.5,18:02.2,0 days 00:00:45.717862,128,1000000,0.001569141,0.032791207,0.9999,2.20E-05,10000,medium,1,5000,128,PRUNED
2331,2331,525,29:17.4,30:03.8,0 days 00:00:46.476046,128,1000000,0.019192053,0.006861727,0.995,9.31E-05,1000,tiny,1,1,256,PRUNED
2732,2732,524,57:30.4,58:09.7,0 days 00:00:39.291475,32,50000,0.15986026,0.003624964,0.995,0.000174957,1000,small,4,1,8,PRUNED
3258,3258,524,48:03.4,48:46.3,0 days 00:00:42.817027,128,1000000,0.001193661,0.004911416,0.9999,6.75E-05,1000,tiny,1,5000,128,PRUNED
3627,3627,524,54:44.6,55:23.7,0 days 00:00:39.119487,256,10000,0.004618157,0.00588011,0.999,0.000109478,1000,tiny,2,1,256,PRUNED
2497,2497,523,18:33.1,19:49.2,0 days 00:01:16.058179,32,50000,0.011198097,0.004480009,0.98,9.44E-05,1000,tiny,1,5000,128,COMPLETE
3804,3804,523,54:06.2,54:47.5,0 days 00:00:41.303923,128,50000,0.002595684,0.001217811,0.995,0.000155706,5000,tiny,4,15000,4,PRUNED
1457,1457,522,51:34.8,52:38.6,0 days 00:01:03.765404,512,50000,0.002581993,0.003497104,0.995,3.27E-05,1000,medium,4,1000,8,COMPLETE
2357,2357,522,46:26.6,47:06.4,0 days 00:00:39.799230,128,100000,0.056433647,0.005813299,0.995,3.96E-05,1000,tiny,1,20000,128,PRUNED
2441,2441,518,41:03.4,41:51.1,0 days 00:00:47.705926,64,1000000,0.017970848,0.003182287,0.9999,6.70E-05,10000,small,2,1,4,PRUNED
3911,3911,517,07:25.8,08:10.0,0 days 00:00:44.172854,128,50000,0.004243032,0.001379136,0.995,0.000152131,5000,tiny,1,15000,8,PRUNED
1328,1328,516,33:14.4,34:22.6,0 days 00:01:08.169964,256,50000,0.001262653,0.071579719,0.98,1.00E-05,5000,medium,4,20000,128,COMPLETE
2025,2025,516,10:37.5,11:17.1,0 days 00:00:39.569259,128,10000,0.00496806,0.003803305,0.95,6.57E-05,10000,tiny,2,1,4,PRUNED
2166,2166,516,43:58.9,44:37.3,0 days 00:00:38.471894,128,1000000,0.022140338,0.032245904,0.995,0.000147533,10000,tiny,2,1,16,PRUNED
2435,2435,516,37:22.0,38:05.4,0 days 00:00:43.412384,64,1000000,0.010647714,0.003257751,0.9999,4.88E-05,10000,medium,2,1,256,PRUNED
1876,1876,514,25:24.6,26:06.7,0 days 00:00:42.047206,128,10000,0.107069146,0.370549825,0.995,7.04E-05,10000,tiny,1,5000,256,PRUNED
3539,3539,514,55:47.2,56:35.8,0 days 00:00:48.556349,32,100000,0.002293474,0.011792054,0.9999,0.039891839,1000,tiny,2,15000,1,PRUNED
2291,2291,513,04:09.4,04:56.0,0 days 00:00:46.581505,64,1000000,0.003459475,0.029745776,0.995,0.000138498,10000,tiny,1,1,16,PRUNED
3953,3953,513,34:31.3,35:13.3,0 days 00:00:41.973897,128,10000,0.114109978,0.100721629,0.98,5.80E-05,5000,tiny,1,15000,4,PRUNED
2467,2467,512,57:57.3,58:55.2,0 days 00:00:57.934810,128,1000000,0.078122493,0.075214864,0.999,5.38E-05,1000,tiny,8,5000,128,COMPLETE
3432,3432,512,43:11.3,43:51.1,0 days 00:00:39.766064,32,10000,0.176805182,0.065618657,0.9999,0.000107081,20000,tiny,1,1000,8,PRUNED
3601,3601,512,37:22.0,37:59.0,0 days 00:00:36.985858,512,50000,0.022931579,0.129159614,0.98,0.000185162,10000,medium,8,20000,128,PRUNED
566,566,510,37:40.3,38:49.7,0 days 00:01:09.464536,256,50000,0.033327815,0.003017539,0.995,1.90E-05,1000,medium,4,20000,1000,COMPLETE
1729,1729,510,39:35.9,40:47.3,0 days 00:01:11.444278,128,10000,0.015367769,0.047143275,0.995,0.000148099,10000,tiny,1,1,128,COMPLETE
2547,2547,510,54:28.9,55:16.7,0 days 00:00:47.726326,32,1000000,0.106461157,0.0012031,0.9999,0.000173255,1000,tiny,1,1,8,PRUNED
3189,3189,508,03:25.5,04:10.1,0 days 00:00:44.676812,128,10000,0.005357792,0.177523895,0.995,0.000131208,10000,small,1,5000,16,PRUNED
1949,1949,506,16:54.8,17:32.9,0 days 00:00:38.021224,100,10000,0.001102439,0.354772987,0.995,0.000117401,10000,tiny,1,5000,128,PRUNED
2190,2190,506,58:45.9,59:24.8,0 days 00:00:38.808650,128,1000000,0.018164243,0.011944716,0.995,0.000116935,10000,tiny,2,1,4,PRUNED
3408,3408,505,26:25.8,27:28.5,0 days 00:01:02.745084,100,10000,0.001091353,0.103643726,0.995,8.72E-05,1000,tiny,8,1,8,COMPLETE
3800,3800,505,50:56.2,52:10.3,0 days 00:01:14.094106,128,50000,0.044561438,0.005667767,0.9,2.28E-05,5000,tiny,1,20000,16,COMPLETE
126,126,504,59:32.8,00:45.7,0 days 00:01:12.882052,256,10000,0.010564645,0.123728869,0.9999,1.42E-05,1000,tiny,1,20000,128,COMPLETE
3300,3300,504,15:03.8,15:44.2,0 days 00:00:40.432252,100,50000,0.019351156,0.003227945,0.9999,6.11E-05,1000,tiny,1,20000,128,PRUNED
1179,1179,503,04:58.1,05:56.8,0 days 00:00:58.685934,32,50000,0.039087067,0.020869434,0.98,0.000225191,1000,tiny,4,20000,128,COMPLETE
1967,1967,503,29:15.0,29:56.2,0 days 00:00:41.172805,100,10000,0.018766396,0.004597338,0.95,7.54E-05,10000,tiny,1,1,128,PRUNED
2753,2753,502,11:25.7,12:34.9,0 days 00:01:09.148975,512,50000,0.017820822,0.001505993,0.999,3.80E-05,10000,tiny,4,1,256,COMPLETE
2500,2500,501,21:19.5,21:59.6,0 days 00:00:40.137223,32,50000,0.011831016,0.005285748,0.999,5.73E-05,1000,tiny,1,5000,128,PRUNED
3809,3809,501,57:18.9,57:56.3,0 days 00:00:37.387708,32,50000,0.00732891,0.001020682,0.995,0.000130627,5000,tiny,4,20000,4,PRUNED
2289,2289,496,02:48.7,03:24.3,0 days 00:00:35.574768,128,10000,0.004747518,0.051072299,0.99,0.000107017,10000,tiny,2,5000,128,PRUNED
3705,3705,496,47:20.5,48:01.4,0 days 00:00:40.875376,16,50000,0.199204552,0.001146903,0.995,0.000150869,5000,tiny,1,20000,16,PRUNED
1141,1141,495,42:52.0,43:44.2,0 days 00:00:52.228334,64,50000,0.027308332,0.034217058,0.9999,0.000348864,1000,tiny,4,20000,128,COMPLETE
2265,2265,495,46:45.1,47:26.1,0 days 00:00:40.965687,64,10000,0.007916082,0.001548629,0.995,0.000108033,10000,tiny,2,10000,128,PRUNED
3458,3458,495,59:57.9,00:37.4,0 days 00:00:39.494782,128,10000,0.001944041,0.051799661,0.95,6.81E-05,20000,tiny,4,20000,1000,PRUNED
4059,4059,493,42:28.3,43:09.2,0 days 00:00:40.907522,128,1000000,0.029312405,0.107100261,0.995,0.000179038,10000,tiny,1,1000,8,PRUNED
638,638,492,22:39.0,23:44.9,0 days 00:01:05.969875,256,50000,0.033775761,0.005464026,0.98,1.21E-05,1000,tiny,1,1000,128,COMPLETE
2627,2627,491,47:57.1,48:35.1,0 days 00:00:38.004697,32,50000,0.012582199,0.102654552,0.9999,0.000109222,10000,tiny,4,1,128,PRUNED
2716,2716,490,47:02.5,47:40.1,0 days 00:00:37.644245,64,50000,0.001362764,0.015143804,0.995,0.006990442,10000,tiny,2,1,128,PRUNED
3109,3109,490,10:06.7,11:11.9,0 days 00:01:05.150905,512,1000000,0.093606331,0.004686064,0.995,9.59E-05,10000,tiny,2,5000,16,COMPLETE
4102,4102,490,10:43.9,12:02.7,0 days 00:01:18.769049,512,1000000,0.096925144,0.003930189,0.995,4.89E-05,0,tiny,1,1,8,COMPLETE
1886,1886,488,32:28.1,33:11.1,0 days 00:00:42.951330,100,10000,0.003673634,0.003347347,0.995,0.000424345,10000,tiny,1,5000,128,PRUNED
658,658,487,36:14.1,37:23.1,0 days 00:01:09.027904,128,50000,0.00481341,0.002294688,0.99,9.36E-05,1000,tiny,4,1000,1,COMPLETE
2102,2102,487,00:16.3,00:55.7,0 days 00:00:39.437112,128,10000,0.018499697,0.005053596,0.995,3.81E-05,5000,tiny,2,1,128,PRUNED
3457,3457,487,59:14.0,59:57.9,0 days 00:00:43.927226,32,50000,0.021362105,0.006280366,0.995,0.000930988,1000,tiny,1,1,128,PRUNED
3114,3114,486,14:02.4,14:42.6,0 days 00:00:40.203003,128,10000,0.054966542,0.002468918,0.99,5.65E-05,10000,tiny,1,20000,128,PRUNED
4409,4409,486,29:40.2,30:28.3,0 days 00:00:48.106083,128,1000000,0.004376412,0.001133573,0.995,0.00048613,1000,tiny,1,20000,4,PRUNED
2385,2385,485,03:37.4,04:23.0,0 days 00:00:45.606105,128,10000,0.001742039,0.053019084,0.995,0.000100111,1000,tiny,1,1,128,PRUNED
4365,4365,484,59:27.3,00:12.6,0 days 00:00:45.307953,16,1000000,0.020969826,0.037347248,0.995,0.000264077,10000,tiny,1,20000,4,PRUNED
3416,3416,483,32:05.1,32:50.6,0 days 00:00:45.517859,512,50000,0.017035066,0.001477309,0.995,0.008802217,10000,tiny,1,20000,8,PRUNED
4402,4402,483,25:11.2,25:55.4,0 days 00:00:44.193756,128,1000000,0.008785747,0.001768649,0.995,0.000315848,1000,small,1,20000,256,PRUNED
2277,2277,482,54:27.4,55:12.4,0 days 00:00:45.010369,128,1000000,0.018017296,0.005504817,0.995,0.000447642,1000,tiny,1,1,1000,PRUNED
477,477,481,41:27.1,42:27.7,0 days 00:01:00.680524,256,50000,0.009705944,0.004701829,0.9999,2.90E-05,10000,medium,4,20000,128,COMPLETE
918,918,480,24:49.1,25:54.7,0 days 00:01:05.528578,512,50000,0.001799924,0.002555007,0.99,2.15E-05,1000,medium,4,20000,1000,COMPLETE
2152,2152,480,34:39.0,35:19.5,0 days 00:00:40.481473,128,1000000,0.060255847,0.028370857,0.995,2.40E-05,10000,tiny,1,1,128,PRUNED
2286,2286,480,00:39.0,01:27.8,0 days 00:00:48.762064,128,10000,0.007265465,0.00580778,0.995,0.000239344,10000,large,2,1,128,PRUNED
3130,3130,479,25:08.9,25:47.2,0 days 00:00:38.281739,100,100000,0.001002236,0.0558386,0.995,0.000612024,1000,tiny,4,15000,128,PRUNED
2202,2202,478,06:13.3,07:19.6,0 days 00:01:06.310824,64,10000,0.002577178,0.008555925,0.995,0.000234489,10000,tiny,1,5000,4,COMPLETE
4081,4081,477,56:40.4,57:31.1,0 days 00:00:50.702390,512,50000,0.001565241,0.032899774,0.995,0.018379353,5000,tiny,1,1,8,PRUNED
2405,2405,476,17:18.5,17:59.1,0 days 00:00:40.589143,128,50000,0.008167964,0.081804582,0.9999,0.026577062,10000,tiny,2,20000,4,PRUNED
2543,2543,475,51:50.2,52:27.4,0 days 00:00:37.162040,32,1000000,0.001020185,0.002275535,0.9999,0.001600929,1000,tiny,8,1,128,PRUNED
2889,2889,473,44:37.8,45:22.3,0 days 00:00:44.495818,32,50000,0.006456591,0.022431878,0.995,0.002115512,1000,tiny,2,1,8,PRUNED
2525,2525,469,39:56.5,40:35.6,0 days 00:00:39.106153,32,1000000,0.001157736,0.065767918,0.9999,6.99E-05,1000,tiny,1,5000,128,PRUNED
3706,3706,468,48:01.4,48:41.9,0 days 00:00:40.509847,16,50000,0.004263009,0.258622884,0.995,0.000110714,5000,tiny,1,20000,16,PRUNED
1833,1833,467,53:16.7,53:58.6,0 days 00:00:41.899514,128,10000,0.017979592,0.00418216,0.995,0.000938638,10000,tiny,1,1,16,PRUNED
2333,2333,467,30:34.2,31:21.4,0 days 00:00:47.235976,32,10000,0.011159599,0.003884922,0.9999,0.036042922,1000,tiny,1,1,4,PRUNED
3834,3834,467,15:43.3,16:24.6,0 days 00:00:41.291838,128,50000,0.006290472,0.026535814,0.98,5.68E-05,5000,tiny,1,15000,8,PRUNED
2506,2506,466,25:21.6,26:31.3,0 days 00:01:09.638443,32,50000,0.010697803,0.003634995,0.9,5.95E-05,1000,tiny,1,5000,128,COMPLETE
3355,3355,466,51:42.9,52:43.3,0 days 00:01:00.470326,512,50000,0.00193015,0.004088041,0.995,0.000177643,10000,medium,4,1,1,PRUNED
2445,2445,465,43:53.6,45:06.1,0 days 00:01:12.422301,128,1000000,0.01119935,0.004338534,0.9999,3.62E-05,10000,tiny,2,1,128,COMPLETE
3830,3830,464,12:58.4,13:44.2,0 days 00:00:45.743553,128,50000,0.005684167,0.028029225,0.98,7.20E-05,5000,tiny,1,15000,8,PRUNED
256,256,461,25:50.8,26:50.9,0 days 00:01:00.043963,64,50000,0.002166009,0.003794678,0.99,1.01E-05,1000,medium,4,20000,8,COMPLETE
2259,2259,461,42:41.7,43:21.3,0 days 00:00:39.613408,32,1000000,0.010546194,0.005130472,0.995,0.000141762,10000,tiny,1,1,256,PRUNED
3219,3219,461,22:31.6,23:26.0,0 days 00:00:54.346116,256,50000,0.01797712,0.329560369,0.995,0.000119411,5000,medium,1,1,128,PRUNED
1178,1178,460,04:18.7,04:58.1,0 days 00:00:39.368693,64,50000,0.021795361,0.016255397,0.999,0.000907023,1000,tiny,4,20000,128,PRUNED
3802,3802,460,52:46.4,53:26.7,0 days 00:00:40.321569,32,50000,0.005650025,0.040482077,0.995,0.000108996,5000,tiny,1,20000,16,PRUNED
3045,3045,458,28:35.3,29:37.2,0 days 00:01:01.896119,128,10000,0.015429878,0.009801162,0.9999,0.000456816,1000,tiny,4,20000,128,COMPLETE
1827,1827,456,49:30.9,50:15.9,0 days 00:00:44.961143,128,10000,0.016081961,0.046702306,0.995,5.12E-05,10000,tiny,1,1,4,PRUNED
1165,1165,454,57:21.1,57:57.0,0 days 00:00:35.904036,256,50000,0.029515943,0.024374357,0.9999,0.002619196,1000,tiny,2,20000,128,PRUNED
1750,1750,452,54:58.0,55:39.1,0 days 00:00:41.126744,128,10000,0.016770951,0.077261775,0.995,0.000176991,10000,tiny,1,1,128,PRUNED
26,26,451,52:22.4,53:34.1,0 days 00:01:11.768581,64,10000,0.005619972,0.241887061,0.9999,1.76E-05,5000,small,4,1000,1,COMPLETE
989,989,451,10:11.2,10:43.9,0 days 00:00:32.788044,512,100000,0.005992177,0.001414564,0.999,0.000478105,1000,tiny,8,1000,128,PRUNED
1458,1458,451,52:38.6,53:16.7,0 days 00:00:38.100751,100,50000,0.002269485,0.003842845,0.995,3.22E-05,1000,medium,4,1000,8,PRUNED
1768,1768,451,08:24.0,09:05.2,0 days 00:00:41.226930,128,10000,0.018794284,0.053316892,0.995,0.000133208,10000,tiny,1,1,128,PRUNED
1805,1805,451,33:33.9,34:14.2,0 days 00:00:40.256162,128,10000,0.087206101,0.005994378,0.995,6.84E-05,10000,tiny,1,1,128,PRUNED
1862,1862,451,15:38.8,16:20.8,0 days 00:00:41.953310,128,10000,0.00127308,0.00619665,0.995,0.000174951,10000,tiny,1,1,128,PRUNED
2037,2037,451,18:05.6,18:44.2,0 days 00:00:38.569612,128,10000,0.003805381,0.423033403,0.995,0.00011309,10000,tiny,2,1,4,PRUNED
2051,2051,451,26:22.3,27:05.5,0 days 00:00:43.260993,512,10000,0.002842024,0.00316422,0.995,8.32E-05,10000,tiny,1,1,8,PRUNED
3099,3099,451,03:11.7,04:04.8,0 days 00:00:53.132194,100,50000,0.017038312,0.004334522,0.995,0.001807777,1000,medium,1,1,128,PRUNED
3907,3907,451,04:24.5,05:04.8,0 days 00:00:40.296577,128,10000,0.005979162,0.016832319,0.99,0.000184519,5000,tiny,1,15000,8,PRUNED
3998,3998,451,04:19.0,04:56.7,0 days 00:00:37.662234,128,50000,0.004902281,0.028519517,0.995,5.49E-05,10000,tiny,2,1000,4,PRUNED
4049,4049,451,35:53.6,36:35.2,0 days 00:00:41.631538,128,10000,0.018360686,0.078627488,0.995,0.000113144,10000,tiny,1,1000,4,PRUNED
2481,2481,450,07:41.3,08:17.4,0 days 00:00:36.030184,128,50000,0.01870121,0.060022662,0.9999,9.99E-05,5000,tiny,2,5000,128,PRUNED
3840,3840,448,19:26.4,20:09.5,0 days 00:00:43.120969,128,50000,0.006150952,0.041661263,0.98,9.94E-05,5000,tiny,1,15000,8,PRUNED
3900,3900,448,59:52.8,00:33.5,0 days 00:00:40.687454,128,100000,0.004480386,0.00151238,0.995,9.67E-05,5000,tiny,1,15000,8,PRUNED
1344,1344,446,43:23.2,44:00.0,0 days 00:00:36.855045,256,10000,0.001478161,0.112021337,0.98,1.25E-05,5000,medium,4,20000,128,PRUNED
2744,2744,445,05:33.2,06:18.7,0 days 00:00:45.519362,100,10000,0.001817357,0.360753827,0.98,0.000310132,1000,tiny,1,20000,128,PRUNED
3945,3945,443,29:17.3,29:59.2,0 days 00:00:41.865583,128,50000,0.007642107,0.074706158,0.999,0.000137839,0,tiny,1,15000,16,PRUNED
1367,1367,442,58:02.0,58:51.8,0 days 00:00:49.748903,256,50000,0.005635962,0.003815178,0.995,1.29E-05,0,medium,1,20000,1,PRUNED
2251,2251,442,38:01.7,38:40.8,0 days 00:00:39.071707,128,1000000,0.007109175,0.001122421,0.995,0.000103402,1000,tiny,1,5000,256,PRUNED
3817,3817,442,03:48.3,04:29.5,0 days 00:00:41.196658,128,50000,0.004949201,0.038101092,0.999,0.000105143,5000,tiny,1,15000,8,PRUNED
3981,3981,441,53:15.6,54:04.0,0 days 00:00:48.379131,512,10000,0.005380038,0.062244592,0.995,8.88E-05,10000,tiny,1,15000,4,PRUNED
1136,1136,440,39:56.5,40:40.8,0 days 00:00:44.288685,512,10000,0.048253077,0.00113902,0.98,0.006067682,1000,medium,4,20000,1000,PRUNED
873,873,434,55:23.5,56:01.4,0 days 00:00:37.939539,128,50000,0.009274125,0.001859923,0.9999,0.000301568,10000,tiny,4,20000,256,PRUNED
3146,3146,434,35:13.8,35:49.8,0 days 00:00:35.996177,128,1000000,0.002873031,0.003171395,0.99,0.000416988,20000,tiny,2,20000,128,PRUNED
2161,2161,433,40:54.6,41:32.6,0 days 00:00:38.043605,128,1000000,0.021739121,0.005548799,0.995,0.000127901,10000,tiny,2,1,8,PRUNED
3841,3841,433,20:09.5,20:56.3,0 days 00:00:46.831422,128,50000,0.004576563,0.031585878,0.995,8.04E-05,5000,tiny,1,15000,8,PRUNED
2647,2647,432,00:27.1,01:14.6,0 days 00:00:47.450954,100,50000,0.025376944,0.003927781,0.995,0.003496331,1000,tiny,1,20000,8,PRUNED
2738,2738,432,01:24.2,02:06.3,0 days 00:00:42.102701,32,10000,0.003570309,0.021581554,0.995,0.001035213,1000,tiny,1,20000,128,PRUNED
3167,3167,432,49:10.7,49:50.1,0 days 00:00:39.420555,128,50000,0.016911791,0.060523978,0.98,5.47E-05,1000,tiny,1,1000,128,PRUNED
1471,1471,430,00:39.1,01:30.5,0 days 00:00:51.401595,256,1000000,0.011300566,0.01317979,0.995,0.006104463,5000,medium,1,1000,8,PRUNED
3132,3132,430,26:24.5,27:21.9,0 days 00:00:57.378464,256,50000,0.020927927,0.003733596,0.99,0.000216537,10000,large,1,1,128,PRUNED
1859,1859,429,12:45.5,14:04.3,0 days 00:01:18.734439,128,10000,0.014840578,0.003862379,0.995,0.000338675,10000,tiny,1,1,128,COMPLETE
148,148,428,13:48.2,14:40.8,0 days 00:00:52.541506,128,50000,0.001373134,0.200587626,0.999,1.59E-05,5000,tiny,4,20000,128,COMPLETE
1787,1787,428,21:31.1,22:10.9,0 days 00:00:39.789633,128,10000,0.002910799,0.006113661,0.995,0.000139131,10000,tiny,1,1,128,PRUNED
2501,2501,426,21:59.6,22:44.8,0 days 00:00:45.229183,32,1000000,0.009626301,0.003982433,0.99,8.02E-05,1000,tiny,1,5000,128,PRUNED
3533,3533,425,51:50.0,52:34.5,0 days 00:00:44.425422,64,10000,0.028378759,0.003358175,0.9999,1.48E-05,10000,tiny,1,20000,1,PRUNED
1047,1047,424,45:29.9,46:09.9,0 days 00:00:40.028621,64,50000,0.029282989,0.002584821,0.98,0.000188862,1000,tiny,1,1000,1,PRUNED
