,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
2115,2115,218,09:27.7,10:09.0,0 days 00:00:41.301192,100,10000,0.0031543,0.03417495,0.98,0.000213861,10000,tiny,1,1,128,PRUNED
706,706,216,08:08.9,08:53.6,0 days 00:00:44.682542,512,50000,0.008786226,0.092487118,0.9999,0.047917128,1000,medium,4,1000,8,PRUNED
934,934,216,35:59.1,36:38.2,0 days 00:00:39.165175,512,50000,0.036066831,0.003609503,0.98,2.18E-05,1000,tiny,4,20000,128,PRUNED
1360,1360,216,53:27.3,54:12.0,0 days 00:00:44.621847,512,50000,0.003352236,0.140363517,0.995,0.003589489,5000,medium,4,1000,8,PRUNED
1604,1604,216,21:32.5,22:18.8,0 days 00:00:46.370873,32,50000,0.034204652,0.003234047,0.995,0.000341763,5000,medium,2,20000,8,PRUNED
2517,2517,216,33:43.3,34:29.1,0 days 00:00:45.770484,100,1000000,0.001119055,0.002583554,0.9999,0.000128166,1000,tiny,1,5000,128,PRUNED
2761,2761,216,16:56.3,17:43.0,0 days 00:00:46.661372,64,50000,0.001656334,0.003739952,0.995,0.000121752,1000,tiny,1,20000,4,PRUNED
1492,1492,215,13:58.0,14:29.7,0 days 00:00:31.642925,256,50000,0.00612875,0.025982864,0.999,1.83E-05,10000,medium,4,1000,128,PRUNED
2220,2220,215,19:23.5,20:07.3,0 days 00:00:43.797755,128,1000000,0.004456447,0.001472135,0.995,0.027688261,1000,tiny,1,5000,256,PRUNED
3659,3659,215,16:47.1,17:25.3,0 days 00:00:38.139477,64,1000000,0.002519812,0.26515919,0.995,4.99E-05,1000,tiny,2,1000,1,PRUNED
2934,2934,213,13:47.8,14:24.6,0 days 00:00:36.842846,128,1000000,0.014843999,0.085803695,0.99,0.00129616,10000,tiny,1,20000,128,PRUNED
4157,4157,213,48:01.9,48:39.4,0 days 00:00:37.482280,128,1000000,0.016904686,0.008413445,0.995,0.000313245,10000,tiny,1,1000,256,PRUNED
3475,3475,212,10:50.1,11:35.4,0 days 00:00:45.331706,128,50000,0.030879262,0.037508432,0.995,0.000456825,1000,medium,4,5000,4,PRUNED
4171,4171,212,57:02.5,57:38.7,0 days 00:00:36.221135,128,1000000,0.017486011,0.038675773,0.995,0.000187016,10000,tiny,1,1000,256,PRUNED
1010,1010,211,23:20.2,23:51.9,0 days 00:00:31.662590,256,50000,0.007808696,0.064525364,0.995,0.000115648,5000,small,4,1000,128,PRUNED
1727,1727,211,37:33.4,38:17.7,0 days 00:00:44.355679,128,10000,0.017742288,0.004428924,0.995,8.70E-05,10000,tiny,1,5000,128,PRUNED
2537,2537,211,47:54.0,48:31.5,0 days 00:00:37.504076,32,1000000,0.007475854,0.024089368,0.9999,0.000773875,1000,tiny,1,5000,1,PRUNED
4232,4232,211,34:37.2,35:14.7,0 days 00:00:37.482598,128,1000000,0.022385074,0.005943477,0.995,0.000133562,5000,tiny,1,1000,256,PRUNED
3200,3200,210,11:04.3,11:38.6,0 days 00:00:34.322770,32,10000,0.011404397,0.001126707,0.98,0.00068215,10000,tiny,2,20000,128,PRUNED
1009,1009,209,22:37.3,23:20.2,0 days 00:00:42.849803,128,50000,0.001173391,0.010175269,0.98,0.058490062,1000,medium,8,20000,4,PRUNED
1406,1406,209,21:33.1,22:10.1,0 days 00:00:36.934163,256,50000,0.016399902,0.003046129,0.99,1.24E-05,1000,medium,2,20000,256,PRUNED
3013,3013,209,06:15.7,07:06.6,0 days 00:00:50.968324,128,1000000,0.011255667,0.083696268,0.995,0.057850412,5000,medium,2,1,1000,PRUNED
76,76,208,25:33.1,26:52.6,0 days 00:01:19.575704,32,1000000,0.009704132,0.079146122,0.9999,5.03E-05,10000,medium,4,1,128,COMPLETE
2093,2093,208,54:05.1,55:20.6,0 days 00:01:15.481306,512,10000,0.048325522,0.006229709,0.995,7.05E-05,5000,tiny,1,1,8,COMPLETE
2339,2339,208,34:45.4,35:22.6,0 days 00:00:37.185468,64,10000,0.007311662,0.036402064,0.9999,0.000177968,1000,tiny,1,15000,4,PRUNED
2828,2828,208,05:58.4,06:42.5,0 days 00:00:44.038541,64,50000,0.019015668,0.233804064,0.98,0.002548091,1000,small,4,5000,128,PRUNED
401,401,207,53:05.5,53:38.9,0 days 00:00:33.450871,64,10000,0.004614271,0.003372476,0.99,0.000459806,1000,tiny,4,20000,8,PRUNED
1160,1160,207,54:39.7,55:12.3,0 days 00:00:32.663242,64,50000,0.029455809,0.022806489,0.9999,0.000489754,1000,tiny,4,20000,128,PRUNED
1608,1608,207,24:18.8,24:54.9,0 days 00:00:36.057156,256,50000,0.002308525,0.004478397,0.99,0.000165167,5000,tiny,1,20000,128,PRUNED
4337,4337,207,41:13.3,41:46.9,0 days 00:00:33.670840,128,50000,0.001988785,0.086484444,0.9,0.00034285,10000,tiny,2,1000,16,PRUNED
455,455,206,28:17.4,28:57.8,0 days 00:00:40.410195,100,50000,0.020229187,0.014984632,0.9999,9.55E-05,1000,medium,4,5000,1000,PRUNED
1168,1168,206,58:53.9,59:49.6,0 days 00:00:55.678114,256,50000,0.032364705,0.03327324,0.9999,0.00077817,1000,tiny,4,20000,128,COMPLETE
2519,2519,206,35:14.3,35:50.6,0 days 00:00:36.278431,32,1000000,0.001038035,0.075038949,0.9999,0.000119895,1000,tiny,1,5000,128,PRUNED
3700,3700,206,43:30.8,44:10.3,0 days 00:00:39.559101,16,50000,0.004459863,0.280825609,0.995,7.84E-05,5000,medium,2,1,16,PRUNED
3915,3915,206,10:04.9,10:49.8,0 days 00:00:44.944473,128,50000,0.003575836,0.008386259,0.98,6.47E-05,5000,tiny,1,15000,8,PRUNED
2223,2223,205,21:21.8,21:58.9,0 days 00:00:37.102377,128,1000000,0.004587748,0.001809269,0.95,0.000150879,1000,tiny,1,5000,128,PRUNED
2234,2234,204,28:10.2,28:45.6,0 days 00:00:35.412772,128,1000000,0.007942608,0.001255577,0.995,0.000107765,20000,tiny,1,5000,256,PRUNED
3605,3605,203,39:53.1,40:33.3,0 days 00:00:40.161243,100,1000000,0.011376101,0.042415245,0.99,0.000448653,5000,tiny,2,1,128,PRUNED
4377,4377,203,07:35.5,08:14.0,0 days 00:00:38.488438,128,50000,0.00922307,0.027144045,0.9,0.000225337,1000,tiny,1,20000,16,PRUNED
3560,3560,202,09:21.6,10:02.1,0 days 00:00:40.492102,256,10000,0.001100281,0.003244764,0.99,0.00045648,1000,tiny,2,1,1,PRUNED
4325,4325,202,33:14.4,33:56.4,0 days 00:00:42.052060,128,1000000,0.059244452,0.034776256,0.995,0.000207078,10000,tiny,1,15000,256,PRUNED
949,949,201,44:59.0,45:31.6,0 days 00:00:32.624741,256,50000,0.011467607,0.008436742,0.98,3.88E-05,5000,medium,4,20000,8,PRUNED
1613,1613,199,27:04.7,27:44.6,0 days 00:00:39.942121,512,50000,0.004446556,0.019953333,0.999,2.52E-05,10000,tiny,1,15000,128,PRUNED
272,272,198,36:43.0,37:30.1,0 days 00:00:47.080912,64,50000,0.002212641,0.004018439,0.99,1.81E-05,1000,medium,4,20000,8,PRUNED
467,467,198,35:27.9,36:03.9,0 days 00:00:36.013344,512,50000,0.003226226,0.179798725,0.9999,2.37E-05,5000,tiny,4,20000,128,PRUNED
1972,1972,197,33:05.6,34:11.6,0 days 00:01:06.005175,128,10000,0.021931112,0.002113465,0.995,0.000301081,10000,tiny,1,1,128,COMPLETE
2261,2261,196,43:58.7,45:03.3,0 days 00:01:04.543411,128,10000,0.005942072,0.016806011,0.995,0.000532626,0,tiny,1,5000,128,COMPLETE
73,73,195,23:45.6,24:22.8,0 days 00:00:37.172085,64,10000,0.004854213,0.301658574,0.999,1.19E-05,5000,medium,4,5000,128,PRUNED
3201,3201,195,11:38.6,12:19.8,0 days 00:00:41.139289,512,50000,0.013751582,0.004516514,0.9999,0.003058842,1000,tiny,1,1,8,PRUNED
4159,4159,195,49:14.4,49:51.7,0 days 00:00:37.278016,128,1000000,0.019504123,0.027925866,0.995,0.000268751,10000,tiny,1,1000,256,PRUNED
4254,4254,195,49:03.3,49:38.2,0 days 00:00:34.942080,128,1000000,0.053237331,0.030856526,0.999,0.000145193,0,tiny,2,1000,256,PRUNED
236,236,194,11:23.0,12:04.0,0 days 00:00:40.999133,64,50000,0.018491097,0.001060882,0.9999,7.90E-05,5000,tiny,2,5000,1000,PRUNED
1402,1402,194,19:04.5,19:41.5,0 days 00:00:37.057492,256,50000,0.00508123,0.00568162,0.99,3.09E-05,1000,tiny,1,20000,1000,PRUNED
1780,1780,194,16:43.0,17:20.0,0 days 00:00:37.033844,128,10000,0.013374992,0.072855041,0.995,0.000100998,10000,tiny,1,1,128,PRUNED
1346,1346,193,44:39.2,45:23.4,0 days 00:00:44.184642,256,50000,0.006188848,0.047320355,0.98,1.00E-05,5000,medium,4,20000,128,PRUNED
806,806,191,11:09.1,11:49.8,0 days 00:00:40.697797,64,50000,0.005643021,0.365918946,0.99,0.000167505,1000,medium,4,20000,1000,PRUNED
1383,1383,191,07:47.0,08:19.9,0 days 00:00:32.972006,512,50000,0.003552777,0.054015268,0.99,3.23E-05,1000,medium,4,1000,128,PRUNED
4257,4257,191,51:09.4,51:45.5,0 days 00:00:36.131117,128,1000000,0.018351341,0.001636392,0.995,0.000176132,10000,tiny,1,1000,256,PRUNED
2353,2353,190,43:38.6,44:16.8,0 days 00:00:38.232145,64,10000,0.022402236,0.220673157,0.995,0.000135361,10000,tiny,1,15000,4,PRUNED
3261,3261,184,50:09.6,50:51.9,0 days 00:00:42.286397,64,1000000,0.009200042,0.026528262,0.995,0.002923729,10000,small,2,1,1,PRUNED
1540,1540,182,43:08.2,43:43.5,0 days 00:00:35.358178,32,50000,0.002696329,0.014419341,0.9999,8.08E-05,1000,medium,2,1000,4,PRUNED
2704,2704,182,39:10.7,39:52.5,0 days 00:00:41.818790,128,10000,0.003242624,0.047527385,0.95,6.22E-05,0,tiny,1,1,4,PRUNED
2142,2142,181,27:26.7,28:13.1,0 days 00:00:46.382271,128,100000,0.016195762,0.012753921,0.98,0.072550407,10000,tiny,1,1,128,PRUNED
3180,3180,181,57:52.5,58:29.2,0 days 00:00:36.690466,256,50000,0.015368276,0.023050862,0.9999,0.005746594,5000,tiny,1,1000,128,PRUNED
1313,1313,180,23:49.6,24:21.1,0 days 00:00:31.496799,64,50000,0.002330619,0.004069368,0.98,2.95E-05,5000,tiny,2,20000,16,PRUNED
4230,4230,180,33:16.9,34:03.3,0 days 00:00:46.309605,128,1000000,0.018775517,0.024537767,0.995,0.009233608,10000,tiny,1,1000,256,PRUNED
4225,4225,179,30:11.3,30:48.8,0 days 00:00:37.489778,128,1000000,0.009099647,0.010874213,0.99,0.000162688,10000,tiny,1,1000,256,PRUNED
2172,2172,177,47:35.4,48:13.7,0 days 00:00:38.272166,128,1000000,0.021951388,0.005347644,0.995,9.33E-05,10000,tiny,2,1,8,PRUNED
4033,4033,176,25:45.6,26:24.7,0 days 00:00:39.121247,128,10000,0.022696012,0.051091442,0.995,0.000749153,5000,tiny,1,1,8,PRUNED
4114,4114,175,19:17.5,20:03.0,0 days 00:00:45.557784,128,10000,0.004176871,0.044326827,0.98,0.003878891,20000,tiny,2,1,8,PRUNED
4216,4216,175,24:30.3,25:10.8,0 days 00:00:40.533656,128,1000000,0.019577378,0.030746375,0.995,0.000290282,5000,large,2,1000,256,PRUNED
1379,1379,174,05:31.0,06:02.5,0 days 00:00:31.539404,100,50000,0.002549732,0.001755915,0.99,1.85E-05,10000,medium,4,20000,1000,PRUNED
2572,2572,174,11:33.4,12:09.3,0 days 00:00:35.874121,32,50000,0.00765526,0.05561227,0.9999,5.09E-05,1000,tiny,1,10000,256,PRUNED
2612,2612,174,38:15.4,38:55.4,0 days 00:00:40.005926,100,50000,0.030798651,0.02533708,0.995,9.72E-05,1000,tiny,1,1,8,PRUNED
2830,2830,173,07:24.8,08:05.6,0 days 00:00:40.764804,256,50000,0.016891581,0.148063403,0.9999,0.003569494,20000,tiny,4,1,128,PRUNED
3359,3359,173,54:39.4,55:16.5,0 days 00:00:37.057553,128,10000,0.011552232,0.002078886,0.995,0.005630937,1000,tiny,1,1000,8,PRUNED
3667,3667,173,21:56.8,22:32.9,0 days 00:00:36.104575,256,1000000,0.001209443,0.106067491,0.99,7.87E-05,10000,tiny,2,1,4,PRUNED
3754,3754,173,20:09.8,20:52.9,0 days 00:00:43.113737,128,50000,0.003759759,0.001007848,0.995,1.43E-05,5000,medium,1,20000,16,PRUNED
1736,1736,172,45:01.3,45:39.2,0 days 00:00:37.855750,128,10000,0.015042179,0.044275898,0.995,0.000183568,10000,tiny,1,1,128,PRUNED
1753,1753,172,56:53.3,57:29.4,0 days 00:00:36.018723,128,10000,0.022061072,0.064010321,0.995,0.000137037,10000,tiny,1,1,128,PRUNED
2076,2076,172,43:05.6,43:39.7,0 days 00:00:34.068232,16,1000000,0.021752111,0.011498632,0.995,5.87E-05,10000,tiny,2,1,4,PRUNED
2092,2092,171,53:28.5,54:05.1,0 days 00:00:36.604217,128,10000,0.070806953,0.004321298,0.995,0.000125375,10000,tiny,1,1,128,PRUNED
4145,4145,171,40:16.5,40:52.3,0 days 00:00:35.885878,128,1000000,0.014926459,0.037676948,0.995,0.000207256,10000,tiny,1,1000,256,PRUNED
670,670,170,45:07.7,45:53.9,0 days 00:00:46.125402,64,50000,0.057356663,0.00129933,0.99,0.000149852,1000,medium,4,15000,1,PRUNED
1635,1635,170,40:44.9,41:23.3,0 days 00:00:38.320094,64,50000,0.022032829,0.007945629,0.9999,0.000212025,1000,medium,4,20000,128,PRUNED
1933,1933,170,05:39.0,06:16.2,0 days 00:00:37.138310,100,10000,0.003243985,0.013638811,0.995,6.18E-05,10000,tiny,1,1,128,PRUNED
2448,2448,170,46:11.5,46:50.3,0 days 00:00:38.803618,100,1000000,0.091319809,0.001119996,0.9999,7.32E-05,0,tiny,2,1,128,PRUNED
2645,2645,170,59:15.4,59:50.6,0 days 00:00:35.222589,32,1000000,0.021990332,0.005072301,0.995,4.32E-05,10000,tiny,1,15000,128,PRUNED
4194,4194,169,10:33.9,11:10.8,0 days 00:00:36.905692,128,1000000,0.021692176,0.030692306,0.995,0.000359559,10000,tiny,1,1000,256,PRUNED
268,268,168,34:19.4,35:02.4,0 days 00:00:42.994944,64,50000,0.003101328,0.003318355,0.99,2.03E-05,1000,medium,4,20000,8,PRUNED
1741,1741,168,48:02.5,48:39.5,0 days 00:00:37.045518,128,10000,0.019268125,0.051026913,0.995,0.000126509,10000,tiny,1,1,128,PRUNED
3558,3558,168,08:13.7,08:50.6,0 days 00:00:36.885908,64,50000,0.020228286,0.006960924,0.95,0.000154816,1000,tiny,1,1000,8,PRUNED
1280,1280,167,04:06.1,04:40.4,0 days 00:00:34.258210,64,50000,0.034832643,0.003692099,0.9999,7.66E-05,5000,medium,4,20000,128,PRUNED
1735,1735,167,44:25.2,45:01.3,0 days 00:00:36.150496,128,10000,0.020620057,0.058043535,0.995,0.000121385,10000,tiny,1,1,128,PRUNED
247,247,166,18:50.8,19:52.4,0 days 00:01:01.591273,64,50000,0.002297893,0.003136716,0.99,2.21E-05,5000,medium,4,20000,8,COMPLETE
2205,2205,166,08:29.8,09:08.4,0 days 00:00:38.651816,64,10000,0.020273613,0.004061835,0.995,0.009207198,10000,tiny,1,15000,128,PRUNED
3826,3826,166,10:22.7,11:00.2,0 days 00:00:37.528751,128,50000,0.005821268,0.030627898,0.98,8.86E-05,5000,tiny,1,15000,8,PRUNED
4005,4005,166,08:36.8,09:12.8,0 days 00:00:36.024866,128,50000,0.017173151,0.079019641,0.995,0.000207509,5000,tiny,1,1000,1000,PRUNED
2133,2133,165,21:25.4,22:00.2,0 days 00:00:34.778951,128,10000,0.012869373,0.003347327,0.995,5.11E-05,10000,medium,2,5000,128,PRUNED
2499,2499,165,20:34.5,21:19.5,0 days 00:00:44.943519,32,100000,0.010992464,0.004317228,0.9999,0.000101502,1000,tiny,1,5000,128,PRUNED
759,759,164,41:52.0,42:24.5,0 days 00:00:32.467965,128,1000000,0.004623935,0.001506804,0.98,6.76E-05,10000,medium,4,1000,128,PRUNED
3609,3609,164,42:24.7,43:04.0,0 days 00:00:39.349992,32,1000000,0.004181314,0.005544717,0.99,1.35E-05,10000,tiny,2,1000,128,PRUNED
2337,2337,163,33:25.9,34:13.0,0 days 00:00:47.137018,128,10000,0.005473203,0.002569424,0.99,2.49E-05,1000,large,1,5000,16,PRUNED
2591,2591,163,24:26.9,25:05.3,0 days 00:00:38.383869,100,1000000,0.004846883,0.011320943,0.99,0.002355588,1000,tiny,1,1,128,PRUNED
3860,3860,163,32:29.2,33:06.4,0 days 00:00:37.163376,128,50000,0.005067661,0.038662724,0.98,6.20E-05,5000,tiny,1,15000,8,PRUNED
4188,4188,163,07:01.7,07:38.4,0 days 00:00:36.727805,128,1000000,0.021893206,0.037033104,0.995,0.000214637,10000,tiny,1,1000,256,PRUNED
2053,2053,162,27:42.4,28:24.8,0 days 00:00:42.405286,128,10000,0.001186872,0.001561041,0.995,0.000454843,10000,tiny,2,1,4,PRUNED
2698,2698,162,34:37.3,35:25.5,0 days 00:00:48.230979,100,10000,0.001535853,0.005463698,0.995,9.71E-05,1000,tiny,1,20000,128,PRUNED
2859,2859,162,25:14.8,26:14.5,0 days 00:00:59.718130,256,50000,0.019209046,0.005126762,0.9999,0.002058677,1000,medium,2,1,1,PRUNED
116,116,161,52:05.6,52:52.7,0 days 00:00:47.064308,100,50000,0.001962498,0.203519112,0.9999,8.10E-05,0,tiny,4,1,1,PRUNED
1152,1152,161,50:20.3,50:49.4,0 days 00:00:29.180443,64,50000,0.022715523,0.028205074,0.99,0.000681145,1000,tiny,4,20000,128,PRUNED
1615,1615,161,28:26.3,28:55.8,0 days 00:00:29.442903,256,10000,0.018252874,0.084415003,0.98,0.003189522,1000,tiny,4,20000,128,PRUNED
2104,2104,161,01:41.5,02:18.5,0 days 00:00:36.955173,128,10000,0.005964907,0.014622453,0.98,0.00017345,10000,tiny,1,1,8,PRUNED
2793,2793,161,40:34.4,41:08.2,0 days 00:00:33.705067,64,50000,0.002271464,0.014082346,0.9999,0.000267721,1000,tiny,2,20000,8,PRUNED
3750,3750,161,17:40.3,18:21.1,0 days 00:00:40.755915,16,50000,0.002691004,0.20895898,0.995,6.68E-05,5000,medium,1,20000,16,PRUNED
4369,4369,161,02:14.3,02:51.6,0 days 00:00:37.285832,128,50000,0.006488143,0.020304449,0.995,0.000442563,1000,tiny,1,15000,8,PRUNED
31,31,160,55:58.2,56:56.2,0 days 00:00:58.007909,64,10000,0.010676989,0.247662836,0.999,1.03E-05,5000,medium,4,5000,128,COMPLETE
1901,1901,159,43:06.1,43:48.3,0 days 00:00:42.190679,128,10000,0.014456404,0.004194427,0.995,0.025185981,10000,tiny,1,1,128,PRUNED
2187,2187,159,57:02.1,57:35.6,0 days 00:00:33.469399,128,1000000,0.004855156,0.004394216,0.995,0.000552318,10000,tiny,2,1,8,PRUNED
1670,1670,158,01:26.4,02:31.0,0 days 00:01:04.538810,256,50000,0.026477364,0.005403163,0.99,3.92E-05,10000,tiny,4,20000,1,COMPLETE
2222,2222,158,20:41.0,21:21.8,0 days 00:00:40.806568,128,1000000,0.005162188,0.001678304,0.99,0.000111609,10000,tiny,1,5000,256,PRUNED
3211,3211,158,17:51.1,18:30.4,0 days 00:00:39.315736,256,50000,0.012442728,0.018960559,0.99,2.33E-05,1000,medium,2,1,128,PRUNED
3579,3579,158,22:32.4,23:16.0,0 days 00:00:43.524751,32,50000,0.055954944,0.001804286,0.9999,0.000221721,10000,tiny,1,15000,8,PRUNED
2272,2272,157,51:26.3,52:04.0,0 days 00:00:37.705954,64,10000,0.094809602,0.001159432,0.995,9.17E-05,1000,tiny,2,1,1000,PRUNED
3940,3940,157,26:16.4,26:55.1,0 days 00:00:38.726512,128,50000,0.034592549,0.001628689,0.995,0.000246733,5000,tiny,1,15000,8,PRUNED
4317,4317,156,28:22.2,28:58.8,0 days 00:00:36.579596,128,1000000,0.015279533,0.016016683,0.99,0.000269657,10000,tiny,1,1000,8,PRUNED
1640,1640,155,43:51.6,44:23.1,0 days 00:00:31.556437,256,50000,0.125256908,0.039999183,0.99,6.94E-05,0,tiny,4,20000,128,PRUNED
2240,2240,155,31:39.4,32:13.6,0 days 00:00:34.184522,128,1000000,0.004839247,0.130953634,0.99,8.96E-05,0,tiny,1,5000,256,PRUNED
3752,3752,155,18:56.0,19:33.5,0 days 00:00:37.512568,16,50000,0.006282073,0.27300018,0.995,4.42E-05,5000,tiny,1,20000,16,PRUNED
472,472,154,38:30.8,39:00.9,0 days 00:00:30.160489,256,50000,0.010581945,0.142611106,0.99,0.001503811,5000,tiny,4,20000,4,PRUNED
487,487,154,47:32.7,48:19.3,0 days 00:00:46.596698,256,50000,0.00616319,0.002582079,0.9999,2.03E-05,5000,tiny,1,15000,1,PRUNED
1331,1331,154,35:38.6,36:21.4,0 days 00:00:42.760109,256,50000,0.001287869,0.065493657,0.98,1.02E-05,5000,medium,4,20000,1000,PRUNED
3015,3015,154,07:35.6,08:18.6,0 days 00:00:42.976682,128,50000,0.009629143,0.166219419,0.999,0.000243567,10000,tiny,1,1,1,PRUNED
1437,1437,153,39:32.3,40:05.0,0 days 00:00:32.752289,64,50000,0.025088738,0.003296557,0.98,1.57E-05,1000,small,4,20000,8,PRUNED
1456,1456,153,50:56.6,51:34.8,0 days 00:00:38.167769,32,50000,0.001086661,0.004426786,0.98,0.091842487,1000,tiny,4,20000,128,PRUNED
1548,1548,153,47:47.9,48:42.2,0 days 00:00:54.303974,64,50000,0.009659491,0.107550237,0.995,1.41E-05,10000,medium,2,1,1,PRUNED
1582,1582,153,08:05.8,08:53.7,0 days 00:00:47.880757,256,1000000,0.001550888,0.026462542,0.98,4.41E-05,1000,medium,4,20000,1,PRUNED
3418,3418,153,33:39.2,34:28.8,0 days 00:00:49.615497,128,100000,0.01967135,0.360784433,0.9999,0.000181735,1000,tiny,1,1,1,PRUNED
3736,3736,153,08:26.8,09:12.8,0 days 00:00:45.976579,32,50000,0.003484173,0.001342812,0.995,7.54E-05,5000,tiny,1,20000,16,PRUNED
4276,4276,153,02:17.0,03:04.1,0 days 00:00:47.180466,128,1000000,0.143731108,0.05861997,0.995,0.013635718,5000,tiny,1,1000,16,PRUNED
1981,1981,152,39:38.1,40:17.0,0 days 00:00:38.959529,128,10000,0.003818997,0.018235021,0.995,0.000781747,10000,tiny,1,5000,8,PRUNED
2581,2581,152,17:30.7,18:11.4,0 days 00:00:40.745768,100,50000,0.010213514,0.073347261,0.98,2.44E-05,1000,tiny,1,1,4,PRUNED
2946,2946,152,21:06.4,21:46.2,0 days 00:00:39.825363,128,10000,0.035126422,0.022482688,0.995,8.06E-05,0,medium,2,1,8,PRUNED
3162,3162,152,46:03.7,46:44.9,0 days 00:00:41.263646,128,1000000,0.001330425,0.002923446,0.995,0.004284693,10000,tiny,1,1,128,PRUNED
3857,3857,152,30:29.9,31:13.7,0 days 00:00:43.823590,128,50000,0.004364108,0.033323336,0.98,8.20E-05,5000,tiny,1,15000,8,PRUNED
3992,3992,152,00:34.6,01:11.1,0 days 00:00:36.554049,128,1000000,0.042306994,0.001722094,0.999,0.000105194,10000,tiny,1,10000,8,PRUNED
4247,4247,152,44:50.7,45:23.3,0 days 00:00:32.608203,128,1000000,0.056751028,0.00114114,0.99,0.002435183,5000,tiny,2,1000,256,PRUNED
214,214,151,56:09.8,57:11.1,0 days 00:01:01.258472,100,50000,0.001961439,0.232241156,0.99,6.74E-05,20000,tiny,1,5000,1,COMPLETE
1610,1610,151,25:25.7,25:59.2,0 days 00:00:33.519276,64,1000000,0.014518075,0.057296254,0.9999,1.23E-05,1000,tiny,2,20000,8,PRUNED
2267,2267,151,48:02.4,48:36.9,0 days 00:00:34.465287,128,10000,0.023789806,0.050767987,0.99,0.000204225,10000,tiny,1,5000,128,PRUNED
2626,2626,151,47:21.0,47:57.1,0 days 00:00:36.046788,128,1000000,0.022360236,0.003122036,0.99,8.88E-05,1000,tiny,1,20000,128,PRUNED
3172,3172,151,52:37.3,53:12.7,0 days 00:00:35.409486,256,50000,0.019308224,0.119556203,0.99,3.19E-05,10000,tiny,1,5000,128,PRUNED
3235,3235,151,32:46.4,33:19.7,0 days 00:00:33.284653,64,50000,0.006403724,0.081622843,0.99,0.000403127,1000,medium,4,20000,128,PRUNED
3246,3246,151,40:28.6,41:04.4,0 days 00:00:35.794207,128,50000,0.00126144,0.003978299,0.98,0.002030112,5000,tiny,1,20000,16,PRUNED
3600,3600,151,36:42.9,37:22.0,0 days 00:00:39.096686,256,10000,0.002865154,0.003739149,0.9999,6.27E-05,1000,tiny,1,1,8,PRUNED
3913,3913,151,08:52.2,09:29.1,0 days 00:00:36.952779,128,50000,0.005223785,0.045518435,0.995,0.000220411,5000,tiny,1,15000,8,PRUNED
4192,4192,151,09:23.1,09:59.0,0 days 00:00:35.877770,128,1000000,0.015374727,0.027648832,0.995,0.000296798,10000,tiny,1,1000,256,PRUNED
118,118,150,54:13.2,55:09.7,0 days 00:00:56.514112,128,100000,0.003393786,0.016059238,0.99,1.01E-05,10000,small,2,20000,256,COMPLETE
750,750,150,36:16.5,36:50.8,0 days 00:00:34.301265,128,10000,0.118472292,0.054489768,0.9999,0.008891369,1000,tiny,1,20000,128,PRUNED
1821,1821,150,45:09.7,45:45.9,0 days 00:00:36.144157,128,10000,0.075775639,0.001637583,0.995,9.91E-05,10000,tiny,1,1,256,PRUNED
666,666,148,42:24.2,43:07.9,0 days 00:00:43.643238,256,1000000,0.004600836,0.001614597,0.99,9.56E-05,1000,small,4,1000,1,PRUNED
694,694,148,00:36.8,01:20.4,0 days 00:00:43.668143,64,50000,0.182157835,0.057697574,0.999,0.000216167,0,medium,4,1000,1000,PRUNED
931,931,148,34:01.3,34:37.4,0 days 00:00:36.090429,512,50000,0.014905687,0.003261481,0.99,2.69E-05,1000,medium,4,20000,1000,PRUNED
1872,1872,148,22:36.4,23:13.2,0 days 00:00:36.784061,128,10000,0.017221244,0.120254741,0.995,0.000218599,10000,tiny,1,1,128,PRUNED
3158,3158,148,43:24.9,43:57.3,0 days 00:00:32.435678,128,1000000,0.006210639,0.004569659,0.999,0.000107651,10000,tiny,2,5000,128,PRUNED
3797,3797,148,49:01.5,49:42.2,0 days 00:00:40.760541,128,50000,0.019619978,0.099475514,0.995,5.05E-05,5000,tiny,4,20000,16,PRUNED
4037,4037,148,28:08.2,28:47.3,0 days 00:00:39.073838,128,10000,0.045159449,0.001011856,0.995,0.000119873,10000,tiny,1,1,4,PRUNED
4154,4154,148,46:11.2,46:49.9,0 days 00:00:38.676008,128,1000000,0.014725918,0.039997497,0.995,0.000250643,10000,tiny,1,1000,256,PRUNED
4206,4206,148,17:44.8,18:21.8,0 days 00:00:36.983577,128,1000000,0.066084307,0.048207204,0.995,0.000139717,10000,tiny,1,1000,256,PRUNED
4308,4308,148,22:54.9,23:32.4,0 days 00:00:37.492988,128,1000000,0.005371117,0.020732813,0.99,0.000103184,5000,tiny,1,15000,8,PRUNED
81,81,147,30:23.6,31:01.2,0 days 00:00:37.643955,512,10000,0.005412151,0.208754192,0.9999,2.54E-05,1000,medium,4,1,128,PRUNED
513,513,147,04:13.8,04:55.5,0 days 00:00:41.767556,64,50000,0.001934183,0.00184401,0.99,6.91E-05,1000,medium,1,20000,256,PRUNED
1952,1952,147,18:50.6,19:29.6,0 days 00:00:38.920606,100,10000,0.003556703,0.04004514,0.95,0.000814043,10000,medium,2,1,128,PRUNED
