,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_batch_size,params_clip_range,params_ent_coef,params_gae_lambda,params_gamma,params_learning_rate,params_max_grad_norm,params_n_epochs,params_n_steps,params_net_arch,params_ortho_init,params_vf_coef,state
212,212,46,24:32.7,30:07.4,0 days 00:05:34.754449,tanh,64,0.4,2.39E-07,0.98,0.995,5.11E-05,0.9,20,512,large,FALSE,0.000760079,PRUNED
316,316,46,20:49.1,22:31.9,0 days 00:01:42.743966,tanh,64,0.3,2.85E-07,0.98,0.995,0.000682131,0.5,5,2048,large,FALSE,0.000525598,PRUNED
65,65,45,36:17.3,42:06.7,0 days 00:05:49.470051,tanh,64,0.4,7.65E-08,0.98,0.995,0.000404516,0.9,10,512,large,FALSE,0.003110174,COMPLETE
102,102,45,32:32.4,39:47.8,0 days 00:07:15.439674,relu,64,0.4,1.76E-07,0.98,0.995,0.000109103,0.9,10,512,large,FALSE,0.007126633,COMPLETE
125,125,45,12:21.2,14:51.0,0 days 00:02:29.761481,relu,256,0.4,5.48E-07,0.99,0.9999,0.000858176,0.3,20,512,large,FALSE,0.000969019,PRUNED
171,171,45,56:20.8,59:12.1,0 days 00:02:51.318070,tanh,64,0.4,5.16E-08,0.98,0.995,0.000181954,0.9,10,512,large,FALSE,0.001677635,PRUNED
234,234,45,08:55.1,21:29.4,0 days 00:12:34.267104,relu,16,0.4,4.71E-08,0.95,0.999,0.000173593,2,10,32,large,FALSE,0.007434422,PRUNED
244,244,45,16:00.6,22:16.7,0 days 00:06:16.084723,relu,16,0.4,1.78E-07,0.95,0.999,0.000147891,1,5,32,large,FALSE,0.026954858,PRUNED
317,317,45,22:31.9,24:13.6,0 days 00:01:41.777810,relu,64,0.3,5.70E-06,0.98,0.995,0.00086164,0.5,5,2048,medium,FALSE,0.000336697,PRUNED
10,10,44,59:44.1,23:10.6,0 days 00:23:26.544163,relu,16,0.3,0.001017184,0.8,0.9,0.000171371,0.7,20,256,small,TRUE,0.020065108,COMPLETE
15,15,44,30:00.6,37:13.9,0 days 00:07:13.301097,relu,64,0.4,8.37E-06,0.99,0.99,0.003256498,0.5,20,256,small,FALSE,0.002967598,COMPLETE
311,311,44,42:03.3,44:35.1,0 days 00:02:31.816435,relu,128,0.4,8.42E-06,0.98,0.995,0.000285761,0.9,10,512,large,FALSE,0.009073125,PRUNED
113,113,43,28:23.8,35:35.3,0 days 00:07:11.572003,relu,64,0.4,3.87E-08,0.99,0.99,0.000397827,0.5,10,512,large,FALSE,0.000430502,COMPLETE
180,180,43,36:40.1,38:44.5,0 days 00:02:04.452244,relu,64,0.4,3.75E-07,0.98,0.995,0.000241746,5,10,512,small,FALSE,0.011944668,PRUNED
227,227,43,56:55.9,57:51.7,0 days 00:00:55.832208,tanh,64,0.4,0.005524762,0.98,0.995,0.000402009,0.7,1,512,large,FALSE,0.001001538,PRUNED
266,266,43,08:48.6,12:12.6,0 days 00:03:24.011268,relu,64,0.4,1.25E-07,0.98,0.995,5.49E-05,0.5,10,512,large,FALSE,0.000486937,PRUNED
313,313,43,47:49.7,13:47.5,0 days 00:25:57.744924,relu,16,0.4,3.14E-08,0.99,0.99,9.66E-05,0.3,10,512,large,FALSE,0.001689314,COMPLETE
341,341,43,22:45.7,27:30.2,0 days 00:04:44.562101,relu,64,0.4,2.93E-07,0.98,0.995,0.000860104,0.5,5,512,large,FALSE,0.007553804,COMPLETE
43,43,42,03:34.0,09:17.7,0 days 00:05:43.724693,relu,16,0.4,2.12E-08,0.98,0.995,0.000203021,0.6,5,2048,large,FALSE,0.006033769,PRUNED
88,88,42,03:49.4,06:38.2,0 days 00:02:48.746226,tanh,64,0.3,5.71E-08,0.9,0.98,0.000813512,0.9,10,512,large,FALSE,0.000382636,PRUNED
99,99,42,21:37.3,24:54.3,0 days 00:03:16.978812,tanh,16,0.4,5.76E-08,0.8,0.995,0.000321422,0.9,5,512,small,TRUE,0.003752728,PRUNED
219,219,42,09:09.8,15:24.3,0 days 00:06:14.514163,tanh,64,0.4,7.21E-08,0.99,0.99,1.21E-05,0.8,10,32,large,FALSE,0.007046397,PRUNED
226,226,42,50:36.8,56:55.9,0 days 00:06:19.117407,relu,16,0.4,1.79E-07,0.98,0.995,0.000130899,0.5,5,512,large,FALSE,0.005212274,PRUNED
270,270,42,45:50.3,47:32.9,0 days 00:01:42.675128,tanh,512,0.4,1.54E-08,0.98,0.995,0.002151686,0.6,20,512,medium,FALSE,0.002511953,PRUNED
277,277,42,19:43.7,22:23.8,0 days 00:02:40.078475,relu,128,0.4,1.94E-07,0.98,0.995,0.00035622,0.9,10,512,large,FALSE,0.000577912,PRUNED
53,53,41,22:38.6,23:46.1,0 days 00:01:07.561444,relu,512,0.4,1.41E-07,0.99,0.99,0.000129692,2,10,256,small,FALSE,0.331779318,PRUNED
134,134,41,47:32.4,51:00.9,0 days 00:03:28.519998,relu,64,0.4,6.06E-08,0.98,0.995,0.000516428,0.9,10,512,large,FALSE,0.003759711,PRUNED
140,140,41,29:38.1,32:26.4,0 days 00:02:48.378637,tanh,64,0.4,1.03E-07,0.98,0.98,0.000208274,0.5,10,128,large,FALSE,0.002036854,PRUNED
221,221,41,17:36.9,23:08.9,0 days 00:05:31.998296,tanh,64,0.4,1.87E-07,0.98,0.995,6.63E-05,0.9,20,512,large,FALSE,0.001287594,PRUNED
249,249,41,47:30.6,50:24.0,0 days 00:02:53.407058,tanh,64,0.4,6.74E-07,0.98,0.99,0.001855653,0.9,10,512,large,FALSE,0.03209216,PRUNED
291,291,41,35:18.6,38:58.1,0 days 00:03:39.475995,relu,64,0.4,1.15E-07,0.98,0.995,0.000460587,0.9,10,512,large,FALSE,0.007108007,PRUNED
117,117,40,46:31.2,49:54.6,0 days 00:03:23.363401,relu,64,0.4,3.15E-08,0.98,0.995,0.000263835,5,10,256,large,TRUE,0.003095865,PRUNED
122,122,40,50:20.1,56:45.2,0 days 00:06:25.023718,relu,16,0.4,1.27E-07,0.98,0.995,0.000410301,0.6,5,512,large,FALSE,0.001353146,PRUNED
130,130,40,28:10.0,30:17.2,0 days 00:02:07.273566,tanh,128,0.4,7.39E-07,0.98,0.95,0.000375596,1,10,512,large,FALSE,0.037057458,PRUNED
141,141,40,32:26.4,35:50.2,0 days 00:03:23.764811,relu,64,0.4,1.45E-07,0.98,0.995,0.000276787,0.9,10,512,large,FALSE,0.012867875,PRUNED
145,145,40,45:36.8,49:32.8,0 days 00:03:55.985191,relu,64,0.4,4.52E-08,0.9,0.995,0.000181178,5,5,512,large,FALSE,0.001122153,COMPLETE
147,147,40,26:08.3,38:43.9,0 days 00:12:35.551090,relu,16,0.4,1.16E-07,0.98,0.995,0.000437402,0.6,10,2048,large,FALSE,0.002975396,PRUNED
203,203,40,25:33.4,27:24.7,0 days 00:01:51.261540,tanh,64,0.4,1.51E-07,0.98,0.995,0.000584774,5,5,512,large,FALSE,0.002209175,PRUNED
274,274,40,09:00.7,12:32.3,0 days 00:03:31.615651,relu,64,0.4,1.04E-07,0.98,0.9,0.000160746,0.9,10,512,large,FALSE,0.149276523,PRUNED
279,279,40,27:07.9,30:43.9,0 days 00:03:35.967888,relu,64,0.4,1.17E-07,0.98,0.995,0.000424847,0.9,10,512,large,FALSE,0.000732404,PRUNED
32,32,39,32:29.9,39:24.7,0 days 00:06:54.845574,relu,16,0.4,3.87E-08,0.95,0.999,0.000763891,1,5,32,large,FALSE,0.01164077,PRUNED
50,50,39,16:55.7,20:21.9,0 days 00:03:26.272035,relu,64,0.4,1.73E-07,0.8,0.9,0.00028422,0.8,20,256,small,FALSE,0.004021686,PRUNED
55,55,39,27:10.9,28:39.5,0 days 00:01:28.652547,relu,128,0.3,5.82E-08,0.92,0.95,0.000782119,5,10,256,small,FALSE,0.090782133,PRUNED
112,112,39,24:31.6,28:23.8,0 days 00:03:52.123674,relu,64,0.4,7.71E-08,0.99,0.99,0.00105431,0.5,10,512,large,FALSE,0.002918169,PRUNED
120,120,39,29:51.8,33:21.5,0 days 00:03:29.783458,tanh,512,0.4,2.12E-08,0.98,0.99,8.89E-05,0.9,10,32,small,FALSE,0.004310355,PRUNED
137,137,39,05:54.3,21:04.5,0 days 00:15:10.204239,relu,16,0.4,5.46E-08,0.98,0.995,0.00101667,0.9,10,512,large,FALSE,0.001455043,PRUNED
236,236,39,29:06.8,44:05.3,0 days 00:14:58.524300,relu,16,0.4,7.01E-08,0.98,0.9999,0.000537193,1,10,512,large,FALSE,0.35326802,PRUNED
315,315,39,18:38.1,20:49.1,0 days 00:02:11.056829,relu,64,0.3,1.13E-07,0.98,0.995,0.001284543,0.5,5,2048,large,FALSE,0.000841098,PRUNED
45,45,38,11:10.6,42:45.7,0 days 00:31:35.084741,relu,16,0.3,2.16E-07,0.8,0.99,0.00058416,0.7,20,64,large,FALSE,0.033038388,PRUNED
69,69,38,55:13.9,56:58.1,0 days 00:01:44.193286,tanh,64,0.2,3.42E-07,0.98,0.995,0.001026678,0.9,5,512,large,TRUE,0.005283183,PRUNED
111,111,38,20:59.3,24:31.6,0 days 00:03:32.356802,relu,64,0.4,1.26E-07,0.99,0.99,0.000520073,0.5,10,512,large,FALSE,0.002120357,PRUNED
138,138,38,21:04.5,26:04.0,0 days 00:04:59.496155,tanh,64,0.1,2.44E-08,0.99,0.99,0.000359869,0.8,20,512,large,TRUE,0.009078144,PRUNED
177,177,38,20:18.2,31:46.2,0 days 00:11:27.993849,relu,16,0.4,5.95E-08,0.9,0.995,0.000291997,0.8,10,2048,large,FALSE,0.00035663,PRUNED
256,256,38,53:35.4,54:25.0,0 days 00:00:49.683042,tanh,64,0.4,4.60E-07,0.9,0.98,0.000530572,0.5,1,512,large,FALSE,0.001393603,PRUNED
292,292,38,38:58.1,46:02.8,0 days 00:07:04.718267,relu,64,0.4,3.33E-06,0.98,0.995,0.000153656,0.7,10,512,large,FALSE,0.00264279,COMPLETE
334,334,38,47:25.5,50:55.5,0 days 00:03:30.088104,relu,64,0.2,4.37E-08,0.98,0.995,0.000194667,0.9,10,512,large,FALSE,0.00012852,PRUNED
76,76,37,23:05.0,25:27.2,0 days 00:02:22.148812,tanh,64,0.4,3.33E-08,0.98,0.98,0.000627967,0.9,10,512,medium,FALSE,0.00032969,PRUNED
85,85,37,52:56.8,54:22.1,0 days 00:01:25.235016,tanh,128,0.4,8.19E-08,0.8,0.95,0.000113167,5,5,512,large,FALSE,0.006061847,PRUNED
106,106,37,58:32.9,05:31.4,0 days 00:06:58.400940,relu,64,0.2,2.87E-08,0.98,0.995,6.18E-05,0.5,10,512,large,FALSE,0.00023919,COMPLETE
107,107,37,05:31.4,08:56.0,0 days 00:03:24.650203,relu,64,0.4,4.92E-08,0.98,0.995,0.000213751,0.5,10,512,large,FALSE,0.004740956,PRUNED
116,116,37,42:43.7,46:31.2,0 days 00:03:47.470546,relu,64,0.1,4.14E-07,0.98,0.995,0.000762531,0.5,10,512,large,FALSE,0.028807517,PRUNED
179,179,37,33:19.3,36:40.0,0 days 00:03:20.725751,relu,64,0.4,8.59E-08,0.98,0.995,0.000167026,0.9,10,512,large,FALSE,0.005071606,PRUNED
215,215,37,46:56.1,52:28.5,0 days 00:05:32.379438,tanh,64,0.4,2.83E-07,0.98,0.995,8.81E-05,1,20,512,large,FALSE,8.65E-05,PRUNED
320,320,37,27:54.8,29:18.6,0 days 00:01:23.802413,relu,64,0.3,8.29E-08,0.98,0.995,0.000138251,0.9,5,512,small,FALSE,4.76E-05,PRUNED
71,71,36,02:43.6,05:35.9,0 days 00:02:52.252780,tanh,64,0.4,4.03E-08,0.98,0.995,0.000142911,0.9,10,512,large,FALSE,0.000476306,PRUNED
175,175,36,13:54.9,17:26.4,0 days 00:03:31.507770,relu,64,0.4,1.74E-07,0.98,0.99,0.000561711,0.9,10,512,large,FALSE,0.000214419,PRUNED
182,182,36,44:41.3,50:38.0,0 days 00:05:56.759171,relu,16,0.4,2.37E-07,0.98,0.995,0.000393837,0.7,5,2048,large,FALSE,0.001703506,PRUNED
201,201,36,21:57.0,23:44.9,0 days 00:01:47.850732,tanh,64,0.4,1.23E-07,0.98,0.995,0.000939369,2,5,512,large,FALSE,0.000649007,PRUNED
319,319,36,25:59.6,27:54.8,0 days 00:01:55.148272,relu,64,0.3,1.77E-07,0.98,0.995,0.000197986,0.5,5,2048,large,FALSE,0.000700598,PRUNED
336,336,36,57:07.7,04:09.0,0 days 00:07:01.259114,relu,64,0.4,2.09E-07,0.92,0.995,0.000487694,0.9,20,512,large,FALSE,0.011521218,PRUNED
49,49,35,09:42.9,16:55.7,0 days 00:07:12.721373,tanh,32,0.4,4.56E-07,0.95,0.999,0.000511982,2,10,16,medium,FALSE,0.076206938,PRUNED
131,131,35,30:17.2,33:36.1,0 days 00:03:18.836697,relu,64,0.4,2.42E-07,0.98,0.995,0.000145356,0.9,10,512,large,FALSE,0.014089348,PRUNED
136,136,35,03:51.7,05:54.3,0 days 00:02:02.588204,relu,64,0.3,8.46E-08,0.95,0.999,0.000458066,0.9,5,32,small,FALSE,0.002499511,PRUNED
172,172,35,59:12.1,02:04.6,0 days 00:02:52.529927,tanh,64,0.1,9.74E-08,0.98,0.995,0.000106705,0.9,10,512,large,FALSE,0.001268057,PRUNED
230,230,35,05:00.8,05:57.1,0 days 00:00:56.278713,relu,512,0.4,4.76E-07,0.98,0.99,0.000304583,0.9,5,512,large,FALSE,0.010279301,PRUNED
283,283,35,39:52.3,45:35.0,0 days 00:05:42.676925,tanh,64,0.4,3.60E-08,0.98,0.995,9.13E-05,0.5,20,512,large,FALSE,0.005399231,PRUNED
307,307,35,09:29.3,12:22.5,0 days 00:02:53.262218,tanh,64,0.4,0.090166522,0.8,0.995,0.000456884,2,10,512,large,FALSE,0.431042409,PRUNED
28,28,34,05:04.4,15:20.7,0 days 00:10:16.262049,relu,16,0.3,1.84E-06,0.95,0.999,0.000112791,5,10,1024,large,FALSE,0.007996775,PRUNED
124,124,34,01:03.6,12:21.2,0 days 00:11:17.592803,relu,16,0.4,6.95E-08,0.98,0.995,0.000232871,0.9,10,1024,large,FALSE,0.01121541,PRUNED
200,200,34,19:38.2,21:57.0,0 days 00:02:18.886881,tanh,128,0.4,3.41E-07,0.98,0.995,0.000117487,0.9,10,512,large,FALSE,0.004814847,PRUNED
31,31,33,25:16.9,32:29.9,0 days 00:07:12.923133,relu,16,0.4,5.68E-07,0.95,0.999,0.002284471,1,5,32,large,FALSE,0.017917809,PRUNED
56,56,33,28:39.5,34:44.5,0 days 00:06:05.003113,relu,16,0.4,2.87E-07,0.95,0.999,0.000257845,2,5,128,large,TRUE,0.026601458,PRUNED
188,188,33,21:23.4,24:53.6,0 days 00:03:30.194586,relu,64,0.4,2.91E-08,1,0.999,0.000102614,1,10,512,large,TRUE,0.000982885,PRUNED
199,199,33,16:06.4,19:38.2,0 days 00:03:31.806745,relu,32,0.4,2.18E-08,0.8,0.95,0.000901102,0.3,10,64,small,FALSE,0.009201338,PRUNED
218,218,33,57:32.8,09:09.8,0 days 00:11:36.929523,relu,16,0.4,1.30E-08,0.9,0.995,0.000262554,0.9,10,2048,large,FALSE,0.000257541,PRUNED
224,224,33,39:38.4,45:21.0,0 days 00:05:42.637032,tanh,64,0.4,1.05E-07,0.98,0.995,0.00018883,0.9,20,512,large,FALSE,2.95E-05,PRUNED
295,295,33,02:32.3,05:42.1,0 days 00:03:09.777688,tanh,64,0.4,6.98E-08,0.98,0.995,7.25E-05,0.9,10,512,large,FALSE,0.283674332,PRUNED
333,333,33,38:19.9,47:25.5,0 days 00:09:05.551871,tanh,8,0.4,6.45E-08,0.98,0.995,0.000336037,0.9,5,128,large,FALSE,0.001715167,PRUNED
339,339,33,16:56.3,19:39.0,0 days 00:02:42.729095,relu,64,0.4,4.75E-06,0.99,0.995,3.59E-05,0.9,10,512,medium,FALSE,0.000691919,PRUNED
17,17,32,39:21.1,03:08.7,0 days 00:23:47.612141,relu,512,0.3,2.83E-07,0.98,0.995,5.80E-05,2,10,8,small,FALSE,0.007757136,PRUNED
30,30,32,17:43.3,25:16.9,0 days 00:07:33.640277,relu,256,0.4,1.01E-06,0.98,0.995,0.000341803,2,5,32,large,FALSE,0.00215402,COMPLETE
35,35,32,49:48.1,53:14.6,0 days 00:03:26.515847,tanh,256,0.4,3.45E-08,1,0.9999,0.006651585,1,10,2048,medium,FALSE,0.004318121,COMPLETE
44,44,32,09:17.7,11:10.6,0 days 00:01:52.949215,relu,64,0.4,6.59E-08,1,0.9,0.000329898,0.9,5,1024,large,FALSE,0.009076275,PRUNED
127,127,32,17:40.7,19:52.2,0 days 00:02:11.497766,relu,8,0.4,1.73E-07,0.98,0.995,0.000199973,5,1,512,medium,FALSE,0.001764597,PRUNED
169,169,32,20:12.3,50:24.1,0 days 00:30:11.800646,relu,64,0.4,2.47E-08,0.95,0.999,0.000342889,1,20,16,large,FALSE,0.004314009,PRUNED
335,335,32,50:55.6,57:07.7,0 days 00:06:12.197081,tanh,32,0.4,9.35E-08,0.98,0.995,0.001558572,0.9,10,512,large,FALSE,0.000635612,PRUNED
5,5,31,37:02.9,42:54.4,0 days 02:05:51.426150,relu,8,0.4,1.55E-08,0.8,0.9,2.71E-05,0.6,20,2048,large,FALSE,0.992643707,COMPLETE
23,23,31,29:01.5,42:42.0,0 days 00:13:40.493848,relu,16,0.4,6.01E-08,0.95,0.999,0.000320591,0.7,5,32,large,FALSE,0.002331767,COMPLETE
39,39,31,05:58.9,23:02.8,0 days 01:17:03.949512,relu,16,0.4,1.06E-07,0.95,0.98,0.001694253,0.3,20,512,large,FALSE,0.001610621,COMPLETE
62,62,31,21:55.9,24:46.1,0 days 00:02:50.208519,tanh,64,0.4,3.06E-08,0.98,0.995,0.000153797,0.9,10,512,large,FALSE,0.001561767,PRUNED
86,86,31,54:22.1,00:04.1,0 days 00:05:42.046326,tanh,32,0.2,1.06E-08,0.98,0.9,0.000621675,0.6,10,128,large,FALSE,0.000891724,PRUNED
93,93,31,37:25.4,40:44.3,0 days 00:03:18.880139,relu,64,0.4,9.45E-08,0.98,0.995,0.000146762,0.9,10,512,large,FALSE,0.011430538,PRUNED
164,164,31,54:22.1,00:08.1,0 days 00:05:45.960550,tanh,64,0.4,9.33E-08,0.98,0.995,0.000197027,0.9,10,512,large,FALSE,0.003222333,COMPLETE
176,176,31,17:26.4,20:18.2,0 days 00:02:51.796368,tanh,64,0.4,2.88E-08,0.99,0.98,0.000421084,0.9,10,512,large,FALSE,0.003375496,PRUNED
186,186,31,17:47.0,19:48.9,0 days 00:02:01.865863,relu,64,0.4,4.58E-08,0.98,0.995,0.000134978,0.7,5,512,large,FALSE,0.002650981,PRUNED
197,197,31,42:40.4,14:31.9,0 days 00:31:51.514462,relu,8,0.4,3.69E-08,0.92,0.995,0.000348412,0.9,10,512,large,FALSE,0.002995324,PRUNED
267,267,31,12:12.6,13:26.0,0 days 00:01:13.374080,relu,256,0.3,4.46E-05,0.98,0.9999,0.000473535,5,10,512,small,FALSE,0.000756374,PRUNED
296,296,31,05:42.1,09:14.9,0 days 00:03:32.842741,relu,64,0.4,1.80E-06,0.98,0.995,0.000224901,2,10,512,large,FALSE,0.067834369,PRUNED
14,14,30,43:50.0,30:00.6,0 days 00:46:10.678750,relu,64,0.4,4.61E-06,0.99,0.99,1.24E-05,0.5,20,8,small,FALSE,0.040694647,COMPLETE
21,21,30,57:51.8,14:27.4,0 days 00:16:35.580389,relu,16,0.4,5.02E-07,0.95,0.999,0.00246254,1,5,32,large,FALSE,0.013183576,COMPLETE
42,42,30,57:22.2,03:34.0,0 days 00:06:11.759327,relu,16,0.4,7.65E-07,0.98,0.995,0.000899574,0.6,5,2048,large,FALSE,0.025732868,PRUNED
129,129,30,21:26.4,28:10.0,0 days 00:06:43.516035,relu,32,0.4,1.25E-07,0.8,0.995,0.000167576,0.6,10,256,large,FALSE,0.015027467,PRUNED
183,183,30,50:38.0,56:51.1,0 days 00:06:13.100322,relu,16,0.4,1.21E-07,0.98,0.995,0.000539995,0.7,5,2048,large,FALSE,0.017780332,PRUNED
322,322,30,34:42.1,36:38.2,0 days 00:01:56.121098,relu,64,0.4,1.38E-07,0.9,0.995,0.00042292,0.9,5,2048,large,FALSE,4.57E-06,PRUNED
38,38,29,59:44.5,05:58.9,0 days 00:06:14.362314,relu,128,0.1,2.71E-08,0.9,0.999,0.003680665,5,10,32,medium,FALSE,0.211853856,PRUNED
89,89,29,06:38.2,24:34.1,0 days 00:17:55.901332,tanh,64,0.4,2.17E-07,0.98,0.995,0.000563876,1,5,8,large,FALSE,0.002337125,COMPLETE
223,223,29,34:18.2,39:38.4,0 days 00:05:20.246109,tanh,64,0.4,3.42E-07,0.98,0.995,9.88E-05,0.9,20,512,large,FALSE,0.002791771,PRUNED
246,246,29,24:13.1,29:03.6,0 days 00:04:50.510131,tanh,128,0.4,5.80E-08,0.98,0.995,0.000222927,0.9,10,512,large,FALSE,0.121713447,COMPLETE
248,248,29,45:43.4,47:30.6,0 days 00:01:47.179152,relu,64,0.4,8.25E-08,0.98,0.995,0.001416931,0.9,5,64,medium,FALSE,0.005682716,PRUNED
272,272,29,59:30.3,01:17.6,0 days 00:01:47.360722,tanh,64,0.4,2.60E-07,0.92,0.995,0.000269822,1,5,512,large,FALSE,0.009044764,PRUNED
289,289,29,06:09.2,33:10.5,0 days 00:27:01.332639,relu,64,0.4,4.32E-08,0.98,0.98,0.00017621,5,20,16,large,TRUE,0.000884591,PRUNED
34,34,28,42:49.9,49:48.1,0 days 00:06:58.223420,relu,16,0.2,4.28E-07,0.95,0.999,0.001676333,0.3,5,16,large,TRUE,0.000425772,PRUNED
57,57,28,34:44.5,59:09.2,0 days 00:24:24.635676,relu,16,0.1,5.64E-07,0.99,0.99,0.000480323,0.7,20,8,small,FALSE,0.007331126,PRUNED
139,139,28,26:04.0,29:38.0,0 days 00:03:34.093857,relu,64,0.4,1.34E-08,0.98,0.995,0.000665377,0.9,10,512,large,FALSE,0.004398739,PRUNED
196,196,28,30:16.6,42:40.4,0 days 00:12:23.754632,relu,16,0.3,6.24E-07,0.98,0.995,0.000259554,0.9,10,32,large,FALSE,0.014564861,PRUNED
281,281,28,34:27.8,36:00.4,0 days 00:01:32.676978,tanh,128,0.4,1.49E-07,0.8,0.995,0.000203453,0.9,10,512,small,FALSE,0.000550071,PRUNED
109,109,27,11:49.1,18:56.7,0 days 00:07:07.620868,relu,64,0.3,1.03E-07,0.98,0.995,0.00028464,0.9,10,32,large,FALSE,0.01496285,PRUNED
110,110,27,18:56.7,20:59.3,0 days 00:02:02.599079,tanh,64,0.4,7.19E-08,0.9,0.98,0.00045268,0.5,10,512,small,FALSE,0.001201828,PRUNED
167,167,27,04:23.6,16:33.0,0 days 00:12:09.486216,relu,16,0.4,5.80E-08,0.98,0.995,0.000264775,0.9,10,256,large,FALSE,0.000856369,PRUNED
240,240,27,47:58.5,54:38.3,0 days 00:06:39.817032,relu,32,0.4,1.92E-08,0.92,0.995,0.000372402,0.7,10,1024,large,FALSE,0.001993258,PRUNED
269,269,27,15:42.5,45:50.3,0 days 00:30:07.796227,relu,8,0.1,3.61E-07,0.99,0.99,0.000205787,2,10,8,large,FALSE,0.005436297,PRUNED
305,305,27,07:03.6,08:46.8,0 days 00:01:43.233233,tanh,64,0.4,5.34E-08,0.98,0.995,0.000370836,0.9,5,2048,large,FALSE,0.044822866,PRUNED
27,27,26,58:04.0,05:04.4,0 days 00:07:00.491128,relu,16,0.2,2.30E-07,0.95,0.999,0.001211954,2,5,64,large,FALSE,0.056976407,PRUNED
47,47,26,43:31.8,56:00.2,0 days 01:12:28.346620,relu,256,0.2,1.97E-08,0.98,0.9999,0.001226652,0.6,20,8,large,FALSE,0.015701845,PRUNED
126,126,26,14:51.0,17:40.7,0 days 00:02:49.681854,tanh,64,0.4,4.55E-08,0.98,0.995,0.000305383,0.5,10,64,large,FALSE,0.007695577,PRUNED
260,260,26,26:42.6,30:26.7,0 days 00:03:44.147530,tanh,64,0.4,2.58E-08,0.98,0.995,0.000329073,0.9,5,2048,large,FALSE,0.002669688,COMPLETE
324,324,26,38:29.2,12:27.8,0 days 00:33:58.657730,relu,64,0.4,2.19E-08,0.98,0.995,0.000544439,5,20,16,large,FALSE,0.002055234,PRUNED
343,343,26,29:41.5,03:21.0,0 days 00:33:39.540254,relu,16,0.3,3.75E-08,0.98,0.995,0.004733404,0.6,20,1024,large,FALSE,0.000388104,PRUNED
18,18,25,03:08.7,10:30.4,0 days 00:07:21.636048,tanh,512,0.1,6.82E-08,0.9,0.98,4.78E-05,2,10,16,medium,TRUE,0.00073069,PRUNED
241,241,25,54:38.3,01:49.3,0 days 00:07:10.971356,relu,16,0.4,3.68E-07,0.95,0.999,0.001630345,0.5,5,32,large,FALSE,0.012851428,PRUNED
299,299,25,23:03.0,24:04.8,0 days 00:01:01.748426,relu,512,0.4,1.62E-07,0.98,0.995,0.00027296,0.9,10,512,large,FALSE,2.49E-07,PRUNED
68,68,24,53:28.0,55:13.9,0 days 00:01:45.910507,tanh,64,0.4,1.64E-07,0.98,0.995,0.000654043,0.9,5,512,large,FALSE,0.003044457,PRUNED
210,210,24,11:27.4,19:02.5,0 days 00:07:35.054740,tanh,64,0.4,8.45E-08,0.95,0.999,0.000425143,0.5,10,16,medium,FALSE,0.004064967,PRUNED
235,235,24,21:29.4,29:06.8,0 days 00:07:37.377728,relu,256,0.4,2.19E-07,0.99,0.999,0.000257279,2,10,32,large,FALSE,0.016873529,PRUNED
285,285,24,48:16.3,49:14.9,0 days 00:00:58.608049,relu,64,0.4,5.53E-08,0.99,0.99,0.000391489,2,1,2048,large,FALSE,0.002009562,PRUNED
0,0,23,45:22.6,04:23.3,0 days 01:19:00.654360,tanh,8,0.1,6.06E-07,1,0.9999,8.51E-05,0.6,20,2048,large,FALSE,0.17588162,COMPLETE
24,24,23,42:42.0,46:13.8,0 days 00:03:31.764133,relu,16,0.4,1.16E-08,0.95,0.999,0.000524257,0.9,1,32,large,FALSE,0.000140068,COMPLETE
165,165,23,00:08.1,02:14.7,0 days 00:02:06.585739,tanh,128,0.4,1.66E-08,0.8,0.95,0.000488483,0.6,10,512,large,FALSE,0.001570502,PRUNED
251,251,23,24:24.6,30:26.4,0 days 00:06:01.888602,tanh,64,0.4,1.56E-06,0.98,0.995,0.002339709,0.9,10,32,large,FALSE,0.003131029,PRUNED
83,83,21,43:12.4,52:02.3,0 days 00:08:49.959494,tanh,8,0.4,3.28E-07,0.98,0.995,0.000181878,0.9,5,16,large,FALSE,0.001728307,PRUNED
95,95,21,47:40.6,49:43.7,0 days 00:02:03.099173,relu,256,0.4,2.48E-08,1,0.995,0.000329614,0.9,5,64,large,FALSE,0.00137257,PRUNED
98,98,21,11:29.7,21:37.3,0 days 02:10:07.620013,relu,8,0.4,2.26E-07,0.92,0.9,0.000187155,0.6,20,16,large,FALSE,0.001933595,COMPLETE
54,54,20,23:46.1,27:10.9,0 days 00:03:24.748327,relu,512,0.4,1.85E-08,0.99,0.99,2.55E-05,0.5,10,32,small,FALSE,0.041435804,PRUNED
275,275,19,12:32.3,14:14.8,0 days 00:01:42.507341,tanh,64,0.4,1.30E-05,0.98,0.95,0.000915666,0.3,5,1024,large,FALSE,0.00110273,PRUNED
290,290,19,33:10.5,35:18.6,0 days 00:02:08.057925,tanh,128,0.4,2.22E-08,0.9,0.995,0.00032301,0.6,10,2048,large,FALSE,0.929477675,PRUNED
342,342,19,27:30.2,29:41.5,0 days 00:02:11.263745,tanh,128,0.4,1.19E-07,0.8,0.995,0.00026718,0.9,10,2048,large,FALSE,0.000961576,PRUNED
25,25,18,46:13.8,48:36.4,0 days 00:02:22.599703,relu,128,0.4,1.42E-07,0.92,0.95,0.000184244,0.8,10,512,large,FALSE,0.210015618,PRUNED
