,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
874,874,26,09:54.5,12:24.3,0 days 00:02:29.767021,100,10000,0.192913379,0.0657016,0.9,0.000843282,1000,tiny,1,5000,16,COMPLETE
898,898,26,03:36.6,05:57.0,0 days 00:02:20.408730,512,10000,0.035435391,0.001660027,0.999,0.001658944,5000,large,1,5000,128,PRUNED
925,925,26,58:15.6,00:04.6,0 days 00:01:48.970496,512,50000,0.035657003,0.220767121,0.9,0.000615734,1000,tiny,4,5000,1,PRUNED
931,931,26,09:33.0,10:56.9,0 days 00:01:23.887622,128,100000,0.013060845,0.004982659,0.99,0.000537308,10000,small,1,10000,256,PRUNED
1109,1109,26,30:04.4,31:43.8,0 days 00:01:39.373243,256,50000,0.074772917,0.048082172,0.9,0.000207423,0,small,2,5000,1,PRUNED
1335,1335,26,05:26.4,06:48.8,0 days 00:01:22.397674,512,50000,0.122172813,0.216169607,0.9,0.000952976,1000,medium,2,5000,256,PRUNED
1338,1338,26,11:19.4,15:00.4,0 days 00:03:41.014199,512,50000,0.022727391,0.002854935,0.999,0.005162646,1000,small,1,5000,1,COMPLETE
1350,1350,26,36:48.5,39:02.9,0 days 00:02:14.328665,512,100000,0.00459201,0.030816209,0.98,0.003893257,1000,medium,1,5000,128,PRUNED
1357,1357,26,51:10.0,53:01.1,0 days 00:01:51.098141,512,50000,0.083167122,0.018586667,0.9,0.000305096,1000,tiny,8,5000,1,PRUNED
1364,1364,26,04:00.8,05:47.0,0 days 00:01:46.149837,256,50000,0.098176432,0.002406217,0.999,0.000851632,10000,medium,1,15000,1,PRUNED
1568,1568,26,57:08.5,00:14.2,0 days 00:03:05.684150,256,50000,0.018537052,0.023719139,0.9,0.00292049,1000,tiny,1,15000,1,COMPLETE
1574,1574,26,09:06.6,10:55.4,0 days 00:01:48.759158,512,100000,0.00648678,0.004604102,0.999,0.000715007,0,tiny,1,20000,16,PRUNED
1583,1583,26,27:32.0,29:17.8,0 days 00:01:45.847248,128,100000,0.020548739,0.016900251,0.9,0.000625998,1000,medium,1,10000,128,PRUNED
1683,1683,26,44:27.5,45:58.5,0 days 00:01:31.037187,256,100000,0.089381424,0.003641875,0.9,0.000524252,5000,tiny,1,5000,16,PRUNED
1684,1684,26,45:58.5,47:16.8,0 days 00:01:18.258361,16,10000,0.054442867,0.001537327,0.9,0.001139941,1000,tiny,1,5000,16,PRUNED
1704,1704,26,27:44.1,29:15.9,0 days 00:01:31.811744,128,100000,0.011489504,0.071341901,0.9,0.000771604,1000,small,1,5000,1,PRUNED
1735,1735,26,26:09.4,28:01.4,0 days 00:01:51.978389,512,10000,0.003655377,0.005221308,0.999,0.001118205,1000,small,1,5000,16,PRUNED
1742,1742,26,38:53.1,40:38.5,0 days 00:01:45.370245,512,100000,0.01004398,0.157760223,0.9,0.000741303,5000,tiny,1,5000,4,PRUNED
1771,1771,26,39:43.6,41:40.4,0 days 00:01:56.871152,512,50000,0.107809834,0.057941925,0.9,0.000262714,20000,medium,1,5000,16,PRUNED
1863,1863,26,51:16.8,53:07.7,0 days 00:01:50.941232,512,50000,0.091172114,0.004085294,0.95,0.001654681,5000,tiny,1,1000,1,PRUNED
2001,2001,26,21:47.6,25:08.7,0 days 00:03:21.077896,256,1000000,0.006035195,0.106628949,0.99,0.000616621,10000,medium,1,5000,128,COMPLETE
2053,2053,26,02:46.1,04:08.6,0 days 00:01:22.557644,100,100000,0.008675816,0.00384312,0.9,0.000707989,5000,tiny,1,5000,16,PRUNED
2075,2075,26,42:54.7,44:39.5,0 days 00:01:44.808931,512,1000000,0.105696684,0.019907566,0.99,0.00086414,5000,tiny,1,5000,16,PRUNED
2086,2086,26,03:11.6,05:18.9,0 days 00:02:07.329274,512,1000000,0.065839743,0.160012618,0.99,0.000806916,5000,medium,1,5000,16,PRUNED
2182,2182,26,04:44.0,06:55.7,0 days 00:02:11.690432,512,50000,0.180250727,0.012025242,0.9999,0.001531124,5000,medium,1,20000,16,PRUNED
2256,2256,26,59:25.5,00:48.3,0 days 00:01:22.782673,100,10000,0.125047304,0.039359648,0.9,0.00140931,1000,tiny,1,5000,128,PRUNED
2334,2334,26,21:12.1,23:05.4,0 days 00:01:53.268121,512,10000,0.083143198,0.037042758,0.9,0.000133358,5000,tiny,1,5000,256,PRUNED
2515,2515,26,02:41.7,03:52.3,0 days 00:01:10.597285,256,50000,0.003332223,0.01459147,0.9,0.001515601,5000,small,2,15000,8,PRUNED
2657,2657,26,38:20.7,40:14.4,0 days 00:01:53.707904,512,50000,0.011166227,0.004695479,0.999,0.001165169,5000,small,1,5000,256,PRUNED
2671,2671,26,02:17.8,04:17.0,0 days 00:01:59.146911,512,10000,0.014676723,0.00221627,0.9,0.000884985,1000,small,8,20000,1,PRUNED
2687,2687,26,33:40.6,34:47.8,0 days 00:01:07.202318,100,1000000,0.08078625,0.319293795,0.9,0.000851809,1000,medium,2,5000,8,PRUNED
2690,2690,26,38:45.0,40:32.9,0 days 00:01:47.944702,512,100000,0.007535278,0.497463822,0.999,0.002567302,5000,small,1,5000,128,PRUNED
2719,2719,26,33:01.5,34:59.1,0 days 00:01:57.634708,512,100000,0.013422167,0.002809773,0.9,0.000222653,1000,small,1,5000,1,PRUNED
2727,2727,26,46:56.0,48:47.3,0 days 00:01:51.390079,512,10000,0.051393551,0.022291413,0.9,0.000700778,10000,tiny,1,10000,16,PRUNED
2737,2737,26,05:00.2,06:36.6,0 days 00:01:36.378524,128,100000,0.004876029,0.034625258,0.9,0.001377115,0,small,1,5000,1,PRUNED
2778,2778,26,27:59.6,30:20.2,0 days 00:02:20.589319,512,100000,0.03798792,0.005679864,0.995,0.002288703,1000,medium,1,5000,1,PRUNED
2889,2889,26,00:08.1,01:36.4,0 days 00:01:28.232682,100,100000,0.040524507,0.003104922,0.99,0.004831444,20000,tiny,1,5000,128,PRUNED
2897,2897,26,18:09.9,20:02.3,0 days 00:01:52.393615,512,50000,0.008007612,0.453205402,0.9,0.000861169,5000,small,1,5000,1,PRUNED
2904,2904,26,30:10.2,32:02.8,0 days 00:01:52.608360,512,100000,0.064764618,0.036474405,0.99,0.001635534,1000,small,1,5000,16,PRUNED
2928,2928,26,16:40.4,18:28.8,0 days 00:01:48.391232,512,100000,0.043889701,0.001094197,0.99,0.001981425,5000,tiny,1,5000,16,PRUNED
3022,3022,26,10:19.3,11:56.7,0 days 00:01:37.449651,256,10000,0.096760983,0.003781201,0.9,0.00172003,1000,tiny,1,15000,128,PRUNED
3241,3241,26,11:35.8,13:08.6,0 days 00:01:32.821788,128,10000,0.008752995,0.005112958,0.9,0.002196055,1000,tiny,1,5000,1,PRUNED
3324,3324,26,46:43.6,48:40.4,0 days 00:01:56.795780,256,50000,0.003210632,0.037945305,0.9,0.0006789,10000,large,4,5000,1,PRUNED
3338,3338,26,18:03.1,20:15.2,0 days 00:02:12.097614,256,100000,0.014725585,0.012863244,0.9,0.000671826,1000,large,1,15000,16,PRUNED
3434,3434,26,29:46.9,31:35.3,0 days 00:01:48.419734,128,100000,0.003276736,0.337628558,0.95,0.000436486,10000,medium,1,15000,8,PRUNED
3442,3442,26,44:42.5,46:51.7,0 days 00:02:09.243058,512,100000,0.003561148,0.006889313,0.999,0.000264894,5000,medium,1,15000,8,PRUNED
3445,3445,26,50:07.9,52:15.0,0 days 00:02:07.096077,512,100000,0.003992254,0.122267582,0.999,0.000398803,5000,medium,1,15000,8,PRUNED
3483,3483,26,05:23.0,07:17.9,0 days 00:01:54.848458,512,100000,0.005161125,0.428965402,0.9,0.000671944,20000,medium,1,15000,8,PRUNED
3490,3490,26,17:10.0,19:12.9,0 days 00:02:02.943212,512,100000,0.001138173,0.123633676,0.9999,0.000687017,10000,medium,1,15000,8,PRUNED
3584,3584,26,24:16.7,25:59.7,0 days 00:01:42.987568,100,100000,0.008769035,0.129492902,0.98,0.000758769,5000,large,1,10000,8,PRUNED
21,21,25,03:43.8,05:30.0,0 days 00:01:46.188919,128,1000000,0.106354023,0.075059201,0.9,0.000754283,10000,small,2,20000,8,COMPLETE
252,252,25,06:53.7,08:35.9,0 days 00:01:42.138505,256,10000,0.066747516,0.047923458,0.9,0.000958397,10000,medium,1,20000,256,PRUNED
272,272,25,51:53.2,53:44.3,0 days 00:01:51.064113,256,10000,0.072438595,0.049502836,0.999,0.002817327,1000,medium,1,5000,1,PRUNED
401,401,25,39:06.8,41:22.5,0 days 00:02:15.642657,512,100000,0.018523044,0.004969154,0.9,0.000767291,1000,medium,1,5000,1,PRUNED
431,431,25,22:18.8,24:14.0,0 days 00:01:55.282853,512,100000,0.011717426,0.004302558,0.9,0.000543476,1000,tiny,8,5000,1,PRUNED
498,498,25,05:07.8,06:28.3,0 days 00:01:20.493726,32,100000,0.016500383,0.25461756,0.9,0.001019894,1000,tiny,1,5000,1,PRUNED
560,560,25,11:21.8,13:15.1,0 days 00:01:53.271972,512,50000,0.012074156,0.003207399,0.9,0.000387705,1000,small,1,20000,1,PRUNED
627,627,25,28:42.4,31:11.3,0 days 00:02:28.938366,512,100000,0.004621107,0.001624552,0.9,0.000509406,10000,large,8,1,1,PRUNED
648,648,25,10:21.3,12:15.2,0 days 00:01:53.966318,512,100000,0.109998806,0.005914896,0.9,0.000773442,10000,small,1,5000,128,PRUNED
684,684,25,26:42.9,28:13.0,0 days 00:01:30.112534,128,100000,0.003864481,0.039892409,0.9,0.001061543,10000,small,1,5000,1,PRUNED
699,699,25,59:50.3,01:37.8,0 days 00:01:47.551321,512,50000,0.030397392,0.030814286,0.95,0.000870647,10000,small,1,5000,4,PRUNED
744,744,25,39:49.3,42:14.3,0 days 00:02:25.016071,512,50000,0.011270841,0.003887342,0.99,0.000302611,1000,large,1,5000,1,PRUNED
770,770,25,31:58.6,33:46.1,0 days 00:01:47.520267,512,100000,0.003179368,0.003559015,0.995,0.000647238,1000,tiny,1,5000,16,PRUNED
832,832,25,38:35.1,39:57.9,0 days 00:01:22.842959,32,1000000,0.001197308,0.071312088,0.9,0.001627655,10000,small,1,5000,1,PRUNED
930,930,25,07:42.5,09:33.0,0 days 00:01:50.450763,512,50000,0.113215687,0.014017602,0.9,0.000257574,1000,tiny,8,20000,1,PRUNED
962,962,25,10:52.9,14:18.5,0 days 00:03:25.603882,128,50000,0.01701051,0.004500897,0.999,0.001089021,5000,large,1,15000,16,COMPLETE
1057,1057,25,37:09.5,38:25.5,0 days 00:01:16.030274,512,1000000,0.105404347,0.002760321,0.9,0.000958865,1000,small,2,5000,256,PRUNED
1146,1146,25,44:45.7,46:36.2,0 days 00:01:50.513703,512,10000,0.092241758,0.028369394,0.9,6.90E-05,1000,tiny,1,5000,1,PRUNED
1194,1194,25,21:55.6,23:24.1,0 days 00:01:28.492613,128,10000,0.022744883,0.140873173,0.9,0.000232942,5000,tiny,1,5000,1,PRUNED
1370,1370,25,15:26.2,17:35.7,0 days 00:02:09.552970,512,100000,0.001166797,0.036380356,0.9,0.000639875,1000,small,1,1,128,PRUNED
1432,1432,25,24:17.1,27:54.9,0 days 00:03:37.778012,512,100000,0.004358204,0.115143741,0.99,0.000525073,0,small,4,5000,1,COMPLETE
1518,1518,25,22:43.8,24:32.9,0 days 00:01:49.094699,512,1000000,0.018658226,0.003494945,0.999,0.000513143,0,tiny,1,20000,4,PRUNED
1633,1633,25,04:16.8,05:51.4,0 days 00:01:34.549457,100,100000,0.005619893,0.007142583,0.9,0.001294859,10000,medium,1,5000,16,PRUNED
1874,1874,25,11:43.8,13:34.1,0 days 00:01:50.295307,512,1000000,0.142567758,0.00449442,0.999,0.0002067,5000,tiny,1,20000,1,PRUNED
1908,1908,25,20:44.2,22:28.3,0 days 00:01:44.028508,512,10000,0.019706321,0.002428105,0.999,0.001759394,10000,tiny,1,5000,16,PRUNED
1979,1979,25,35:14.9,37:01.0,0 days 00:01:46.141038,512,10000,0.006987426,0.008318437,0.9,0.000622302,10000,tiny,1,5000,1,PRUNED
2091,2091,25,10:24.1,12:57.5,0 days 00:02:33.434383,512,10000,0.003875312,0.001639823,0.95,0.000148667,0,medium,1,15000,16,PRUNED
2385,2385,25,55:25.7,57:22.5,0 days 00:01:56.772978,512,10000,0.014025627,0.002611243,0.9999,0.000815177,0,tiny,1,15000,16,PRUNED
2388,2388,25,01:47.9,03:10.1,0 days 00:01:22.193599,32,100000,0.113353676,0.246711296,0.999,0.0012798,10000,small,4,5000,1,PRUNED
2409,2409,25,46:27.3,47:53.7,0 days 00:01:26.379872,100,100000,0.003476801,0.001930148,0.9,0.002440821,1000,tiny,1,5000,8,PRUNED
2414,2414,25,54:38.0,57:03.0,0 days 00:02:24.926161,512,10000,0.017224434,0.002453314,0.999,0.000216295,1000,large,1,5000,1,PRUNED
2512,2512,25,56:51.6,59:21.0,0 days 00:02:29.344343,512,100000,0.007139671,0.005714011,0.999,0.000561146,1000,large,1,5000,1,PRUNED
2530,2530,25,32:05.9,34:10.2,0 days 00:02:04.310380,512,10000,0.013011603,0.028347591,0.99,0.000156719,1000,small,1,5000,128,PRUNED
2619,2619,25,28:06.4,29:25.7,0 days 00:01:19.302364,32,10000,0.004239241,0.204417971,0.999,0.001105789,1000,tiny,1,5000,128,PRUNED
2646,2646,25,19:10.2,21:04.6,0 days 00:01:54.382563,512,50000,0.067585271,0.096123043,0.999,0.001969635,1000,tiny,1,15000,1,PRUNED
2694,2694,25,46:36.9,48:07.3,0 days 00:01:30.414675,256,1000000,0.011949694,0.007944584,0.999,0.001502152,5000,tiny,1,5000,1000,PRUNED
2802,2802,25,15:36.3,17:44.5,0 days 00:02:08.256631,512,100000,0.007979371,0.018444908,0.999,0.001184573,10000,medium,1,5000,128,PRUNED
2866,2866,25,16:01.4,18:23.8,0 days 00:02:22.456019,512,100000,0.002308106,0.002423441,0.9,0.002235789,1000,large,1,5000,128,PRUNED
2868,2868,25,19:57.3,21:48.7,0 days 00:01:51.408100,512,100000,0.050062895,0.056327525,0.95,0.000617949,10000,small,1,5000,1,PRUNED
2874,2874,25,32:52.8,34:41.0,0 days 00:01:48.196140,256,100000,0.00362108,0.001211684,0.9,0.000396859,1000,medium,1,5000,128,PRUNED
2881,2881,25,45:23.1,46:59.9,0 days 00:01:36.796946,256,50000,0.013557486,0.152057149,0.9,0.001130076,1000,tiny,4,5000,1,PRUNED
2895,2895,25,13:14.3,14:44.2,0 days 00:01:29.908167,128,100000,0.059965803,0.137752387,0.9,0.000473524,1000,tiny,4,5000,1,PRUNED
2899,2899,25,21:31.5,23:30.0,0 days 00:01:58.436052,512,1000000,0.003103744,0.003566341,0.999,0.003421179,1000,tiny,1,1,16,PRUNED
2957,2957,25,11:53.0,13:51.1,0 days 00:01:58.098898,64,100000,0.013679333,0.006175916,0.999,0.000590304,10000,large,8,5000,1,PRUNED
2983,2983,25,01:55.9,03:29.4,0 days 00:01:33.457347,256,1000000,0.033967954,0.238841683,0.9,0.000511648,1000,small,1,5000,256,PRUNED
3121,3121,25,25:54.1,27:48.9,0 days 00:01:54.715122,512,50000,0.033076722,0.005585421,0.9,0.004221986,1000,tiny,1,5000,128,PRUNED
3161,3161,25,44:07.8,46:24.9,0 days 00:02:17.137791,512,100000,0.020238467,0.020018725,0.999,0.00112666,0,medium,1,5000,1,PRUNED
3174,3174,25,09:26.6,11:30.7,0 days 00:02:04.109584,512,100000,0.080394918,0.005580832,0.9,0.002909187,1000,small,1,1,16,PRUNED
3197,3197,25,49:57.4,51:49.1,0 days 00:01:51.669716,512,50000,0.006366257,0.003100349,0.9,8.06E-05,1000,tiny,8,5000,1,PRUNED
3365,3365,25,07:56.1,09:11.7,0 days 00:01:15.539920,512,100000,0.003575056,0.100267424,0.9,0.000299735,10000,medium,8,20000,4,PRUNED
3372,3372,25,19:34.9,21:43.5,0 days 00:02:08.559701,512,100000,0.003064175,0.116038412,0.9,0.000455792,5000,medium,1,5000,256,PRUNED
3429,3429,25,18:03.4,19:59.2,0 days 00:01:55.777920,256,100000,0.004921332,0.403947332,0.95,0.000526948,10000,medium,1,15000,8,PRUNED
3437,3437,25,35:24.8,36:50.9,0 days 00:01:26.114597,16,100000,0.002696067,0.114219482,0.95,0.000807274,10000,medium,1,15000,8,PRUNED
3472,3472,25,45:51.1,48:00.1,0 days 00:02:09.002773,512,100000,0.001591926,0.012159203,0.95,0.000887821,5000,medium,1,15000,8,PRUNED
3583,3583,25,22:00.5,24:16.7,0 days 00:02:16.209061,512,100000,0.003297704,0.010278398,0.9999,0.00027476,5000,large,1,10000,8,PRUNED
125,125,24,43:25.6,46:56.4,0 days 00:03:30.857395,256,1000000,0.092838512,0.145748492,0.999,0.000463027,10000,large,1,15000,16,COMPLETE
220,220,24,55:45.0,57:16.1,0 days 00:01:31.075207,256,50000,0.156320168,0.138083397,0.999,0.000735432,5000,small,1,5000,4,PRUNED
265,265,24,36:50.7,39:07.0,0 days 00:02:16.385476,512,10000,0.036557422,0.044131577,0.999,0.002590803,5000,medium,1,1,16,PRUNED
376,376,24,35:25.1,37:03.1,0 days 00:01:37.945926,128,10000,0.027400313,0.010685072,0.9,0.002272356,1000,medium,1,5000,128,PRUNED
515,515,24,38:14.6,39:43.6,0 days 00:01:28.951161,100,50000,0.007608856,0.032628518,0.9,0.001144626,1000,small,1,5000,1,PRUNED
625,625,24,25:22.9,27:19.8,0 days 00:01:56.907426,512,50000,0.189131295,0.003668372,0.9,0.001128825,0,tiny,1,1000,1,PRUNED
689,689,24,37:24.3,38:56.9,0 days 00:01:32.588810,16,50000,0.075669539,0.001847315,0.9,0.00064232,1000,small,4,1,1,PRUNED
743,743,24,38:01.2,39:49.3,0 days 00:01:48.090301,512,100000,0.002825057,0.220874525,0.9,0.002415831,5000,tiny,1,5000,16,PRUNED
794,794,24,21:01.7,23:54.4,0 days 00:02:52.735802,128,100000,0.004523577,0.005648984,0.9999,0.001826659,1000,tiny,1,5000,1,COMPLETE
797,797,24,27:57.1,29:46.1,0 days 00:01:49.054228,512,100000,0.014357747,0.380482302,0.9,0.000490836,1000,tiny,1,20000,1,PRUNED
871,871,24,04:25.6,06:11.6,0 days 00:01:46.053198,512,100000,0.010559108,0.11355844,0.999,0.000599272,0,tiny,1,5000,16,PRUNED
884,884,24,31:22.2,33:48.3,0 days 00:02:26.111293,512,50000,0.037635712,0.004158565,0.9999,0.001900856,10000,large,1,15000,4,PRUNED
913,913,24,33:24.4,35:44.9,0 days 00:02:20.429856,512,50000,0.001482364,0.078077831,0.999,0.001137438,1000,large,1,5000,16,PRUNED
922,922,24,52:13.8,53:36.4,0 days 00:01:22.602928,128,100000,0.124358974,0.008608356,0.9,0.001031806,5000,tiny,1,5000,16,PRUNED
940,940,24,27:47.1,29:48.2,0 days 00:02:01.091528,512,10000,0.04062335,0.009808333,0.999,0.002171255,0,small,1,1,16,PRUNED
1147,1147,24,46:36.2,48:23.9,0 days 00:01:47.669463,512,1000000,0.055317003,0.181871773,0.9,0.002409149,20000,small,1,5000,1,PRUNED
1164,1164,24,25:04.8,26:56.9,0 days 00:01:52.085845,512,50000,0.008579427,0.080449624,0.99,0.002203118,0,tiny,1,5000,1,PRUNED
1189,1189,24,12:40.5,14:03.0,0 days 00:01:22.538179,32,50000,0.015409162,0.018394807,0.9,0.00086219,1000,tiny,1,5000,256,PRUNED
1199,1199,24,31:09.3,32:30.1,0 days 00:01:20.791705,16,100000,0.017748233,0.09387805,0.999,0.000586748,20000,medium,1,5000,128,PRUNED
1220,1220,24,13:15.1,14:36.2,0 days 00:01:21.098037,32,10000,0.106740948,0.001100197,0.9,0.000110211,10000,small,1,20000,1,PRUNED
1289,1289,24,31:34.9,34:52.6,0 days 00:03:17.688805,512,10000,0.001988011,0.334946197,0.9,0.000346811,5000,tiny,1,20000,4,COMPLETE
1392,1392,24,02:03.1,04:11.6,0 days 00:02:08.568065,512,100000,0.046747775,0.045585648,0.9,0.000266203,1000,medium,1,5000,128,PRUNED
1400,1400,24,20:59.2,22:40.6,0 days 00:01:41.386379,100,50000,0.007853956,0.010599821,0.9,0.000486824,1000,small,1,1,8,PRUNED
1444,1444,24,51:04.1,52:38.2,0 days 00:01:34.066091,64,100000,0.014404665,0.060057074,0.9,0.001336253,5000,tiny,1,1,1,PRUNED
1692,1692,24,02:29.3,03:48.1,0 days 00:01:18.844750,64,10000,0.069213855,0.009124485,0.999,0.00249381,20000,tiny,8,5000,1,PRUNED
1705,1705,24,29:15.9,31:03.5,0 days 00:01:47.568329,512,10000,0.065790996,0.001480702,0.9,0.00112336,10000,tiny,1,1000,1,PRUNED
1739,1739,24,33:53.5,35:17.8,0 days 00:01:24.358661,100,10000,0.11582634,0.323465219,0.95,0.000937082,1000,small,1,15000,16,PRUNED
1778,1778,24,57:35.2,59:09.7,0 days 00:01:34.504329,64,10000,0.015599636,0.119524032,0.999,0.00047614,1000,tiny,1,5000,1,PRUNED
1780,1780,24,01:11.3,03:05.6,0 days 00:01:54.246079,512,1000000,0.021327209,0.075498277,0.9,0.001374424,1000,small,1,5000,8,PRUNED
1794,1794,24,29:52.2,32:03.2,0 days 00:02:11.052282,512,10000,0.033219148,0.403267745,0.999,0.00037827,10000,medium,1,5000,128,PRUNED
1827,1827,24,34:45.3,36:11.1,0 days 00:01:25.830559,128,100000,0.165255061,0.044017167,0.9,0.001333025,5000,tiny,1,5000,16,PRUNED
1854,1854,24,32:46.6,36:09.4,0 days 00:03:22.772381,512,100000,0.051805011,0.240754535,0.999,0.001081244,10000,tiny,1,5000,1,COMPLETE
1881,1881,24,26:58.9,28:55.8,0 days 00:01:56.968245,512,10000,0.001241911,0.015409739,0.999,0.000875393,5000,tiny,8,5000,1,PRUNED
1916,1916,24,36:16.5,37:35.0,0 days 00:01:18.436179,64,50000,0.013719507,0.004643174,0.9,0.001419726,1000,tiny,1,20000,1000,PRUNED
1922,1922,24,47:03.8,49:24.3,0 days 00:02:20.542595,512,10000,0.015971893,0.054992411,0.9,0.002027714,5000,large,1,5000,16,PRUNED
1932,1932,24,08:01.0,09:28.6,0 days 00:01:27.661040,100,100000,0.073213655,0.04889541,0.9,0.000410435,10000,small,1,5000,1,PRUNED
2032,2032,24,22:23.0,24:17.2,0 days 00:01:54.172938,256,1000000,0.092423794,0.004615627,0.999,0.000754123,20000,large,1,5000,128,PRUNED
2130,2130,24,22:06.2,26:33.8,0 days 00:04:27.607887,512,50000,0.009597405,0.003582842,0.9,0.002600128,5000,large,1,5000,16,COMPLETE
2136,2136,24,35:03.1,36:27.3,0 days 00:01:24.152858,256,1000000,0.088098701,0.009145725,0.9,0.001837915,20000,tiny,1,5000,16,PRUNED
2141,2141,24,45:53.4,47:40.9,0 days 00:01:47.530279,512,100000,0.022893432,0.001823583,0.999,0.000159664,1000,tiny,1,5000,16,PRUNED
2170,2170,24,39:32.1,41:02.4,0 days 00:01:30.261530,128,1000000,0.170270363,0.020989827,0.995,0.001279832,1000,tiny,1,15000,1,PRUNED
2172,2172,24,41:48.1,44:00.1,0 days 00:02:11.989142,512,50000,0.006778852,0.093387764,0.9,0.000516808,10000,medium,1,5000,1,PRUNED
2239,2239,24,29:40.4,31:04.8,0 days 00:01:24.363744,64,100000,0.006467891,0.060873588,0.9,0.000798246,1000,small,1,5000,16,PRUNED
2268,2268,24,22:19.6,24:25.3,0 days 00:02:05.668935,512,100000,0.00788607,0.162830744,0.95,0.001349046,5000,small,4,5000,1,PRUNED
2447,2447,24,53:58.3,55:22.0,0 days 00:01:23.744465,512,1000000,0.047184473,0.001001865,0.999,0.001315153,10000,medium,2,5000,16,PRUNED
2462,2462,24,22:23.5,24:10.3,0 days 00:01:46.777395,512,100000,0.011007944,0.026904185,0.9,0.002313594,10000,tiny,1,15000,8,PRUNED
2529,2529,24,30:15.7,32:05.9,0 days 00:01:50.164046,512,100000,0.014625963,0.088018971,0.9,0.001622675,10000,tiny,1,5000,1,PRUNED
2544,2544,24,58:46.0,00:37.3,0 days 00:01:51.253798,512,100000,0.00812503,0.271647893,0.95,0.00147366,5000,small,1,5000,8,PRUNED
2588,2588,24,23:57.2,25:48.2,0 days 00:01:50.990385,512,100000,0.031530524,0.047055035,0.9999,0.000910541,10000,small,1,10000,16,PRUNED
2591,2591,24,30:14.9,32:29.2,0 days 00:02:14.262516,512,100000,0.008025951,0.002563996,0.9,0.000147711,5000,medium,1,5000,1,PRUNED
2637,2637,24,02:09.1,03:58.3,0 days 00:01:49.215195,512,1000000,0.078510387,0.001186297,0.95,0.00063878,10000,tiny,1,5000,1,PRUNED
2808,2808,24,26:12.6,29:47.0,0 days 00:03:34.408623,512,100000,0.199016925,0.024073464,0.999,0.001328464,10000,tiny,2,5000,1,COMPLETE
2862,2862,24,08:37.0,10:05.3,0 days 00:01:28.392058,256,1000000,0.082848891,0.02776918,0.9,0.002868067,20000,tiny,1,5000,16,PRUNED
2944,2944,24,46:31.5,48:24.8,0 days 00:01:53.305471,512,50000,0.131005728,0.306605407,0.99,0.002072281,1000,small,1,5000,128,PRUNED
3006,3006,24,42:43.9,44:38.5,0 days 00:01:54.603692,512,10000,0.113053276,0.386497433,0.9,0.002005996,1000,small,1,5000,128,PRUNED
3125,3125,24,32:36.2,34:12.8,0 days 00:01:36.599536,256,10000,0.018445262,0.016917196,0.9,7.06E-05,1000,tiny,1,5000,1,PRUNED
3144,3144,24,12:40.9,14:09.8,0 days 00:01:28.916200,256,10000,0.127522153,0.005021802,0.9,0.000669368,10000,tiny,1,5000,128,PRUNED
3219,3219,24,30:16.1,31:51.5,0 days 00:01:35.335822,64,100000,0.048260892,0.003106016,0.9,0.000703813,1000,tiny,1,5000,16,PRUNED
3275,3275,24,12:24.1,14:45.0,0 days 00:02:20.942947,512,10000,0.011176093,0.003243233,0.9,0.002231037,10000,large,2,15000,1,PRUNED
3299,3299,24,00:09.6,00:58.1,0 days 00:00:48.527447,512,50000,0.008236702,0.06445263,0.9,0.000897771,10000,tiny,8,15000,16,PRUNED
3301,3301,24,03:05.1,05:21.0,0 days 00:02:15.917439,512,10000,0.01201962,0.004766953,0.9999,0.000584754,5000,medium,1,5000,1,PRUNED
3305,3305,24,09:53.3,11:20.6,0 days 00:01:27.313213,128,100000,0.018207406,0.001117476,0.98,0.000781935,10000,small,1,5000,128,PRUNED
3368,3368,24,13:10.8,14:53.3,0 days 00:01:42.498329,128,100000,0.003197326,0.108185501,0.9,0.000354585,1000,medium,1,5000,1,PRUNED
3371,3371,24,18:00.1,19:34.9,0 days 00:01:34.814221,32,100000,0.002905343,0.098970604,0.999,0.000330113,1000,medium,1,5000,1,PRUNED
3393,3393,24,04:55.5,06:30.5,0 days 00:01:34.967325,64,100000,0.002182896,0.156736757,0.95,0.000377603,10000,medium,1,15000,8,PRUNED
3419,3419,24,56:53.2,59:00.3,0 days 00:02:07.121168,512,100000,0.00217996,0.113446185,0.95,0.000736281,10000,medium,1,15000,8,PRUNED
3479,3479,24,57:21.7,58:54.3,0 days 00:01:32.580450,64,100000,0.006179643,0.176743069,0.999,0.000881965,5000,medium,1,15000,8,PRUNED
3581,3581,24,18:49.1,21:05.9,0 days 00:02:16.815687,512,100000,0.015474639,0.18052394,0.999,0.000854037,5000,large,1,10000,8,PRUNED
98,98,23,38:56.7,41:44.2,0 days 00:02:47.500606,64,10000,0.092878817,0.104231059,0.999,0.001014133,5000,medium,1,15000,16,COMPLETE
228,228,23,12:43.5,14:34.9,0 days 00:01:51.402603,256,10000,0.065550749,0.132118582,0.999,0.000582955,5000,large,1,15000,256,PRUNED
281,281,23,10:28.2,12:17.0,0 days 00:01:48.877081,256,10000,0.048742562,0.111010265,0.995,0.000688315,10000,large,1,15000,16,PRUNED
