,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
1710,1710,630,33:05.8,34:37.1,0 days 00:01:31.294545,16,10000,0.013139747,0.02118703,0.999,0.021732222,5000,tiny,2,1,4,COMPLETE
1719,1719,630,42:13.9,43:49.9,0 days 00:01:35.961674,16,10000,0.012405553,0.023870804,0.999,0.021918536,5000,tiny,2,1,4,COMPLETE
1748,1748,630,10:15.4,11:46.4,0 days 00:01:31.007217,16,10000,0.01248513,0.023880289,0.999,0.013144444,5000,tiny,2,1,4,COMPLETE
2101,2101,630,20:13.7,21:43.3,0 days 00:01:29.615367,16,10000,0.006383162,0.124088861,0.999,0.031319655,5000,tiny,2,1,4,COMPLETE
2232,2232,630,11:42.0,13:11.3,0 days 00:01:29.382871,16,10000,0.011365296,0.002580656,0.999,0.015732645,5000,tiny,2,1,4,COMPLETE
2233,2233,630,13:11.3,14:43.7,0 days 00:01:32.341616,16,10000,0.011779507,0.002251173,0.999,0.02406055,5000,tiny,2,1,4,COMPLETE
2247,2247,630,27:24.6,28:53.0,0 days 00:01:28.376810,16,10000,0.012277287,0.002638198,0.999,0.020125204,5000,tiny,2,1,4,COMPLETE
2344,2344,630,58:19.8,59:50.1,0 days 00:01:30.321780,16,10000,0.005129355,0.055966479,0.999,0.022989236,5000,tiny,2,1,4,COMPLETE
2392,2392,630,39:55.6,41:26.4,0 days 00:01:30.772008,16,10000,0.005511126,0.103734688,0.999,0.016841301,5000,tiny,2,1,4,COMPLETE
2477,2477,630,50:41.7,52:12.6,0 days 00:01:30.962417,16,10000,0.008977402,0.019929686,0.999,0.012921955,5000,tiny,2,1,4,COMPLETE
4103,4103,630,00:12.4,01:43.5,0 days 00:01:31.054389,16,10000,0.009321759,0.021170134,0.999,0.011318135,5000,tiny,2,1,4,COMPLETE
4124,4124,630,17:54.3,19:33.7,0 days 00:01:39.403632,16,10000,0.017717696,0.001830413,0.999,0.022073356,5000,tiny,2,1,4,COMPLETE
4380,4380,630,54:54.8,56:27.5,0 days 00:01:32.707035,32,10000,0.006465413,0.089840791,0.999,0.004313015,10000,tiny,2,1,4,COMPLETE
5150,5150,630,59:53.9,01:30.0,0 days 00:01:36.117451,256,10000,0.001839291,0.013590049,0.999,0.004684889,5000,tiny,8,1,4,COMPLETE
5288,5288,630,55:00.6,56:34.4,0 days 00:01:33.772574,16,10000,0.002734654,0.006611863,0.999,0.000238251,5000,tiny,2,1,4,COMPLETE
5606,5606,630,27:22.1,28:55.2,0 days 00:01:33.019250,16,50000,0.006721606,0.086657412,0.999,0.007535555,10000,tiny,2,1,4,COMPLETE
6796,6796,630,50:03.2,51:34.8,0 days 00:01:31.569288,16,10000,0.011206332,0.005929023,0.999,0.001981976,5000,tiny,2,1,4,COMPLETE
6853,6853,630,41:55.8,43:41.7,0 days 00:01:45.859373,16,10000,0.010333779,0.223828967,0.999,0.004315146,5000,tiny,2,1,4,COMPLETE
7712,7712,630,52:08.0,53:41.2,0 days 00:01:33.193274,16,10000,0.009876324,0.117259767,0.999,0.010347194,5000,tiny,2,1,4,COMPLETE
7789,7789,630,59:57.6,01:30.5,0 days 00:01:32.944805,16,10000,0.009347334,0.105599789,0.999,0.037771019,5000,tiny,2,1,4,COMPLETE
7864,7864,630,04:29.2,06:01.6,0 days 00:01:32.351382,16,10000,0.011304439,0.003193529,0.999,0.002412785,5000,tiny,2,1,4,COMPLETE
7984,7984,630,51:11.5,52:50.5,0 days 00:01:39.030504,16,10000,0.001618536,0.00440275,0.995,0.001145252,5000,tiny,2,1,8,COMPLETE
1608,1608,621,52:20.3,53:56.3,0 days 00:01:35.961022,16,10000,0.001717915,0.123668184,0.999,0.005940534,5000,tiny,2,1,4,COMPLETE
2249,2249,621,29:32.4,30:56.9,0 days 00:01:24.441659,16,10000,0.01245366,0.002486853,0.999,0.022955695,5000,tiny,2,1,4,COMPLETE
2260,2260,621,40:33.8,42:03.3,0 days 00:01:29.480710,16,10000,0.0104,0.002409888,0.999,0.017077544,5000,tiny,2,1,4,COMPLETE
4359,4359,621,37:03.8,38:31.7,0 days 00:01:27.846397,512,10000,0.002493874,0.011646913,0.999,0.002973046,1000,tiny,4,1,4,COMPLETE
4407,4407,621,19:14.7,20:43.7,0 days 00:01:28.997152,128,10000,0.004229454,0.054029284,0.999,0.006237296,5000,tiny,4,1,4,COMPLETE
4551,4551,621,24:35.5,26:08.1,0 days 00:01:32.671999,16,10000,0.001751736,0.021352895,0.999,0.003828385,5000,tiny,2,1,4,COMPLETE
5289,5289,621,56:34.4,58:03.7,0 days 00:01:29.310376,16,10000,0.019788801,0.191224723,0.999,0.016373421,5000,tiny,8,1,4,COMPLETE
6268,6268,621,15:27.8,17:07.6,0 days 00:01:39.869908,16,10000,0.005610047,0.002418426,0.999,0.02420135,5000,tiny,8,1,4,COMPLETE
6614,6614,621,17:19.8,18:52.6,0 days 00:01:32.804807,16,50000,0.007575691,0.021916361,0.999,0.005541066,1000,tiny,2,1,4,COMPLETE
926,926,620,52:38.4,54:09.7,0 days 00:01:31.324199,32,100000,0.017037145,0.011392004,0.999,0.000148949,0,tiny,1,1000,8,COMPLETE
1519,1519,613,18:17.7,19:47.2,0 days 00:01:29.478467,16,10000,0.02347681,0.004942652,0.999,0.006787539,5000,tiny,2,1000,4,COMPLETE
121,121,612,01:00.4,02:10.1,0 days 00:01:09.705671,32,100000,0.084783696,0.012044029,0.999,0.00073147,1000,small,8,1000,8,COMPLETE
285,285,612,16:41.8,18:02.0,0 days 00:01:20.196346,64,50000,0.010590827,0.004065908,0.999,0.058654354,10000,tiny,8,1,8,COMPLETE
1582,1582,612,24:00.8,25:32.2,0 days 00:01:31.383878,16,10000,0.001888204,0.130663405,0.999,0.01004082,5000,tiny,2,1,4,COMPLETE
1631,1631,612,15:11.1,16:43.2,0 days 00:01:32.043914,16,10000,0.002201614,0.150977261,0.999,0.005119018,5000,tiny,2,1,4,COMPLETE
1730,1730,612,52:36.3,54:08.4,0 days 00:01:32.090220,16,10000,0.012097362,0.027402535,0.999,0.027799034,5000,tiny,2,1,4,COMPLETE
1740,1740,612,02:46.1,04:20.7,0 days 00:01:34.571291,16,10000,0.01529572,0.019752667,0.999,0.031391776,5000,tiny,2,1,4,COMPLETE
1780,1780,612,41:05.9,42:39.8,0 days 00:01:33.829645,16,10000,0.010496253,0.03112007,0.999,0.015804747,5000,tiny,2,1,4,COMPLETE
1819,1819,612,17:48.2,19:16.3,0 days 00:01:28.022931,16,10000,0.008841877,0.020392644,0.999,0.016624622,5000,tiny,4,1,4,COMPLETE
2281,2281,612,00:54.5,02:25.3,0 days 00:01:30.796318,16,10000,0.010282269,0.00298199,0.999,0.035412684,5000,tiny,2,1,4,COMPLETE
2326,2326,612,40:34.6,42:05.5,0 days 00:01:30.857506,16,10000,0.001006563,0.002766074,0.999,0.03110553,5000,tiny,2,1,4,COMPLETE
3592,3592,612,42:30.3,44:28.3,0 days 00:01:58.005281,512,10000,0.002505631,0.03257802,0.999,5.16E-05,5000,large,2,1,4,COMPLETE
4168,4168,612,55:59.6,57:35.1,0 days 00:01:35.514464,16,10000,0.004776557,0.103575404,0.999,0.009825693,10000,tiny,2,1,4,COMPLETE
5880,5880,612,27:23.8,28:58.5,0 days 00:01:34.702394,16,10000,0.003913058,0.1261316,0.999,0.003533644,5000,tiny,8,1,4,COMPLETE
8195,8195,612,55:05.0,56:59.9,0 days 00:01:54.947099,128,1000000,0.012418281,0.01577923,0.999,0.000256651,1000,large,8,1,4,COMPLETE
685,685,610,29:52.7,31:29.1,0 days 00:01:36.380205,64,50000,0.003844026,0.005252878,0.999,0.000402212,10000,tiny,8,1,1,COMPLETE
3417,3417,610,08:33.0,10:05.2,0 days 00:01:32.148391,16,50000,0.165900012,0.002497272,0.995,0.000409807,5000,tiny,2,1,4,COMPLETE
5583,5583,608,05:48.7,07:49.0,0 days 00:02:00.271164,256,10000,0.012151087,0.002418355,0.999,4.00E-05,5000,medium,2,1,4,COMPLETE
881,881,604,18:04.2,19:25.3,0 days 00:01:21.018320,64,50000,0.020502748,0.045184857,0.999,0.008242484,1000,tiny,8,1,8,COMPLETE
1161,1161,596,00:43.8,02:10.6,0 days 00:01:26.762062,256,50000,0.0089559,0.004416646,0.999,0.000181557,10000,tiny,2,1000,8,COMPLETE
3659,3659,596,40:42.7,42:20.2,0 days 00:01:37.570472,64,10000,0.035054682,0.001838665,0.999,0.001169613,5000,tiny,2,1,8,COMPLETE
1864,1864,595,57:21.3,58:53.8,0 days 00:01:32.485859,16,10000,0.02738704,0.167732788,0.999,0.004277203,5000,tiny,2,1,4,COMPLETE
8323,8323,594,44:44.3,46:31.7,0 days 00:01:47.375425,64,1000000,0.010850184,0.011009797,0.999,0.000451228,0,small,8,1,4,COMPLETE
112,112,590,52:02.7,53:05.7,0 days 00:01:02.994270,32,100000,0.068664937,0.013669845,0.999,0.001508262,20000,small,8,1000,8,COMPLETE
7944,7944,589,16:11.4,17:44.8,0 days 00:01:33.322853,16,1000000,0.039153767,0.00717314,0.999,0.000450308,5000,tiny,2,1,8,COMPLETE
744,744,588,26:19.3,27:51.7,0 days 00:01:32.361796,16,50000,0.003238799,0.077398916,0.999,0.000124026,10000,tiny,8,1000,1,COMPLETE
7593,7593,588,03:54.3,05:22.5,0 days 00:01:28.176490,16,10000,0.036167807,0.160126641,0.999,0.000365651,5000,tiny,2,1000,4,COMPLETE
1492,1492,583,54:17.2,55:41.7,0 days 00:01:24.513897,32,50000,0.007652346,0.1304733,0.999,0.000356462,5000,tiny,2,1,8,COMPLETE
7777,7777,577,49:11.9,50:41.2,0 days 00:01:29.315657,64,10000,0.024310412,0.375176164,0.999,2.00E-05,5000,tiny,2,5000,4,COMPLETE
6079,6079,575,29:52.9,31:25.1,0 days 00:01:32.231355,16,10000,0.002519618,0.114065798,0.999,0.002725084,5000,tiny,2,1,256,COMPLETE
4915,4915,574,37:05.4,38:39.9,0 days 00:01:34.478058,16,10000,0.006628517,0.117352251,0.999,0.000435591,10000,tiny,2,1,4,COMPLETE
3474,3474,571,00:02.1,01:33.4,0 days 00:01:31.319377,16,10000,0.014802754,0.018443853,0.999,0.02686798,20000,tiny,2,1,4,COMPLETE
1578,1578,560,18:25.9,19:58.0,0 days 00:01:32.071248,16,10000,0.002169775,0.108340735,0.999,0.007366062,5000,tiny,2,1,4,COMPLETE
1688,1688,560,10:24.8,11:55.4,0 days 00:01:30.546802,16,10000,0.013541907,0.086534959,0.999,0.01574027,5000,tiny,2,1,4,COMPLETE
2866,2866,558,16:40.9,18:11.6,0 days 00:01:30.789927,16,10000,0.004972019,0.020659113,0.999,0.000991997,5000,tiny,2,1,4,COMPLETE
114,114,557,53:52.3,54:59.2,0 days 00:01:06.828395,32,100000,0.101924479,0.010788701,0.999,0.001429556,20000,small,8,1000,8,COMPLETE
5970,5970,557,50:56.3,52:37.9,0 days 00:01:41.637080,16,10000,0.009561401,0.031455773,0.9999,0.00162405,5000,tiny,2,1,4,COMPLETE
6524,6524,557,59:10.9,00:52.3,0 days 00:01:41.380954,16,1000000,0.01208057,0.001952445,0.999,0.00997571,5000,tiny,2,1,1,COMPLETE
1209,1209,554,43:04.8,44:38.3,0 days 00:01:33.461481,128,50000,0.004319834,0.046970795,0.999,0.000637984,0,tiny,2,1,4,COMPLETE
5873,5873,552,20:24.1,22:01.0,0 days 00:01:36.867330,16,10000,0.016177817,0.140845518,0.995,0.000435183,5000,tiny,2,1,4,COMPLETE
1981,1981,551,37:10.4,38:39.5,0 days 00:01:29.073089,16,10000,0.001758053,0.040371686,0.999,0.008952198,5000,tiny,2,1,4,COMPLETE
1246,1246,549,19:00.4,20:46.5,0 days 00:01:46.166657,128,50000,0.002414823,0.001310642,0.999,0.090125337,0,tiny,2,1,1,COMPLETE
4285,4285,541,34:15.8,35:41.4,0 days 00:01:25.594653,16,50000,0.003230846,0.029786003,0.999,0.010694608,0,tiny,4,1,16,COMPLETE
1368,1368,540,10:52.7,12:28.0,0 days 00:01:35.338343,128,10000,0.006846876,0.001784134,0.999,0.000812196,10000,small,8,1,8,COMPLETE
6497,6497,540,34:07.1,35:37.1,0 days 00:01:30.058973,512,10000,0.002615034,0.034804105,0.999,0.002938745,0,tiny,4,1,4,COMPLETE
1218,1218,532,52:20.9,53:50.7,0 days 00:01:29.791699,128,50000,0.00199068,0.035546338,0.999,0.000593664,0,tiny,2,1,8,COMPLETE
3849,3849,531,21:41.1,23:25.0,0 days 00:01:43.816687,16,10000,0.009543342,0.043611386,0.999,0.000295359,5000,medium,2,1,4,COMPLETE
7190,7190,531,17:06.3,18:38.3,0 days 00:01:32.025665,16,10000,0.030096309,0.162890121,0.999,0.000404607,5000,tiny,2,1,4,COMPLETE
8252,8252,522,44:18.0,45:55.2,0 days 00:01:37.242159,128,1000000,0.012542496,0.012885387,0.999,0.000320199,1000,small,8,1,4,COMPLETE
6574,6574,521,42:34.8,44:06.5,0 days 00:01:31.777033,32,10000,0.082199641,0.002760063,0.999,0.00013709,5000,tiny,2,1,4,COMPLETE
656,656,514,00:47.4,02:29.1,0 days 00:01:41.633490,64,50000,0.005791434,0.001332211,0.999,0.000184565,10000,tiny,8,1,1,COMPLETE
7423,7423,514,37:52.4,39:29.7,0 days 00:01:37.315584,16,10000,0.01495358,0.142308979,0.999,0.015460408,5000,tiny,2,1,4,COMPLETE
6003,6003,504,22:12.3,23:50.4,0 days 00:01:38.059545,16,10000,0.028053853,0.002912256,0.999,0.013572259,5000,tiny,2,1,4,COMPLETE
1585,1585,495,27:15.4,28:48.6,0 days 00:01:33.246571,16,10000,0.001806534,0.127810004,0.999,0.009268124,5000,tiny,2,1,4,COMPLETE
4967,4967,493,23:28.2,25:12.9,0 days 00:01:44.684965,512,10000,0.001001934,0.10565292,0.999,0.000484929,5000,tiny,2,1,1,COMPLETE
8087,8087,493,21:36.0,23:10.8,0 days 00:01:34.821011,512,1000000,0.004895825,0.065798428,0.999,0.000498566,5000,tiny,2,1,4,COMPLETE
1254,1254,487,27:20.4,29:06.3,0 days 00:01:45.973456,128,50000,0.002825094,0.001125236,0.999,0.197676379,0,tiny,2,1,1,COMPLETE
123,123,485,03:09.5,04:22.3,0 days 00:01:12.737897,32,100000,0.096882043,0.012239264,0.999,0.000518845,1000,small,8,1000,8,COMPLETE
226,226,485,26:42.5,27:52.0,0 days 00:01:09.466840,512,100000,0.086881379,0.0124973,0.999,0.000115523,1000,tiny,2,1000,4,COMPLETE
334,334,484,57:56.0,59:19.3,0 days 00:01:23.255388,32,100000,0.044434308,0.006864268,0.999,0.000226695,0,small,8,1000,4,COMPLETE
1702,1702,484,25:49.8,27:24.7,0 days 00:01:34.853015,16,10000,0.011351679,0.019731626,0.999,0.024186752,5000,tiny,2,1,4,COMPLETE
1156,1156,479,55:56.6,57:15.5,0 days 00:01:18.832916,64,50000,0.007917736,0.003932498,0.999,0.000176744,10000,small,2,1000,8,COMPLETE
692,692,477,38:47.9,40:19.4,0 days 00:01:31.524028,64,50000,0.005835899,0.005752362,0.999,5.61E-05,10000,tiny,8,1,1,COMPLETE
3015,3015,473,20:51.9,22:17.6,0 days 00:01:25.688208,16,10000,0.100243007,0.016604092,0.999,0.040374035,5000,tiny,4,1,4,COMPLETE
3844,3844,471,17:06.3,18:45.2,0 days 00:01:38.897384,16,10000,0.005807453,0.004943458,0.99,9.98E-05,10000,tiny,2,1,1,COMPLETE
3829,3829,470,03:24.3,04:56.0,0 days 00:01:31.694512,16,10000,0.129376663,0.001771976,0.999,0.010114609,5000,tiny,2,1,4,COMPLETE
170,170,468,44:19.6,45:38.9,0 days 00:01:19.361712,16,50000,0.184806601,0.00513967,0.999,0.000262685,1000,small,8,1000,8,COMPLETE
1360,1360,468,02:41.8,04:09.4,0 days 00:01:27.586541,128,50000,0.111034865,0.001273802,0.999,0.001114807,10000,tiny,8,1,8,COMPLETE
651,651,466,55:13.2,56:51.8,0 days 00:01:38.612345,64,50000,0.003972905,0.001487814,0.999,0.000174411,10000,tiny,8,1,1,COMPLETE
272,272,464,05:26.5,06:42.5,0 days 00:01:15.947951,64,50000,0.018015293,0.01286032,0.999,0.000452283,1000,tiny,8,1000,8,COMPLETE
923,923,464,49:59.9,51:19.9,0 days 00:01:20.025697,64,50000,0.060801438,0.011200645,0.999,0.000124521,0,tiny,8,1000,8,COMPLETE
5810,5810,463,22:35.8,24:02.7,0 days 00:01:26.967237,100,50000,0.031407681,0.024804845,0.999,0.001465138,5000,tiny,2,1,8,COMPLETE
276,276,461,08:56.2,10:04.7,0 days 00:01:08.512442,64,50000,0.010929347,0.013891363,0.999,0.000275934,1000,tiny,8,1000,4,COMPLETE
3468,3468,460,52:48.8,54:27.1,0 days 00:01:38.232883,16,10000,0.005851866,0.083964773,0.999,0.016533127,5000,tiny,4,1,4,COMPLETE
145,145,459,22:49.5,24:05.0,0 days 00:01:15.496213,32,100000,0.123095561,0.01085662,0.999,0.000949861,1000,tiny,8,1000,8,COMPLETE
1904,1904,459,33:44.2,35:15.0,0 days 00:01:30.750510,16,10000,0.013273179,0.014647782,0.999,0.023859326,5000,tiny,2,1,4,COMPLETE
3274,3274,459,03:46.2,05:27.7,0 days 00:01:41.435354,16,10000,0.004060973,0.019616414,0.999,0.002859106,5000,tiny,1,1,4,COMPLETE
3332,3332,459,53:54.7,55:28.4,0 days 00:01:33.778501,16,10000,0.003677249,0.001184634,0.999,0.008368479,5000,tiny,2,1,4,COMPLETE
7419,7419,459,34:00.5,35:42.0,0 days 00:01:41.478419,16,10000,0.001767421,0.125903074,0.999,0.000860963,5000,tiny,2,1,8,COMPLETE
8332,8332,459,52:53.7,54:38.3,0 days 00:01:44.555768,16,1000000,0.009526791,0.002203117,0.995,9.07E-05,1000,small,2,1,8,COMPLETE
2766,2766,458,54:53.5,56:22.3,0 days 00:01:28.760772,16,10000,0.015057057,0.14622478,0.999,0.018759349,5000,tiny,4,1,4,COMPLETE
4517,4517,457,56:01.1,57:32.0,0 days 00:01:30.933981,16,10000,0.00510173,0.00135101,0.999,0.000427029,5000,tiny,2,1,4,COMPLETE
244,244,456,42:46.1,43:59.5,0 days 00:01:13.442665,64,100000,0.01689553,0.014696873,0.9999,0.000255002,1000,tiny,2,1000,4,COMPLETE
503,503,456,03:09.9,04:48.5,0 days 00:01:38.630468,64,100000,0.027533732,0.005173771,0.995,1.00E-05,0,small,1,1000,8,COMPLETE
1013,1013,455,03:18.1,04:28.9,0 days 00:01:10.721995,64,50000,0.105171163,0.016851221,0.999,0.006692494,1000,tiny,8,1000,8,COMPLETE
3402,3402,451,55:34.6,57:03.1,0 days 00:01:28.474000,16,10000,0.00317555,0.125092319,0.999,0.005123763,5000,tiny,4,1,4,COMPLETE
4161,4161,450,48:58.5,50:31.7,0 days 00:01:33.117162,128,10000,0.041044789,0.00196341,0.999,0.001240947,1000,tiny,2,1,4,COMPLETE
531,531,447,26:49.3,28:24.9,0 days 00:01:35.524952,64,100000,0.077815583,0.083141956,0.98,2.94E-05,1000,small,1,1000,1000,COMPLETE
7901,7901,440,39:21.2,41:00.8,0 days 00:01:39.632100,16,10000,0.0021926,0.003530027,0.999,0.000502401,5000,tiny,2,1,8,COMPLETE
255,255,435,52:51.4,54:01.5,0 days 00:01:10.048426,64,1000000,0.013511987,0.012085964,0.9999,0.000185892,0,tiny,4,1000,4,COMPLETE
8164,8164,434,29:31.7,30:29.3,0 days 00:00:57.528702,128,1000000,0.011207507,0.410435423,0.999,0.000390651,1000,small,8,1,4,PRUNED
131,131,430,10:14.2,11:33.7,0 days 00:01:19.433459,32,100000,0.102390845,0.007282199,0.999,0.000659131,1000,small,8,1000,8,COMPLETE
7025,7025,426,02:16.6,03:05.8,0 days 00:00:49.223545,16,50000,0.090647395,0.041304907,0.999,0.000368275,5000,tiny,8,1000,4,PRUNED
1212,1212,422,46:11.8,47:39.4,0 days 00:01:27.598197,128,50000,0.004875316,0.040400596,0.999,0.000587171,0,tiny,2,1,1,COMPLETE
3257,3257,422,48:49.5,50:21.9,0 days 00:01:32.415626,512,10000,0.001325915,0.008745864,0.999,3.10E-05,5000,tiny,2,5000,4,COMPLETE
5937,5937,422,17:41.9,19:06.5,0 days 00:01:24.653163,16,50000,0.005189228,0.002274939,0.999,0.000482457,5000,tiny,2,20000,8,COMPLETE
5953,5953,422,32:53.8,34:27.7,0 days 00:01:33.910453,16,10000,0.002141921,0.004064643,0.99,0.000198615,5000,tiny,2,1,1,COMPLETE
6694,6694,422,24:54.1,25:40.8,0 days 00:00:46.677701,16,10000,0.001443813,0.040341191,0.95,0.0006886,5000,tiny,2,10000,8,PRUNED
8215,8215,422,14:07.6,14:54.2,0 days 00:00:46.617496,128,1000000,0.010355279,0.010539576,0.995,0.00063763,1000,small,8,1,16,PRUNED
7990,7990,418,57:00.7,57:51.8,0 days 00:00:51.105839,32,10000,0.001834358,0.015436131,0.999,0.000418483,5000,tiny,4,15000,4,PRUNED
1438,1438,417,09:34.2,11:08.8,0 days 00:01:34.559844,100,50000,0.00117176,0.004752276,0.999,6.47E-05,0,small,2,1,8,COMPLETE
3399,3399,417,52:10.1,53:37.1,0 days 00:01:27.007557,512,10000,0.08199332,0.028135802,0.999,0.00077316,5000,tiny,2,1,4,COMPLETE
6597,6597,417,03:26.2,04:14.9,0 days 00:00:48.677168,16,10000,0.06500082,0.038462701,0.995,6.13E-05,5000,medium,2,1000,8,PRUNED
5709,5709,416,55:10.9,56:51.7,0 days 00:01:40.774241,16,10000,0.052384254,0.031838359,0.999,0.000983588,0,tiny,2,1,4,COMPLETE
891,891,414,25:27.8,26:57.2,0 days 00:01:29.395072,64,50000,0.070962887,0.006358003,0.999,0.000724751,10000,small,8,1,8,COMPLETE
7266,7266,414,22:41.6,23:37.6,0 days 00:00:56.034063,16,10000,0.005830347,0.169155413,0.999,2.49E-05,5000,small,4,1,4,PRUNED
7336,7336,414,24:34.8,25:24.4,0 days 00:00:49.600055,512,100000,0.064568873,0.004521925,0.999,0.000387614,5000,tiny,2,1,4,PRUNED
5160,5160,413,09:21.0,10:34.9,0 days 00:01:13.858670,16,10000,0.066826486,0.060416924,0.9999,0.000374985,5000,tiny,8,15000,8,COMPLETE
8357,8357,412,16:00.2,17:06.9,0 days 00:01:06.694378,16,1000000,0.011250501,0.001497307,0.999,0.000149024,5000,small,8,1,1,PRUNED
6445,6445,411,47:07.4,48:49.1,0 days 00:01:41.746914,100,10000,0.087394408,0.266303533,0.999,0.000332435,5000,tiny,2,1,4,COMPLETE
6304,6304,409,46:39.3,47:33.2,0 days 00:00:53.841157,16,50000,0.011393534,0.002555092,0.999,0.999031821,1000,tiny,8,1,4,PRUNED
7246,7246,407,05:45.1,06:36.0,0 days 00:00:50.907448,16,10000,0.001902819,0.096872291,0.999,0.015971549,0,tiny,2,1,4,PRUNED
7256,7256,407,14:19.2,15:14.3,0 days 00:00:55.109210,16,10000,0.081734413,0.001596068,0.999,0.013353357,10000,tiny,2,1,4,PRUNED
7758,7758,407,32:26.7,34:22.4,0 days 00:01:55.684305,32,10000,0.005356901,0.115851177,0.999,8.14E-05,5000,medium,2,1,4,COMPLETE
2902,2902,406,46:44.2,48:10.6,0 days 00:01:26.417780,256,10000,0.008976333,0.007421618,0.999,0.000639289,5000,tiny,2,1,4,COMPLETE
8259,8259,406,51:28.3,52:21.6,0 days 00:00:53.350283,128,1000000,0.002381807,0.001432549,0.999,0.000871363,1000,small,8,1,4,PRUNED
5763,5763,405,41:37.0,42:25.8,0 days 00:00:48.795465,128,10000,0.021986244,0.021247848,0.999,2.94E-05,5000,tiny,2,1,4,PRUNED
283,283,404,14:44.8,16:05.1,0 days 00:01:20.250491,64,50000,0.177083831,0.003963047,0.999,0.249615326,10000,tiny,8,1,8,COMPLETE
784,784,404,58:55.1,00:17.9,0 days 00:01:22.825132,64,100000,0.098334976,0.291731171,0.999,0.002168192,1000,tiny,8,1,8,COMPLETE
5955,5955,404,35:17.1,36:14.6,0 days 00:00:57.514683,16,10000,0.018718086,0.067116187,0.999,0.002090244,5000,tiny,2,1,4,PRUNED
6908,6908,404,30:20.4,31:36.1,0 days 00:01:15.621760,16,10000,0.002375625,0.025566399,0.999,5.86E-05,5000,large,2,1,1,PRUNED
7001,7001,402,43:21.0,44:11.7,0 days 00:00:50.704081,16,10000,0.001186046,0.001417892,0.999,0.00033984,5000,tiny,4,1000,4,PRUNED
8334,8334,400,55:35.6,56:30.7,0 days 00:00:55.149521,64,1000000,0.010968342,0.021174982,0.999,0.000182104,0,small,2,1,4,PRUNED
