,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_rate,params_learning_starts,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
3112,3112,37,46:02.3,46:40.4,0 days 00:00:38.044412,64,100000,0.009316155,0.300176292,0.99,0.009825865,1000,large,8,10000,4,PRUNED
3293,3293,37,45:43.6,46:27.1,0 days 00:00:43.502070,256,50000,0.005500902,0.005214933,0.98,0.000365723,10000,small,1,10000,16,PRUNED
3523,3523,37,38:56.5,39:58.0,0 days 00:01:01.568817,64,10000,0.004680165,0.442904818,0.9999,0.001017275,0,small,4,15000,256,COMPLETE
3550,3550,37,58:43.8,59:25.8,0 days 00:00:42.038326,64,100000,0.002564169,0.00784514,0.9,0.001082058,0,small,1,1000,256,PRUNED
78,78,36,25:24.1,26:33.4,0 days 00:01:09.255565,100,100000,0.028068993,0.003451045,0.995,0.001367029,10000,large,2,1000,256,COMPLETE
1003,1003,36,49:31.2,50:07.3,0 days 00:00:36.070390,64,100000,0.118556786,0.038545214,0.995,0.000642503,20000,medium,2,15000,256,PRUNED
1205,1205,36,14:29.7,15:09.3,0 days 00:00:39.618783,100,100000,0.109037605,0.152861929,0.9,0.005421672,5000,small,1,15000,1,PRUNED
1536,1536,36,25:01.2,26:00.6,0 days 00:00:59.375237,64,1000000,0.021805889,0.003940064,0.99,0.003286781,5000,large,1,15000,1,PRUNED
1613,1613,36,33:36.3,35:08.0,0 days 00:01:31.717371,64,50000,0.059802413,0.036456125,0.99,0.001852695,0,medium,1,1000,8,COMPLETE
1814,1814,36,26:19.5,27:07.7,0 days 00:00:48.187587,100,100000,0.022502668,0.007014121,0.99,0.000314217,5000,small,1,20000,1,PRUNED
1830,1830,36,39:29.8,40:20.0,0 days 00:00:50.168992,100,1000000,0.085041214,0.080720742,0.99,0.000274453,5000,small,1,10000,1,PRUNED
1916,1916,36,49:20.8,50:03.5,0 days 00:00:42.681430,128,100000,0.190087023,0.001127784,0.99,0.000884233,10000,small,1,20000,256,PRUNED
1931,1931,36,01:11.9,02:16.7,0 days 00:01:04.801647,128,100000,0.085828759,0.009082631,0.9,0.002274237,5000,large,4,10000,1,PRUNED
2073,2073,36,55:02.1,56:16.8,0 days 00:01:14.722852,512,100000,0.013851648,0.014815825,0.98,0.000846432,5000,small,2,1000,128,COMPLETE
2456,2456,36,55:27.5,56:09.5,0 days 00:00:42.044961,512,10000,0.021623349,0.150074515,0.99,0.001855513,10000,tiny,1,1000,1,PRUNED
2473,2473,36,08:54.3,09:38.4,0 days 00:00:44.117062,64,50000,0.008019271,0.010289079,0.995,0.000859572,5000,small,4,20000,1,PRUNED
2475,2475,36,10:21.4,11:21.4,0 days 00:01:00.003102,100,10000,0.003708709,0.345332203,0.98,0.002627025,5000,large,2,1000,1,PRUNED
2621,2621,36,01:40.7,02:20.8,0 days 00:00:40.105880,32,50000,0.003818711,0.169656883,0.9999,0.000648294,1000,medium,4,15000,256,PRUNED
2819,2819,36,26:45.9,27:27.3,0 days 00:00:41.431850,128,100000,0.017695718,0.172584066,0.99,0.002544977,5000,small,1,15000,256,PRUNED
3023,3023,36,53:21.9,53:55.3,0 days 00:00:33.411614,32,100000,0.007119228,0.02760431,0.99,0.04970421,10000,small,8,15000,128,PRUNED
3362,3362,36,37:10.2,37:55.4,0 days 00:00:45.229684,64,100000,0.003189105,0.039462976,0.98,0.011140095,10000,small,1,10000,1,PRUNED
3604,3604,36,38:02.2,38:35.9,0 days 00:00:33.712770,64,100000,0.01864887,0.128621843,0.995,0.001769946,10000,small,8,15000,256,PRUNED
3784,3784,36,41:06.7,41:50.9,0 days 00:00:44.217994,64,10000,0.038489813,0.003158903,0.95,0.007600585,0,small,1,15000,256,PRUNED
155,155,35,25:00.2,25:42.0,0 days 00:00:41.858630,64,10000,0.009605347,0.001274409,0.999,0.001433923,1000,small,1,20000,256,PRUNED
234,234,35,17:36.2,18:11.9,0 days 00:00:35.702377,64,100000,0.029358713,0.001165314,0.95,0.001885077,10000,large,8,20000,4,PRUNED
249,249,35,31:21.7,32:04.8,0 days 00:00:43.089554,512,10000,0.0174951,0.001388286,0.9,0.002847301,5000,small,2,15000,1,PRUNED
302,302,35,10:01.7,10:38.2,0 days 00:00:36.456721,100,50000,0.017133591,0.003829241,0.95,0.001503028,0,small,2,20000,256,PRUNED
389,389,35,12:08.9,12:42.2,0 days 00:00:33.348236,64,100000,0.01647143,0.002746919,0.98,0.004361805,5000,small,4,20000,8,PRUNED
416,416,35,35:16.9,36:05.3,0 days 00:00:48.403543,100,1000000,0.014560545,0.144042134,0.99,5.03E-05,10000,large,1,15000,8,PRUNED
448,448,35,01:12.7,01:55.3,0 days 00:00:42.611565,64,10000,0.026453254,0.24149974,0.9,0.001334899,5000,medium,1,1000,256,PRUNED
517,517,35,50:10.7,51:21.4,0 days 00:01:10.683410,64,100000,0.00156591,0.049306924,0.9999,0.013199615,10000,small,1,15000,256,COMPLETE
700,700,35,00:56.7,01:39.7,0 days 00:00:43.007733,64,100000,0.0288281,0.435940946,0.999,0.001288863,5000,medium,1,10000,256,PRUNED
759,759,35,47:37.5,48:20.5,0 days 00:00:42.962154,64,100000,0.014143805,0.001102186,0.995,9.92E-05,20000,medium,1,20000,1,PRUNED
813,813,35,28:32.7,29:21.5,0 days 00:00:48.755248,64,1000000,0.003793295,0.014271872,0.98,7.62E-05,5000,large,1,15000,1,PRUNED
907,907,35,36:32.8,37:04.6,0 days 00:00:31.798329,16,10000,0.00934394,0.025630564,0.995,0.001397119,5000,tiny,4,5000,256,PRUNED
999,999,35,45:48.1,46:21.2,0 days 00:00:33.067510,64,100000,0.009107518,0.208019041,0.95,0.001731487,5000,medium,4,10000,16,PRUNED
1138,1138,35,25:30.2,26:21.1,0 days 00:00:50.882711,100,100000,0.012527278,0.003026917,0.99,0.000617302,5000,large,1,10000,1,PRUNED
1153,1153,35,36:35.6,37:21.9,0 days 00:00:46.278382,100,10000,0.002204551,0.001273721,0.995,0.001624861,5000,medium,1,15000,1,PRUNED
1306,1306,35,26:56.7,27:42.7,0 days 00:00:45.981057,100,10000,0.006845423,0.004983332,0.98,0.000147435,10000,small,1,1000,1,PRUNED
1456,1456,35,07:47.9,08:27.5,0 days 00:00:39.610195,64,10000,0.020856202,0.142932333,0.9999,0.001360779,5000,small,1,1000,1,PRUNED
1634,1634,35,51:02.7,51:42.6,0 days 00:00:39.951598,512,10000,0.144356999,0.00408014,0.99,0.022064361,1000,small,2,20000,256,PRUNED
1646,1646,35,01:31.7,02:18.7,0 days 00:00:47.061596,64,10000,0.050742543,0.001658167,0.9,0.005237004,5000,small,2,15000,1,PRUNED
1717,1717,35,01:18.5,02:09.1,0 days 00:00:50.599854,64,10000,0.126414129,0.017732453,0.995,0.000926263,20000,small,2,5000,1,PRUNED
1841,1841,35,48:12.7,48:58.1,0 days 00:00:45.377980,512,1000000,0.017482314,0.244080103,0.99,0.000205144,5000,small,1,10000,128,PRUNED
1850,1850,35,55:29.3,56:06.0,0 days 00:00:36.609539,100,10000,0.002641371,0.00393965,0.9,0.002769344,20000,tiny,4,15000,16,PRUNED
1902,1902,35,37:49.6,38:29.2,0 days 00:00:39.566915,16,100000,0.029602498,0.002003188,0.9,0.002112496,10000,tiny,1,10000,256,PRUNED
2012,2012,35,07:06.1,07:43.5,0 days 00:00:37.349106,64,100000,0.020741675,0.190538874,0.99,0.001546382,5000,small,4,15000,4,PRUNED
2062,2062,35,45:49.4,46:27.9,0 days 00:00:38.446914,64,100000,0.017986628,0.499362575,0.9999,0.018780419,5000,tiny,1,15000,256,PRUNED
2110,2110,35,25:39.3,26:57.9,0 days 00:01:18.599692,100,1000000,0.015404836,0.035316402,0.95,0.000241243,0,large,2,10000,256,COMPLETE
2281,2281,35,43:20.8,44:05.1,0 days 00:00:44.347032,512,100000,0.001120903,0.327660094,0.995,0.000717549,5000,small,1,20000,16,PRUNED
2284,2284,35,45:27.7,46:25.4,0 days 00:00:57.671281,64,100000,0.116554936,0.019741298,0.9,0.004816108,0,large,1,20000,1,PRUNED
2307,2307,35,03:29.6,04:12.7,0 days 00:00:43.035418,64,50000,0.004642863,0.081483001,0.99,0.00087975,5000,small,1,1000,1,PRUNED
2315,2315,35,09:26.8,10:07.2,0 days 00:00:40.424868,64,1000000,0.045386463,0.044126141,0.9,0.007834633,5000,small,1,1000,256,PRUNED
2829,2829,35,33:43.3,34:21.9,0 days 00:00:38.585810,128,1000000,0.036116205,0.022571475,0.99,0.001728262,5000,tiny,1,1000,256,PRUNED
3006,3006,35,41:54.9,42:51.3,0 days 00:00:56.415193,64,100000,0.011743513,0.003385318,0.98,0.042530918,0,small,8,15000,128,COMPLETE
3041,3041,35,03:56.0,04:31.4,0 days 00:00:35.422350,32,100000,0.023871333,0.025680541,0.99,0.074962354,10000,small,8,15000,128,PRUNED
3433,3433,35,31:36.3,32:19.2,0 days 00:00:42.892426,32,100000,0.00521939,0.013054529,0.98,0.000484601,5000,tiny,1,5000,1,PRUNED
3725,3725,35,00:27.5,01:11.3,0 days 00:00:43.811726,256,10000,0.00252515,0.191478835,0.99,0.0020477,5000,medium,2,10000,256,PRUNED
3826,3826,35,10:49.8,11:31.4,0 days 00:00:41.638916,64,100000,0.001349614,0.090364215,0.995,0.004750316,10000,small,8,5000,1,PRUNED
188,188,34,48:17.0,48:59.2,0 days 00:00:42.180804,100,10000,0.113688984,0.001015226,0.9999,0.004586664,1000,small,1,20000,8,PRUNED
201,201,34,56:54.0,57:27.6,0 days 00:00:33.582380,64,10000,0.035644717,0.002515343,0.995,0.002189882,5000,small,4,20000,256,PRUNED
251,251,34,32:49.0,33:31.4,0 days 00:00:42.313694,512,10000,0.01878826,0.001004404,0.9,0.00205421,5000,small,2,15000,1,PRUNED
326,326,34,27:52.5,28:35.4,0 days 00:00:42.834551,100,50000,0.007404604,0.014192406,0.98,0.007972012,5000,small,4,1000,1,PRUNED
364,364,34,55:24.2,55:58.3,0 days 00:00:34.047165,64,1000000,0.004851322,0.001901117,0.9,0.001640494,5000,small,2,20000,256,PRUNED
438,438,34,53:34.7,54:30.1,0 days 00:00:55.409349,256,10000,0.018078681,0.047476946,0.995,0.000286825,5000,large,1,1000,1,PRUNED
850,850,34,55:40.6,56:16.5,0 days 00:00:35.938078,64,100000,0.014527131,0.049454489,0.99,0.000118174,10000,medium,2,1000,256,PRUNED
959,959,34,14:46.3,15:25.2,0 days 00:00:38.935435,64,100000,0.002959704,0.001303647,0.98,0.009167185,20000,small,1,15000,1,PRUNED
1021,1021,34,02:39.3,03:38.7,0 days 00:00:59.450812,32,1000000,0.005598764,0.401564999,0.995,0.000717398,5000,medium,2,20000,256,COMPLETE
1532,1532,34,20:58.4,21:57.3,0 days 00:00:58.860767,128,1000000,0.009315715,0.351963126,0.99,0.002038308,5000,large,1,1000,1,PRUNED
1586,1586,34,11:45.7,12:36.3,0 days 00:00:50.613372,64,50000,0.148242353,0.001672785,0.99,0.001547687,0,medium,1,20000,8,PRUNED
2054,2054,34,39:28.0,40:23.8,0 days 00:00:55.878018,64,10000,0.014069272,0.040507757,0.9999,0.000803116,5000,large,1,15000,256,PRUNED
2337,2337,34,25:26.2,26:20.9,0 days 00:00:54.711932,512,100000,0.003317774,0.001413265,0.99,0.00121343,1000,medium,1,15000,1,PRUNED
2361,2361,34,44:19.0,45:07.4,0 days 00:00:48.448356,64,1000000,0.036176001,0.001409355,0.9,0.062447329,0,medium,1,10000,256,PRUNED
2414,2414,34,23:55.0,24:39.7,0 days 00:00:44.748561,64,10000,0.076939823,0.0013257,0.999,0.000110794,5000,medium,1,20000,256,PRUNED
2502,2502,34,31:23.5,32:06.1,0 days 00:00:42.671191,64,10000,0.033509401,0.297186707,0.9,0.001641806,5000,small,1,15000,1,PRUNED
2729,2729,34,23:43.7,24:23.0,0 days 00:00:39.275540,64,1000000,0.006756868,0.007105413,0.99,0.003796274,5000,tiny,1,10000,16,PRUNED
2778,2778,34,57:13.3,57:48.0,0 days 00:00:34.747870,64,100000,0.067268,0.195754712,0.999,0.00186749,5000,small,4,1000,128,PRUNED
2794,2794,34,08:45.9,09:25.9,0 days 00:00:40.017586,128,100000,0.005918653,0.221528669,0.99,0.001834542,5000,small,1,15000,256,PRUNED
3126,3126,34,54:41.4,55:24.0,0 days 00:00:42.603923,64,100000,0.019148368,0.074247783,0.9,0.003771193,5000,large,2,15000,128,PRUNED
3138,3138,34,02:19.7,02:58.6,0 days 00:00:38.876183,32,100000,0.088634323,0.037722306,0.99,0.01367436,5000,small,2,15000,128,PRUNED
3208,3208,34,47:05.0,47:41.5,0 days 00:00:36.475381,64,100000,0.003610105,0.003691949,0.98,0.02047945,10000,small,8,15000,128,PRUNED
3400,3400,34,05:32.2,06:15.5,0 days 00:00:43.301503,256,1000000,0.01494942,0.161130895,0.999,0.000319027,5000,small,1,15000,16,PRUNED
3469,3469,34,58:28.8,59:01.5,0 days 00:00:32.758306,64,10000,0.001903014,0.0765123,0.99,0.001742517,10000,tiny,8,1000,128,PRUNED
3760,3760,34,24:17.8,25:04.4,0 days 00:00:46.614674,64,100000,0.009561512,0.02540553,0.98,0.00275535,5000,medium,1,15000,256,PRUNED
3790,3790,34,45:12.3,46:02.9,0 days 00:00:50.641039,64,100000,0.022772915,0.071276906,0.99,0.026880306,5000,medium,1,15000,8,PRUNED
55,55,33,07:29.3,08:36.5,0 days 00:01:07.209964,100,10000,0.012434826,0.002708327,0.9,0.002069372,5000,small,1,20000,1,COMPLETE
153,153,33,23:45.1,24:27.9,0 days 00:00:42.839614,64,10000,0.059309415,0.027474341,0.9999,0.005921885,10000,small,1,1000,256,PRUNED
306,306,33,13:11.1,14:03.5,0 days 00:00:52.382948,128,10000,0.165080112,0.004812965,0.99,0.008297807,5000,large,1,1000,128,PRUNED
336,336,33,35:22.2,36:02.3,0 days 00:00:40.141389,64,10000,0.015561381,0.083534398,0.995,0.003550671,5000,small,1,15000,128,PRUNED
456,456,33,07:03.7,07:57.4,0 days 00:00:53.668125,100,10000,0.007331401,0.017457328,0.995,0.001179418,5000,large,2,15000,1,PRUNED
599,599,33,49:37.1,50:20.1,0 days 00:00:43.036463,100,10000,0.036310937,0.09990635,0.999,0.00048723,10000,medium,1,5000,256,PRUNED
730,730,33,24:03.8,24:42.2,0 days 00:00:38.434892,64,50000,0.002067996,0.220998458,0.9999,0.003302969,10000,small,1,15000,256,PRUNED
756,756,33,45:28.4,46:12.0,0 days 00:00:43.624666,64,100000,0.011191755,0.001262842,0.995,6.64E-05,10000,medium,1,20000,1,PRUNED
1014,1014,33,57:35.7,58:26.8,0 days 00:00:51.026460,100,10000,0.025220319,0.192502088,0.995,0.001544066,5000,large,1,15000,1,PRUNED
1049,1049,33,22:18.1,22:52.5,0 days 00:00:34.388851,100,100000,0.001174595,0.170929362,0.95,0.000358229,5000,small,2,20000,4,PRUNED
1093,1093,33,53:03.9,53:55.1,0 days 00:00:51.201537,64,100000,0.00226648,0.023436029,0.95,0.008198096,5000,large,1,15000,1,PRUNED
1116,1116,33,09:30.8,11:05.9,0 days 00:01:35.092423,100,100000,0.035246269,0.081272607,0.98,0.002443461,20000,large,1,20000,128,COMPLETE
1316,1316,33,34:10.5,34:51.8,0 days 00:00:41.311905,512,10000,0.013438713,0.229373834,0.9999,4.81E-05,10000,small,1,20000,128,PRUNED
1326,1326,33,41:25.0,42:05.9,0 days 00:00:40.917474,64,100000,0.010044124,0.001438234,0.98,0.002640615,0,small,1,20000,16,PRUNED
1547,1547,33,37:39.7,38:33.6,0 days 00:00:53.983795,64,1000000,0.005225127,0.009393745,0.99,0.002707471,1000,medium,1,1000,1,PRUNED
1609,1609,33,30:14.8,31:01.3,0 days 00:00:46.530085,256,100000,0.002645501,0.194311519,0.995,0.001537205,10000,medium,1,1000,256,PRUNED
1822,1822,33,32:51.0,33:41.4,0 days 00:00:50.363857,128,100000,0.013659452,0.052553761,0.99,9.40E-05,5000,small,1,10000,1,PRUNED
1829,1829,33,38:41.0,39:29.8,0 days 00:00:48.798949,100,100000,0.01071893,0.015438969,0.99,0.000799242,5000,small,2,10000,1,PRUNED
1907,1907,33,41:59.7,42:42.2,0 days 00:00:42.529926,64,100000,0.001134357,0.134917755,0.99,0.003821621,5000,small,1,5000,256,PRUNED
1920,1920,33,52:22.1,53:00.8,0 days 00:00:38.700145,64,100000,0.011308535,0.075401634,0.9999,0.060647006,1000,tiny,1,20000,256,PRUNED
1937,1937,33,06:25.6,07:14.5,0 days 00:00:48.892973,100,100000,0.010514948,0.270703909,0.99,0.001888946,5000,medium,1,1000,256,PRUNED
2354,2354,33,38:20.1,39:00.3,0 days 00:00:40.189371,100,100000,0.137966992,0.00160505,0.9,0.000501831,10000,small,1,1000,256,PRUNED
2432,2432,33,37:19.7,37:58.1,0 days 00:00:38.414116,64,10000,0.001435709,0.001121754,0.9,0.015206546,5000,small,2,15000,256,PRUNED
2539,2539,33,59:31.2,00:19.3,0 days 00:00:48.136356,16,1000000,0.022618395,0.001002628,0.999,0.000311833,10000,medium,1,1000,1,PRUNED
2850,2850,33,49:38.3,50:19.2,0 days 00:00:40.938106,64,100000,0.012788955,0.171093292,0.9,0.000501324,10000,tiny,1,15000,1,PRUNED
2992,2992,33,31:28.1,32:12.6,0 days 00:00:44.537930,64,10000,0.011198033,0.223842903,0.9,0.000153699,20000,large,2,1,128,PRUNED
3144,3144,33,06:14.7,06:57.1,0 days 00:00:42.390748,128,50000,0.032686116,0.447768053,0.99,0.000916714,5000,large,2,15000,128,PRUNED
3221,3221,33,54:52.9,55:26.4,0 days 00:00:33.505296,64,100000,0.002571736,0.257237537,0.98,0.12514951,10000,small,8,15000,128,PRUNED
3332,3332,33,15:15.6,15:57.1,0 days 00:00:41.482546,64,100000,0.037177153,0.014884459,0.99,0.000557044,5000,small,1,15000,256,PRUNED
3371,3371,33,43:46.3,44:41.5,0 days 00:00:55.174503,100,10000,0.120010931,0.098840317,0.99,0.00044736,5000,large,4,10000,1,PRUNED
3394,3394,33,01:16.7,02:00.0,0 days 00:00:43.324850,64,1000000,0.012494434,0.013645824,0.99,0.001877199,5000,small,8,5000,1,PRUNED
3814,3814,33,02:26.7,03:08.6,0 days 00:00:41.894410,128,100000,0.010508624,0.061940169,0.9,0.002348383,5000,small,1,15000,256,PRUNED
3825,3825,33,10:07.1,10:49.8,0 days 00:00:42.638781,100,100000,0.035837635,0.025610007,0.98,0.000247382,5000,small,1,15000,256,PRUNED
104,104,32,46:42.0,47:24.6,0 days 00:00:42.603485,100,10000,0.01019921,0.002081566,0.9999,0.00343531,0,small,4,20000,1,PRUNED
113,113,32,53:19.9,53:59.3,0 days 00:00:39.330247,64,100000,0.039737525,0.001588882,0.95,0.002639271,10000,large,2,1000,256,PRUNED
257,257,32,37:43.3,38:24.7,0 days 00:00:41.401093,512,10000,0.038296352,0.005292214,0.99,0.001325354,5000,medium,2,15000,256,PRUNED
274,274,32,50:06.0,50:40.5,0 days 00:00:34.508674,128,1000000,0.004171075,0.024728705,0.9,0.001102248,5000,large,4,1000,256,PRUNED
279,279,32,53:52.6,54:32.4,0 days 00:00:39.815675,128,100000,0.006740226,0.00101536,0.9,0.001320747,5000,small,2,1000,1,PRUNED
294,294,32,04:33.4,05:14.7,0 days 00:00:41.226449,128,10000,0.007457163,0.001423938,0.9,0.004020861,5000,small,1,1000,256,PRUNED
458,458,32,08:36.8,09:14.9,0 days 00:00:38.148716,16,10000,0.019331745,0.002631016,0.95,0.001971767,10000,small,4,1000,1,PRUNED
511,511,32,45:58.1,46:40.8,0 days 00:00:42.776137,100,10000,0.075325797,0.02144674,0.9,0.001051619,5000,small,1,1000,1,PRUNED
536,536,32,04:06.9,04:45.2,0 days 00:00:38.272162,64,100000,0.001474704,0.025798017,0.999,0.000871504,20000,small,1,1000,128,PRUNED
651,651,32,24:32.7,25:09.7,0 days 00:00:36.978089,64,100000,0.039177764,0.335526589,0.9999,0.003595061,10000,small,1,20000,256,PRUNED
675,675,32,41:50.5,42:29.6,0 days 00:00:39.136856,64,50000,0.062162675,0.49966923,0.99,0.005289673,10000,small,1,1000,16,PRUNED
753,753,32,42:46.9,44:02.5,0 days 00:01:15.647039,64,100000,0.012896678,0.001108941,0.995,9.50E-05,10000,medium,1,20000,1,COMPLETE
875,875,32,13:47.5,14:35.0,0 days 00:00:47.476224,512,10000,0.042766056,0.325068611,0.9999,6.78E-05,10000,medium,2,15000,1,PRUNED
925,925,32,49:58.3,50:34.8,0 days 00:00:36.538870,64,100000,0.018976892,0.001341584,0.99,0.007118657,10000,small,2,1000,128,PRUNED
965,965,32,18:37.8,20:08.0,0 days 00:01:30.173356,128,100000,0.051597808,0.018139305,0.995,0.002103145,5000,large,1,15000,256,COMPLETE
1024,1024,32,05:11.1,05:52.4,0 days 00:00:41.315019,64,10000,0.016058042,0.001853268,0.9,0.001674947,5000,large,2,1000,256,PRUNED
1025,1025,32,05:52.4,06:31.8,0 days 00:00:39.369064,16,1000000,0.003827321,0.007829505,0.999,0.006538522,10000,small,8,20000,1,PRUNED
1086,1086,32,48:20.5,49:01.7,0 days 00:00:41.217361,64,10000,0.001803105,0.002792416,0.995,7.65E-05,1000,medium,2,5000,16,PRUNED
1191,1191,32,04:56.8,05:35.4,0 days 00:00:38.634979,64,10000,0.068553938,0.013011406,0.999,0.001658338,10000,small,1,15000,256,PRUNED
1375,1375,32,11:03.0,11:39.8,0 days 00:00:36.874495,64,100000,0.075375044,0.371331846,0.999,0.000450739,10000,small,1,20000,256,PRUNED
1445,1445,32,00:05.6,00:55.4,0 days 00:00:49.765679,64,100000,0.001658685,0.012307247,0.999,0.000315027,10000,large,8,10000,1,PRUNED
1520,1520,32,06:59.3,08:48.5,0 days 00:01:49.246347,64,1000000,0.015335604,0.002156071,0.99,0.002704743,5000,large,1,15000,1,COMPLETE
1614,1614,32,35:08.0,35:59.5,0 days 00:00:51.500358,512,100000,0.010471623,0.001112916,0.9,0.001168572,10000,medium,1,20000,256,PRUNED
1683,1683,32,32:47.9,33:51.9,0 days 00:01:04.046695,512,10000,0.115727023,0.071317883,0.9,3.93E-05,5000,large,1,1000,1,PRUNED
1684,1684,32,33:51.9,34:36.5,0 days 00:00:44.609647,16,10000,0.033288109,0.001681593,0.95,0.001182875,5000,small,1,1000,256,PRUNED
2016,2016,32,09:41.3,10:20.2,0 days 00:00:38.845519,512,10000,0.002306468,0.096168063,0.9999,0.000755188,5000,small,4,15000,4,PRUNED
2023,2023,32,14:20.5,15:04.1,0 days 00:00:43.655263,256,100000,0.001455893,0.001245445,0.9,0.008193148,5000,small,1,15000,128,PRUNED
2199,2199,32,40:46.3,41:31.3,0 days 00:00:44.972301,256,100000,0.016097949,0.001933704,0.95,0.000134915,10000,small,1,10000,256,PRUNED
2348,2348,32,34:02.3,34:42.3,0 days 00:00:40.065927,128,100000,0.056163236,0.001133303,0.9999,0.01304533,5000,small,1,20000,256,PRUNED
2355,2355,32,39:00.3,39:55.0,0 days 00:00:54.642442,64,10000,0.005670526,0.226693674,0.99,0.002866073,5000,large,1,15000,1,PRUNED
2367,2367,32,48:40.1,49:17.1,0 days 00:00:36.931566,100,1000000,0.006811166,0.108840603,0.995,0.001605431,5000,small,2,5000,128,PRUNED
2395,2395,32,10:11.3,10:58.4,0 days 00:00:47.118370,128,100000,0.116918564,0.097656862,0.99,0.000208078,5000,medium,1,5000,1,PRUNED
2448,2448,32,49:23.7,50:08.1,0 days 00:00:44.379366,64,10000,0.008740521,0.22716241,0.995,0.000174819,10000,medium,1,20000,256,PRUNED
2632,2632,32,10:33.3,11:15.3,0 days 00:00:41.910643,256,100000,0.001683815,0.022377072,0.98,0.001637723,10000,small,1,10000,256,PRUNED
2673,2673,32,40:20.4,41:02.9,0 days 00:00:42.487517,64,10000,0.00844535,0.00320622,0.999,0.021193282,10000,small,2,5000,1,PRUNED
2782,2782,32,00:04.8,00:47.9,0 days 00:00:43.100026,128,100000,0.130244935,0.021880241,0.9,0.018981568,0,small,1,1000,1,PRUNED
2787,2787,32,03:36.6,04:29.3,0 days 00:00:52.713120,64,100000,0.001959656,0.012535546,0.99,2.60E-05,5000,large,1,10000,1,PRUNED
3045,3045,32,06:13.4,06:46.6,0 days 00:00:33.178669,100,100000,0.032377826,0.014878664,0.99,0.018802813,10000,small,8,15000,128,PRUNED
3568,3568,32,11:54.4,12:31.9,0 days 00:00:37.511920,64,100000,0.020714528,0.011251477,0.95,0.003110195,5000,small,8,1,16,PRUNED
3832,3832,32,15:00.1,15:35.2,0 days 00:00:35.117742,64,50000,0.169462582,0.006612947,0.99,0.000538746,5000,small,8,10000,256,PRUNED
24,24,31,41:13.6,42:20.6,0 days 00:01:07.016571,100,10000,0.014688712,0.001092663,0.9,0.007643606,10000,small,1,20000,256,COMPLETE
333,333,31,32:57.4,33:43.1,0 days 00:00:45.680977,512,10000,0.026239682,0.003560304,0.9,0.006878836,5000,small,1,20000,1,PRUNED
354,354,31,48:42.2,49:24.9,0 days 00:00:42.687748,512,50000,0.044528069,0.021719817,0.9,0.002509818,5000,large,2,20000,256,PRUNED
382,382,31,07:45.1,08:24.6,0 days 00:00:39.441511,128,50000,0.015159679,0.008820733,0.95,0.001828916,0,small,1,1000,128,PRUNED
583,583,31,38:51.5,39:36.9,0 days 00:00:45.459554,64,1000000,0.001300498,0.251281378,0.9999,0.000330434,10000,large,1,1000,256,PRUNED
774,774,31,00:03.3,00:50.5,0 days 00:00:47.243891,512,100000,0.006541396,0.01545514,0.995,6.63E-05,20000,medium,8,15000,1,PRUNED
790,790,31,11:07.8,11:58.4,0 days 00:00:50.609784,64,10000,0.14185829,0.015256836,0.995,9.33E-05,5000,large,1,20000,1,PRUNED
929,929,31,52:41.5,53:20.4,0 days 00:00:38.871573,100,1000000,0.015704246,0.142966751,0.9,0.002269747,5000,small,2,1000,1,PRUNED
992,992,31,39:41.7,40:37.9,0 days 00:00:56.181113,32,1000000,0.008084586,0.016149777,0.99,0.001176777,5000,medium,4,15000,4,COMPLETE
1054,1054,31,25:42.1,26:23.5,0 days 00:00:41.384179,64,10000,0.05548142,0.043530686,0.999,0.001200018,5000,large,2,15000,256,PRUNED
1192,1192,31,05:35.4,06:19.6,0 days 00:00:44.222979,100,100000,0.042761308,0.001496949,0.95,0.001029456,5000,medium,8,1000,1,PRUNED
1219,1219,31,24:05.6,24:51.6,0 days 00:00:46.000327,64,100000,0.020803075,0.430497684,0.99,9.33E-05,10000,large,2,15000,1,PRUNED
1235,1235,31,34:51.2,35:33.6,0 days 00:00:42.479910,512,10000,0.100314207,0.001755966,0.99,7.35E-05,10000,small,2,15000,1,PRUNED
1246,1246,31,43:26.6,44:06.3,0 days 00:00:39.667092,100,100000,0.013048295,0.205170554,0.999,0.00299354,10000,small,1,1000,1,PRUNED
1294,1294,31,18:26.8,19:07.7,0 days 00:00:40.914457,100,1000000,0.004875588,0.135983798,0.9999,0.015750424,5000,small,1,15000,1,PRUNED
1331,1331,31,44:35.9,45:16.2,0 days 00:00:40.294433,64,100000,0.038217645,0.001343127,0.98,0.001273272,5000,small,1,20000,16,PRUNED
1374,1374,31,10:24.4,11:03.0,0 days 00:00:38.536419,64,100000,0.097571718,0.109020674,0.9,0.001905669,5000,medium,2,1,8,PRUNED
1818,1818,31,29:36.3,30:24.9,0 days 00:00:48.579026,100,1000000,0.01289615,0.004083429,0.99,0.000550856,5000,small,1,10000,1,PRUNED
2095,2095,31,13:19.5,14:03.0,0 days 00:00:43.512139,64,50000,0.00382268,0.166975681,0.99,0.003150569,5000,small,1,15000,256,PRUNED
