,number,value,datetime_start,datetime_complete,duration,params_activation_fn,params_ent_coef,params_gae_lambda,params_gamma,params_lr,params_max_grad_norm,params_n_steps,params_net_arch,params_normalize_advantage,params_ortho_init,params_vf_coef,state
245,245,1.0,2023-04-27 03:10:27.494612,2023-04-27 03:11:19.556252,0 days 00:00:52.061640,tanh,3.238285381431838e-05,0.999,0.9,1.830225996429189e-05,0.3361812629353469,64,large,True,False,0.10445424241941675,PRUNED
246,246,1.0,2023-04-27 03:11:19.558253,2023-04-27 03:12:09.936911,0 days 00:00:50.378658,tanh,0.00029527828447855047,0.9999,0.9,3.8868025336473094e-05,0.9727211806024925,64,large,True,False,0.27434343307745696,PRUNED
247,247,17.0,2023-04-27 03:12:09.937912,2023-04-27 03:13:00.664619,0 days 00:00:50.726707,tanh,3.6499426435583393e-06,0.9,0.999,0.00016537379591379013,1.4380944414599948,128,large,False,True,0.2494684251480618,PRUNED
248,248,1.0,2023-04-27 03:13:00.665619,2023-04-27 03:13:51.858338,0 days 00:00:51.192719,relu,1.5623703256138167e-06,0.999,0.9,1.3692488755251564e-05,0.4071925169928295,64,large,True,False,0.24029237372081166,PRUNED
249,249,1.0,2023-04-27 03:13:51.859337,2023-04-27 03:14:35.310914,0 days 00:00:43.451577,tanh,7.0647756656821154e-06,0.95,0.9,1.1793678713811483e-05,0.7620363184535546,256,tiny,True,False,0.21631295602273068,PRUNED
250,250,1.0,2023-04-27 03:14:35.311915,2023-04-27 03:15:22.727585,0 days 00:00:47.415670,tanh,5.3572505685118855e-06,0.98,0.999,2.058871346296207e-05,1.2821940368031948,64,small,True,False,0.3130511234313181,PRUNED
251,251,0.0,2023-04-27 03:15:22.728587,2023-04-27 03:16:19.471428,0 days 00:00:56.742841,relu,1.0113180257533075e-05,0.999,0.9,1.610857813409592e-05,0.8518570283785748,32,large,False,False,0.11150189714357599,PRUNED
252,252,18.0,2023-04-27 03:16:19.473427,2023-04-27 03:17:13.586565,0 days 00:00:54.113138,tanh,2.4064591830531564e-06,0.999,0.9,1.1473100276672748e-05,0.704682744110526,16,large,True,True,0.1740535792738542,PRUNED
253,253,46.0,2023-04-27 03:17:13.587561,2023-04-27 03:18:03.494869,0 days 00:00:49.907308,tanh,2.6453991027146125e-05,0.9999,0.99,3.3395152990573506e-05,1.5784723235501152,1024,large,True,False,0.19201585081352404,PRUNED
254,254,86.0,2023-04-27 03:18:03.495868,2023-04-27 03:19:24.309408,0 days 00:01:20.813540,tanh,3.1363925374562696e-06,0.999,0.9,2.4125874130698157e-05,0.941918693015488,64,large,False,False,0.10001857144186417,COMPLETE
255,255,36.0,2023-04-27 03:19:24.310412,2023-04-27 03:20:15.602149,0 days 00:00:51.291737,relu,1.8234490527690285e-06,0.9,0.999,2.9069535380379555e-05,0.9386700211046665,64,small,False,False,0.10338498597289607,PRUNED
256,256,42.0,2023-04-27 03:20:15.603148,2023-04-27 03:21:06.142431,0 days 00:00:50.539283,tanh,1.3191903978621086e-05,0.95,0.9,1.0093164260807328e-05,0.35849956412323947,128,large,False,False,0.1000183320690313,PRUNED
257,257,15.0,2023-04-27 03:21:06.143429,2023-04-27 03:21:58.842383,0 days 00:00:52.698954,tanh,1.1721685617227687e-06,0.999,0.9,1.746143198357689e-05,1.007837479363272,64,large,False,True,0.10874222587618003,PRUNED
258,258,1.0,2023-04-27 03:21:58.843381,2023-04-27 03:22:49.810140,0 days 00:00:50.966759,relu,4.4054264087666955e-06,0.999,0.999,1.34959814553432e-05,0.8316785162699386,64,large,False,False,0.12620731693889545,PRUNED
259,259,53.0,2023-04-27 03:22:49.812141,2023-04-27 03:23:42.697215,0 days 00:00:52.885074,tanh,0.019088101884342765,0.98,0.9,1.509180185017207e-05,0.6665247919410707,512,large,False,False,0.11684751915854799,PRUNED
260,260,4.0,2023-04-27 03:23:42.699216,2023-04-27 03:24:28.947031,0 days 00:00:46.247815,tanh,2.7433925142096216e-06,0.999,0.9,2.4271164908163085e-05,0.3259766663764889,1024,small,False,False,0.10528077022408175,PRUNED
261,261,1.0,2023-04-27 03:24:28.948031,2023-04-27 03:25:19.640565,0 days 00:00:50.692534,tanh,5.937049789986087e-06,0.9999,0.9,5.273382519092458e-05,0.46709437977739093,64,large,False,False,0.20309241853139784,PRUNED
262,262,24.0,2023-04-27 03:25:19.642566,2023-04-27 03:26:11.620976,0 days 00:00:51.978410,relu,1.400420129630969e-06,0.9,0.995,1.2333325526497505e-05,0.3481635649043898,32,large,True,True,0.10011647841266898,PRUNED
263,263,1.0,2023-04-27 03:26:11.622980,2023-04-27 03:26:54.979401,0 days 00:00:43.356421,tanh,2.1202042816972528e-06,0.95,0.999,1.8073878473727255e-05,1.0857940579220864,64,tiny,False,False,0.15500075536237506,PRUNED
264,264,55.0,2023-04-27 03:26:54.980407,2023-04-27 03:27:46.038882,0 days 00:00:51.058475,tanh,8.21101096836175e-06,0.999,0.9,2.01189570415088e-05,0.3870148072146254,128,large,True,False,0.1350964883036187,PRUNED
265,265,1.0,2023-04-27 03:27:46.040882,2023-04-27 03:28:36.604853,0 days 00:00:50.563971,tanh,8.37097303526534e-05,0.99,0.9,1.1289869441545846e-05,0.4139123889951041,64,large,True,False,0.10997567615841251,PRUNED
266,266,1.0,2023-04-27 03:28:36.605855,2023-04-27 03:29:23.738583,0 days 00:00:47.132728,relu,3.737647925945721e-06,0.999,0.99,1.4014489989675997e-05,0.3187741557307775,64,small,False,False,0.11931730893184807,PRUNED
267,267,1.0,2023-04-27 03:29:23.739582,2023-04-27 03:30:12.921395,0 days 00:00:49.181813,tanh,5.4377718178352825e-06,0.999,0.9,6.810907756045919e-05,0.3705384829733038,1024,large,True,False,0.17968796563161774,PRUNED
268,268,61.0,2023-04-27 03:30:12.923398,2023-04-27 03:31:05.213594,0 days 00:00:52.290196,tanh,3.602895439014693e-05,0.995,0.999,2.620463094841551e-05,0.6266377830981951,64,large,True,True,0.10610792093491987,PRUNED
269,269,0.0,2023-04-27 03:31:05.215591,2023-04-27 03:32:02.148655,0 days 00:00:56.933064,relu,2.997072089708484e-06,0.95,0.9999,4.3607086920400074e-05,0.49846017966903255,512,large,True,False,0.22511752625832188,PRUNED
270,270,48.0,2023-04-27 03:32:02.150650,2023-04-27 03:33:23.862086,0 days 00:01:21.711436,tanh,1.0021935787720063e-06,0.98,0.98,1.2850598739873245e-05,0.3389367049674941,64,large,False,False,0.11187905335368077,COMPLETE
271,271,1.0,2023-04-27 03:33:23.864086,2023-04-27 03:34:14.764152,0 days 00:00:50.900066,tanh,1.0730395944799668e-06,0.98,0.98,1.0098462412306478e-05,0.3290209493336588,64,large,False,False,0.11470606913431282,PRUNED
272,272,47.0,2023-04-27 03:34:14.766162,2023-04-27 03:35:02.754288,0 days 00:00:47.988126,tanh,1.5266834573059008e-06,0.9999,0.98,1.3009329674441474e-05,0.3507019506886349,128,small,False,False,0.1107149682876161,PRUNED
273,273,78.0,2023-04-27 03:35:02.756288,2023-04-27 03:36:23.879783,0 days 00:01:21.123495,tanh,1.1914303965232748e-06,0.98,0.98,1.528442844850779e-05,0.34324844158697243,32,large,False,False,0.3307336667148321,COMPLETE
274,274,1.0,2023-04-27 03:36:23.880787,2023-04-27 03:37:16.192976,0 days 00:00:52.312189,tanh,1.0149311486091934e-06,0.98,0.98,1.574114349768674e-05,0.33919997882762465,32,large,False,True,0.14260620039957078,PRUNED
275,275,1.0,2023-04-27 03:37:16.194979,2023-04-27 03:38:08.188934,0 days 00:00:51.993955,tanh,1.2965836701547574e-06,0.98,0.98,1.6047035958731483e-05,0.3007296211738509,32,large,False,False,0.33704305121173056,PRUNED
276,276,1.0,2023-04-27 03:38:08.189934,2023-04-27 03:38:59.738082,0 days 00:00:51.548148,tanh,1.7662369672365006e-06,0.98,0.98,1.427543871313329e-05,0.37145035945528265,32,large,False,False,0.5422264294473106,PRUNED
277,277,1.0,2023-04-27 03:38:59.739079,2023-04-27 03:39:43.459317,0 days 00:00:43.720238,tanh,1.2813856938904368e-06,0.98,0.98,1.7718545930077067e-05,0.7501584551883831,32,tiny,False,False,0.12276581084363518,PRUNED
278,278,0.0,2023-04-27 03:39:43.460317,2023-04-27 03:40:39.985657,0 days 00:00:56.525340,tanh,1.689259832314589e-06,0.98,0.98,1.2513722205027886e-05,0.31948394167608557,32,large,False,False,0.33357725762944607,PRUNED
279,279,44.0,2023-04-27 03:40:39.986658,2023-04-27 03:41:28.410980,0 days 00:00:48.424322,tanh,0.00012493714820378574,0.98,0.98,1.1162025804517471e-05,0.8006131767142272,1024,small,True,True,0.1596870874774719,PRUNED
280,280,0.0,2023-04-27 03:41:28.411983,2023-04-27 03:42:22.380112,0 days 00:00:53.968129,tanh,2.0010994597914634e-06,0.98,0.98,1.4634552707800911e-05,0.3441992804568665,256,large,False,False,0.12869257872135473,PRUNED
281,281,34.0,2023-04-27 03:42:22.382111,2023-04-27 03:43:12.835227,0 days 00:00:50.453116,tanh,1.2525827903689196e-06,0.98,0.999,1.8541225549565266e-05,0.4391865042101124,128,large,True,False,0.10454314569326836,PRUNED
282,282,65.0,2023-04-27 03:43:12.837228,2023-04-27 03:44:05.506120,0 days 00:00:52.668892,tanh,1.0371112617914046e-06,0.95,0.999,1.0104792399586712e-05,0.38576412820906403,32,large,True,False,0.11616762445583456,PRUNED
283,283,0.0,2023-04-27 03:44:05.508124,2023-04-27 03:44:59.056828,0 days 00:00:53.548704,tanh,5.3157905559638465e-05,0.98,0.98,0.0006738849634676463,0.36255615198236524,512,large,True,False,0.14768634929221866,PRUNED
284,284,1.0,2023-04-27 03:44:59.057829,2023-04-27 03:45:48.624983,0 days 00:00:49.567154,tanh,2.3513233683263896e-06,0.9999,0.999,1.3249218148714074e-05,0.8642986495866015,16,small,False,True,0.1992376054726247,PRUNED
285,285,1.0,2023-04-27 03:45:48.625982,2023-04-27 03:46:39.323259,0 days 00:00:50.697277,tanh,1.7549748495576907e-05,0.999,0.99,1.586731458467363e-05,0.9444177571529454,64,large,True,False,0.10005341129948027,PRUNED
286,286,1.0,2023-04-27 03:46:39.324260,2023-04-27 03:47:29.128651,0 days 00:00:49.804391,tanh,0.0001395230955786113,0.95,0.999,2.07569147126516e-05,0.33483055233267267,1024,large,True,False,0.29790797365518973,PRUNED
287,287,87.0,2023-04-27 03:47:29.129649,2023-04-27 03:48:47.363936,0 days 00:01:18.234287,tanh,0.00020623783393038456,0.999,0.9,1.1489167521244678e-05,0.4008805813496967,64,large,False,False,0.10836788211010133,COMPLETE
288,288,71.0,2023-04-27 03:48:47.366936,2023-04-27 03:49:39.383815,0 days 00:00:52.016879,tanh,0.0001585811972731593,0.999,0.9,4.872399276973061e-05,0.392006418371956,128,large,True,False,0.1069131129183254,PRUNED
289,289,1.0,2023-04-27 03:49:39.384816,2023-04-27 03:50:26.759621,0 days 00:00:47.374805,tanh,6.77552418477845e-05,0.999,0.9,1.1212659157106065e-05,0.40403822678244505,64,small,True,True,0.2105001043323993,PRUNED
290,290,1.0,2023-04-27 03:50:26.760625,2023-04-27 03:51:11.518629,0 days 00:00:44.758004,tanh,0.0004403022182940226,0.999,0.9,2.3033576737003076e-05,0.4212001825762161,32,tiny,False,False,0.1198886329401034,PRUNED
291,291,1.0,2023-04-27 03:51:11.519629,2023-04-27 03:52:02.860449,0 days 00:00:51.340820,tanh,2.875144534068303e-06,0.999,0.9,3.1709048524711915e-05,0.3664791200796275,64,large,True,False,0.10363746752186673,PRUNED
292,292,1.0,2023-04-27 03:52:02.861449,2023-04-27 03:52:52.507051,0 days 00:00:49.645602,tanh,0.0001033821453322426,0.999,0.9,0.00019945962154537637,0.3114099566529155,512,large,True,False,0.1884713468999118,PRUNED
293,293,47.0,2023-04-27 03:52:52.508049,2023-04-27 03:53:46.616983,0 days 00:00:54.108934,tanh,1.1078365936812197e-05,0.999,0.9,1.1312975946889519e-05,1.3087477786457036,64,large,False,False,0.10826010187220679,PRUNED
294,294,1.0,2023-04-27 03:53:46.617982,2023-04-27 03:54:35.578208,0 days 00:00:48.960226,tanh,2.2296676289074953e-06,0.9999,0.9,1.5066641481225406e-05,1.0194070754194657,1024,large,True,True,0.2334396201433731,PRUNED
295,295,4.0,2023-04-27 03:54:35.579207,2023-04-27 03:55:22.859676,0 days 00:00:47.280469,tanh,3.096608568423529e-05,0.999,0.9,3.6796629015533065e-05,0.4458021399916875,64,small,True,False,0.1712412848396821,PRUNED
296,296,0.0,2023-04-27 03:55:22.861675,2023-04-27 03:56:17.050740,0 days 00:00:54.189065,tanh,0.001122927316100629,0.95,0.999,1.295429126000297e-05,0.3871395022694603,128,large,False,False,0.12593547963200755,PRUNED
297,297,91.0,2023-04-27 03:56:17.052739,2023-04-27 03:57:35.955073,0 days 00:01:18.902334,tanh,0.00017138019560998248,0.999,0.995,1.6622062651627367e-05,0.9026157028123913,64,large,True,False,0.13315827906520092,COMPLETE
298,298,1.0,2023-04-27 03:57:35.957072,2023-04-27 03:58:26.457379,0 days 00:00:50.500307,relu,0.00015347745204630163,0.999,0.995,1.6791258865529468e-05,0.9361194642719162,64,large,True,False,0.12896687530887158,PRUNED
299,299,0.0,2023-04-27 03:58:26.459382,2023-04-27 03:59:22.697892,0 days 00:00:56.238510,tanh,0.000479760804321705,0.999,0.995,1.0039326520067804e-05,0.8893119588139374,32,large,True,False,0.13509284319984272,PRUNED
300,300,1.0,2023-04-27 03:59:22.698896,2023-04-27 04:00:13.877053,0 days 00:00:51.178157,tanh,8.194201950938877e-05,0.9999,0.995,1.4280826929397018e-05,0.8235230628876845,64,large,False,True,0.11592884303096922,PRUNED
301,301,4.0,2023-04-27 04:00:13.878051,2023-04-27 04:01:00.295205,0 days 00:00:46.417154,tanh,7.7535928542501e-05,0.99,0.999,0.00011782347232755935,0.4707612215166232,1024,small,True,False,0.2590374257432658,PRUNED
302,302,1.0,2023-04-27 04:01:00.296209,2023-04-27 04:01:54.047250,0 days 00:00:53.751041,relu,0.0002585129270268442,0.999,0.995,1.1892437983145412e-05,1.0405189035211582,64,large,True,False,0.11836070269158505,PRUNED
303,303,69.0,2023-04-27 04:01:54.049254,2023-04-27 04:02:47.633113,0 days 00:00:53.583859,tanh,4.228343980121039e-05,0.95,0.995,6.264198101390947e-05,0.40492065884961975,512,large,False,False,0.21749869354823292,PRUNED
304,304,1.0,2023-04-27 04:02:47.634104,2023-04-27 04:03:31.103263,0 days 00:00:43.469159,tanh,0.0002108434579209186,0.999,0.9999,1.7996650712949783e-05,0.9820326201890873,64,tiny,True,False,0.2782976246129975,PRUNED
305,305,4.0,2023-04-27 04:03:31.104266,2023-04-27 04:04:20.962307,0 days 00:00:49.858041,tanh,0.00015309299841126118,0.995,0.99,7.854105049911652e-05,0.9208641275518173,128,large,True,True,0.24389548222749868,PRUNED
306,306,0.0,2023-04-27 04:04:20.963306,2023-04-27 04:05:16.677107,0 days 00:00:55.713801,relu,0.00035235662947042865,0.999,0.995,1.3775572275162874e-05,0.4310864244399512,64,large,False,False,0.12373630124778576,PRUNED
307,307,0.0,2023-04-27 04:05:16.678104,2023-04-27 04:06:08.976154,0 days 00:00:52.298050,tanh,9.964197912587469e-05,0.95,0.999,1.1398165698233119e-05,0.6837640022480763,32,small,True,False,0.1115903003283214,PRUNED
308,308,0.0,2023-04-27 04:06:08.977153,2023-04-27 04:07:06.256413,0 days 00:00:57.279260,tanh,1.6209673745565346e-06,0.999,0.9,1.58371652525529e-05,1.1395011480137545,64,large,True,False,0.16439527023693037,PRUNED
309,309,1.0,2023-04-27 04:07:06.257417,2023-04-27 04:07:55.508321,0 days 00:00:49.250904,tanh,0.00019399303947704292,0.9999,0.9,1.2542399811725705e-05,0.3568089250193362,1024,large,False,False,0.3216575919781287,PRUNED
310,310,1.0,2023-04-27 04:07:55.509321,2023-04-27 04:08:44.864201,0 days 00:00:49.354880,tanh,3.278293747622366e-06,0.999,0.9,1.980756955448689e-05,0.7799378782999199,256,large,True,False,0.15081306939825012,PRUNED
311,311,1.0,2023-04-27 04:08:44.866206,2023-04-27 04:09:35.420257,0 days 00:00:50.554051,relu,0.00026056512018351335,0.999,0.999,1.477549114167795e-05,0.3201636784554173,64,large,True,True,0.3042426028418223,PRUNED
312,312,1.0,2023-04-27 04:09:35.421258,2023-04-27 04:10:24.885701,0 days 00:00:49.464443,tanh,2.1635111603206815e-06,0.95,0.9,1.0139603893123354e-05,0.5775728255423259,16,small,False,False,0.2267007757297829,PRUNED
313,313,1.0,2023-04-27 04:10:24.886700,2023-04-27 04:11:16.757540,0 days 00:00:51.870840,tanh,2.746351547186149e-06,0.999,0.9,4.642837124228525e-05,0.3623257761715769,64,large,True,False,0.13390579235848085,PRUNED
314,314,1.0,2023-04-27 04:11:16.759538,2023-04-27 04:12:06.704605,0 days 00:00:49.945067,tanh,2.4089784086420316e-05,0.9999,0.999,1.6692180572211266e-05,0.8609096075836895,128,large,True,False,0.36697101699047313,PRUNED
315,315,1.0,2023-04-27 04:12:06.705605,2023-04-27 04:12:49.957206,0 days 00:00:43.251601,relu,0.00012063464763946952,0.999,0.9,1.244174277818904e-05,0.5217266135344254,512,tiny,False,False,0.13933246469046662,PRUNED
316,316,1.0,2023-04-27 04:12:49.959207,2023-04-27 04:13:40.863406,0 days 00:00:50.904199,tanh,1.5014291158508401e-06,0.999,0.9,1.0042144902926836e-05,0.3809771663554081,64,large,True,True,0.11478265665523674,PRUNED
317,317,21.0,2023-04-27 04:13:40.864406,2023-04-27 04:14:36.966181,0 days 00:00:56.101775,tanh,4.317490967229736e-06,0.95,0.99,1.9315644495081724e-05,1.0887517782065301,32,large,True,False,0.25384862455563784,PRUNED
318,318,1.0,2023-04-27 04:14:36.967183,2023-04-27 04:15:24.045044,0 days 00:00:47.077861,tanh,1.8991044281610863e-06,0.999,0.999,0.0003220515628759703,0.3016882216992639,64,small,False,False,0.10867295055407401,PRUNED
319,319,50.0,2023-04-27 04:15:24.046046,2023-04-27 04:16:14.702047,0 days 00:00:50.656001,relu,3.504812681026525e-06,0.9,0.9,1.3722429444182324e-05,0.7269581362289416,1024,large,True,False,0.124088511005271,PRUNED
320,320,4.0,2023-04-27 04:16:14.704048,2023-04-27 04:17:05.568694,0 days 00:00:50.864646,tanh,5.744636272534694e-05,0.9999,0.9,2.5342316677397303e-05,1.363371389367339,64,large,True,False,0.105361441393512,PRUNED
321,321,1.0,2023-04-27 04:17:05.569691,2023-04-27 04:17:56.015439,0 days 00:00:50.445748,tanh,0.00018327102017287166,0.999,0.9,1.1497399310474253e-05,0.641675540665461,128,large,False,True,0.28810039359190803,PRUNED
322,322,1.0,2023-04-27 04:17:56.017438,2023-04-27 04:18:47.077034,0 days 00:00:51.059596,tanh,2.50713405220434e-06,0.999,0.999,1.590982907479406e-05,0.4164228150462256,64,large,True,False,0.11990597604795594,PRUNED
323,323,68.0,2023-04-27 04:18:47.078034,2023-04-27 04:19:35.358000,0 days 00:00:48.279966,relu,4.704691481120589e-06,0.95,0.995,3.0036203886747873e-05,0.336490708078581,64,small,True,False,0.20233866299222986,PRUNED
324,324,51.0,2023-04-27 04:19:35.358998,2023-04-27 04:20:25.668838,0 days 00:00:50.309840,tanh,1.527432936587469e-06,0.999,0.9,1.2911436544826721e-05,0.3743016843137134,512,large,False,False,0.23782617873339335,PRUNED
325,325,1.0,2023-04-27 04:20:25.669835,2023-04-27 04:21:16.066007,0 days 00:00:50.396172,tanh,4.585520448435331e-05,0.99,0.9,1.1206168451815331e-05,1.2128811507750898,1024,large,True,False,0.18177628655234154,PRUNED
326,326,1.0,2023-04-27 04:21:16.067007,2023-04-27 04:22:08.452558,0 days 00:00:52.385551,tanh,7.358907646148371e-06,0.995,0.999,2.2283314319670775e-05,0.48099547003795395,32,large,True,True,0.11314625536604432,PRUNED
327,327,4.0,2023-04-27 04:22:08.453558,2023-04-27 04:22:59.618004,0 days 00:00:51.164446,tanh,0.16728920173347298,0.999,0.9,1.8284326631339546e-05,0.31726502113483995,64,large,False,False,0.26609443176878467,PRUNED
328,328,1.0,2023-04-27 04:22:59.620005,2023-04-27 04:23:43.023145,0 days 00:00:43.403140,relu,0.00023699997331330354,0.98,0.9,0.00010150531723467376,1.5308867091409095,64,tiny,True,False,0.103772476409611,PRUNED
329,329,70.0,2023-04-27 04:23:43.024147,2023-04-27 04:24:32.903118,0 days 00:00:49.878971,tanh,3.6254889458440432e-06,0.9999,0.9,0.0004034193306042464,0.3546993427209021,128,small,True,False,0.10991895499175361,PRUNED
330,330,4.0,2023-04-27 04:24:32.904120,2023-04-27 04:25:23.754911,0 days 00:00:50.850791,tanh,1.8920667221778397e-06,0.9,0.9999,1.4147003996620086e-05,0.4499500557785885,64,large,False,False,0.15713858132437994,PRUNED
331,331,4.0,2023-04-27 04:25:23.756910,2023-04-27 04:26:15.815377,0 days 00:00:52.058467,tanh,0.0005958893650825998,0.95,0.999,3.775176149702858e-05,0.3992082292879262,32,large,True,True,0.9423525963187358,PRUNED
332,332,1.0,2023-04-27 04:26:15.816377,2023-04-27 04:27:06.462050,0 days 00:00:50.645673,relu,1.682271885796961e-05,0.999,0.99,1.1496385054280727e-05,1.8899409551552886,64,large,True,False,0.19393655067160032,PRUNED
333,333,1.0,2023-04-27 04:27:06.463049,2023-04-27 04:27:55.595752,0 days 00:00:49.132703,tanh,0.00030535155851842583,0.999,0.9,1.6306595352026307e-05,1.7097508917785262,512,large,False,False,0.21176655011280512,PRUNED
334,334,1.0,2023-04-27 04:27:55.597750,2023-04-27 04:28:41.818983,0 days 00:00:46.221233,tanh,1.3603652954873364e-05,0.999,0.9,1.374793363731822e-05,0.9548090341746728,1024,small,True,False,0.2299471408044492,PRUNED
335,335,55.0,2023-04-27 04:28:41.820985,2023-04-27 04:29:33.747477,0 days 00:00:51.926492,tanh,2.6932097760035086e-06,0.98,0.999,1.0003132212441425e-05,0.33442543263915203,64,large,False,False,0.11801305879120495,PRUNED
336,336,1.0,2023-04-27 04:29:33.748477,2023-04-27 04:30:24.396951,0 days 00:00:50.648474,relu,0.00017363158523243854,0.95,0.9,0.0014682457666884154,1.8098729615574345,64,large,True,True,0.13032091184082423,PRUNED
337,337,0.0,2023-04-27 04:30:24.398943,2023-04-27 04:31:21.420270,0 days 00:00:57.021327,tanh,5.402805495137817e-06,0.9999,0.9,1.9921778240936888e-05,0.5991227240338479,128,large,True,False,0.2461170805502437,PRUNED
338,338,47.0,2023-04-27 04:31:21.422271,2023-04-27 04:32:17.656649,0 days 00:00:56.234378,tanh,3.546723347515499e-05,0.999,0.995,1.2586747196890818e-05,0.3001964319061036,64,large,False,False,0.10728275910824485,PRUNED
339,339,4.0,2023-04-27 04:32:17.658650,2023-04-27 04:33:05.933153,0 days 00:00:48.274503,tanh,9.067915928121844e-05,0.9,0.999,2.6958284283471138e-05,0.3524077233710584,32,small,True,False,0.1448000448848052,PRUNED
340,340,1.0,2023-04-27 04:33:05.935151,2023-04-27 04:33:55.422391,0 days 00:00:49.487240,tanh,1.3487785452359947e-06,0.999,0.9,5.105522773084488e-05,1.032546401794821,256,large,True,False,0.10205573083149647,PRUNED
341,341,19.0,2023-04-27 04:33:55.423393,2023-04-27 04:34:38.894720,0 days 00:00:43.471327,relu,9.500384307775255e-06,0.999,0.9,1.5497691292382845e-05,0.5085679069220415,64,tiny,False,True,0.12172614598903343,PRUNED
342,342,4.0,2023-04-27 04:34:38.895719,2023-04-27 04:35:28.005743,0 days 00:00:49.110024,tanh,2.2309503571683945e-06,0.95,0.9,2.31005090136299e-05,0.39305886496850034,1024,large,True,False,0.11414133088208776,PRUNED
343,343,1.0,2023-04-27 04:35:28.006744,2023-04-27 04:36:21.955835,0 days 00:00:53.949091,tanh,0.00013232421223251782,0.98,0.999,0.00019090568004820642,0.9050186624789132,16,large,True,False,0.2521942273010962,PRUNED
344,344,44.0,2023-04-27 04:36:21.956832,2023-04-27 04:37:38.125661,0 days 00:01:16.168829,tanh,2.09389823851826e-05,0.999,0.9,0.00014372907616145642,1.379769148724035,64,large,False,False,0.10754176810053301,COMPLETE
345,345,55.0,2023-04-27 04:37:38.127665,2023-04-27 04:38:28.034225,0 days 00:00:49.906560,relu,6.091970805605205e-06,0.9999,0.99,1.1430065782736672e-05,1.2604609716688902,512,small,True,False,0.32283353627594275,PRUNED
346,346,4.0,2023-04-27 04:38:28.035226,2023-04-27 04:39:17.851907,0 days 00:00:49.816681,tanh,3.2897888579342074e-06,0.999,0.9,1.7252924757806044e-05,0.7925282291087864,128,large,True,True,0.2694566967335641,PRUNED
347,347,1.0,2023-04-27 04:39:17.852907,2023-04-27 04:40:08.395766,0 days 00:00:50.542859,tanh,4.3212400053936784e-06,0.999,0.999,1.4175536142179242e-05,0.4224048752880199,64,large,False,False,0.180562930550788,PRUNED
348,348,73.0,2023-04-27 04:40:08.396765,2023-04-27 04:41:29.919713,0 days 00:01:21.522948,tanh,1.6617964724637533e-06,0.95,0.9,1.0039146861433894e-05,0.3705549297646441,64,large,True,False,0.11273552454326295,COMPLETE
349,349,33.0,2023-04-27 04:41:29.921716,2023-04-27 04:42:20.837824,0 days 00:00:50.916108,tanh,1.2522749406000187e-06,0.95,0.9,1.1232948474279817e-05,0.32383858231539703,64,large,True,False,0.1159109669541111,PRUNED
350,350,4.0,2023-04-27 04:42:20.838825,2023-04-27 04:43:09.519940,0 days 00:00:48.681115,relu,1.886518497402791e-06,0.95,0.9,1.237154796566641e-05,0.6691637824993906,32,small,True,False,0.21755555628384668,PRUNED
351,351,55.0,2023-04-27 04:43:09.521941,2023-04-27 04:44:02.317780,0 days 00:00:52.795839,tanh,1.6522724843540168e-06,0.95,0.995,1.0304295507485018e-05,0.3670408310207096,1024,large,False,False,0.12619252326405647,PRUNED
352,352,1.0,2023-04-27 04:44:02.318775,2023-04-27 04:44:53.085536,0 days 00:00:50.766761,tanh,6.981233687481126e-05,0.95,0.999,7.869945266371119e-05,0.3427944948575285,64,large,True,True,0.13146509614879842,PRUNED
353,353,1.0,2023-04-27 04:44:53.087536,2023-04-27 04:45:43.436837,0 days 00:00:50.349301,tanh,1.3446180826051472e-06,0.95,0.9,1.0092592820356309e-05,1.151993696303886,64,large,True,False,0.17256520003262701,PRUNED
354,354,1.0,2023-04-27 04:45:43.437837,2023-04-27 04:46:26.953642,0 days 00:00:43.515805,relu,8.237972144300146e-06,0.95,0.9,1.3062095607256247e-05,0.31838110454974367,128,tiny,False,False,0.12067316273554517,PRUNED
355,355,56.0,2023-04-27 04:46:26.954641,2023-04-27 04:47:21.631541,0 days 00:00:54.676900,tanh,0.00029950706382261664,0.98,0.9999,4.239069590065295e-05,0.3789708154775558,64,large,True,False,0.11248777811296863,PRUNED
356,356,1.0,2023-04-27 04:47:21.632541,2023-04-27 04:48:08.206047,0 days 00:00:46.573506,tanh,5.217766059173779e-05,0.9,0.9,1.1847397715725406e-05,0.995355930136936,512,small,True,False,0.22518333708899935,PRUNED
357,357,58.0,2023-04-27 04:48:08.208054,2023-04-27 04:49:01.193848,0 days 00:00:52.985794,tanh,2.364673804810988e-06,0.95,0.999,1.4781178452260357e-05,0.3470336848832393,32,large,False,True,0.1002930806380184,PRUNED
358,358,1.0,2023-04-27 04:49:01.194848,2023-04-27 04:49:51.864861,0 days 00:00:50.670013,tanh,0.00023166497710109334,0.9999,0.9,1.266366568242537e-05,1.5093989997051591,64,large,True,False,0.3037668025442847,PRUNED
359,359,1.0,2023-04-27 04:49:51.865860,2023-04-27 04:50:40.712667,0 days 00:00:48.846807,relu,0.00011023224208570916,0.99,0.9,1.166056898902229e-05,0.4411037383348626,1024,large,True,False,0.11003061893569217,PRUNED
